id	name	altname	ec	kegg	pwy	enzymatic	gibbs	direction
|RXN-12629|	chitobiase	chitobiase	EC-3.2.1		PWY-6906	False	-3.737152	>
|RXN-16118|			EC-2.3.1.51		PWY-6453	False	-3.6099396	>
|RXN-8133|			EC-2.1.1.253		PWY-5261	True	30.793365	>
|4.1.1.38-RXN|			EC-4.1.1.38	R00346		False	4.7299805	?
|RXN-12632|			EC-4.4.1.4		PWY-6900	True	79.520004	>
|THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN|			EC-2.8.1.3	R01875		True	-14.342392	=
|4.1.1.51-RXN|			EC-4.1.1.51	R03461	PWY-5499	True	1.1482315	>
|RXN-12633|			EC-5.3.99.M1		PWY-6900	True	-76.38001	>
|RXN-16119|			EC-2.3.1		PWY-6453	False	-3.6101074	>
|RXN-15885|	pretenellin A pentaketide synthase	pretenellin A pentaketide synthase	EC-2.3.1		PWY-7561	True	-168.7207	>
|RXN0-1241|			EC-2.1.1.298			True	-34.742264	>
|RXN-8685|					PWY-5467	False	47.97783	>
|4.1.1.64-RXN|			EC-4.1.1.64	R03854		False	26.767487	?
|RXN-12639|	ethanol&mdash;long-chain acyl CoA acyltransferase	ethanol&mdash;long-chain acyl CoA acyltransferase	EC-2.3.1.75		PWY-6873	True	263.34912	>
|RXN-5841|			EC-3.1.3.5	R02323	PWY-5381,NAD-BIOSYNTHESIS-II	True	5.9687653	>
|RXN-17609|			EC-4.2.1.84			False	-6.527006	<
|4.1.1.68-RXN|			EC-4.1.1.68	R04133	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	True	-1.2176514	>
|RXN-12641|			EC-1.1.1			True	-4.5082254	?
|RXN-16120|					PWY-6453	False	-3.6098633	>
|RXN-9516|	3-oxo-hexanoyl-[acyl-carrier protein] synthase	3-oxo-hexanoyl-[acyl-carrier protein] synthase	EC-2.3.1.179,EC-2.3.1.41		PWY-5971,PWY-7388	True	-6.862854	>
|4.1.1.72-RXN|			EC-4.1.1.72	R03894	PWY-5078	True	-3.465889	>
|RXN-12642|			EC-1.1.1.102			True	-5.756485	?
|THIOSULFATE-SULFURTRANSFERASE-RXN|			EC-2.8.1.1	R01931	PWY-5350	True	-30.83236	>
|4.1.1.74-RXN|			EC-4.1.1.74	R01974	TRPIAACAT-PWY,PWY-5081	True	-3.4658756	>
|RXN-12645|			EC-1.1.1.102			True	-5.7565002	?
|RXN-16121|			EC-3.1.3.4		PWY-6453	False	7.217041	>
|RXN0-1261|						False	2.9545898	?
|RXN-8686|					RXN-18224,PWY-5467	True	-10.459999	>
|4.1.1.75-RXN|			EC-4.1.1.75	R03178	PWY-7523,PWY-5742,ARGDEG-IV-PWY	True	-4.090004	>
|RXN-12646|					PWY-6913	True	-7.072998	>
|RXN-5861|				R00031	PWY-3581,PWY-5399,PWY-6955,PWY-6133,MONOPHENOL-MONOOXYGENASE-RXN	True	-86.73999	>
|RXN-1761|			EC-3.5.5.8	R05780	PWY-743	True	37.684002	>
|4.1.1.76-RXN|			EC-4.1.1.76	R05173		False	-10.692886	?
|RXN-12649|		pentalenene,NADPH:oxygen 13-oxidoreductase,PtlI		R09812	RXN-13400,PWY-6919,PWY-6915	True	-86.74048	>
|RXN-16123|			EC-1.14.13			False	-107.77063	>
|RXN-9537|		(3<i>R</i>)-hydroxymyristoyl-ACP dehydratase	EC-2.3.1.86,EC-2.3.1.85,EC-4.2.1.59		PWY-5971,PWY-5994	True	22.705246	>
|4.1.1.77-RXN|			EC-4.1.1.77	R02602	PWY-5654,PWY-6210,PWY-5647,PWY-7480,PWY-7006,PWY-5419,PWY-6336,PWY-6214,2ASDEG-PWY	True	-0.30177307	>
|RXN-12650|		pentalenene,NADPH:oxygen 13-oxidoreductase,PtlI		R09813	RXN-13400,PWY-6919,PWY-6915	True	-95.587494	>
|THMPT-SER-RXN|			EC-2.1.2	R09099		False	4.6669617	?
|RXN0-1281|	dihydrouridine synthase	dihydrouridine synthase	EC-1.1.1			True	6.765747	<
|RXN-12651|			EC-1.14.11.35	R10157	PWY-6919,PWY-6915	True	-107.07002	>
|RXN-16124|			EC-6.3.2		PWY-7605	True	-69.23059	>
|4.1.1.78-RXN|			EC-4.1.1.78	R00218		False	-54.69478	?
|RXN-8687|					RXN-18224,PWY-5467	True	-13.110001	>
|4.1.1.80-RXN|			EC-4.1.1.80	R03341	PWY-3581,PWY3O-4108	True	-3.46587	>
|RXN-12652|			EC-1.14.13		PWY-6919,PWY-6915	True	-109.6846	>
|RXN-5881|					PWY-3602,PWY-7472,PWY-7471	False	-4.899994	>
|RXN-17610|			EC-1.14.13.229		PWY-7779	True	-83.06052	>
|4.1.1.81-RXN|			EC-4.1.1.81	R06530	PWY-5443	True	-1.8418121	>
|RXN-12653|			EC-1.14.19.8	R10162	PWY-6915	True	-99.712234	>
|RXN-16125|	cytochrome P450 dependent histidyltryptophanyldiketopiperazine oxidoreductase	cytochrome P450 dependent histidyltryptophanyldiketopiperazine oxidoreductase	EC-1.14.21		PWY-7605	True	-82.824646	>
|RXN-9590|					PWY-5981	True	-0.5111084	>
|4.1.1.82-RXN|			EC-4.1.1.82	R04053	PWY-7769,PWY-6322,PWY-5757,PWY-7510,PWY-6839,PWY-6682	True	-2.8417358	>
|RXN-12654|			EC-1.14.13.170	R10154	PWY-6915	True	-92.080505	>
|THREDEHYD-RXN|			EC-4.3.1.19	R00996	PWY66-428	True	-7.654127	>
|RXN0-1321|			EC-2.4.2.29	R10209	PWY-6700	True	-50.1073	>
|RXN-12655|			EC-1.14.11	R10144	RXN-13751,PWY-6915	True	-111.51001	>
|RXN-16126|			EC-2.5.1		PWY-7605	True	-14.351013	>
|4.1.1.83-RXN|			EC-4.1.1.83	R07312	PWY-7514	True	-4.275877	>
|RXN-8688|				R09048	PWY-5468	True	-55.90216	>
|4.1.1.84-RXN|			EC-4.1.1.84	R07313		False	-49.434883	?
|RXN-12656|			EC-1.14.13		PWY-6888	False	-86.74048	>
|RXN-5901|			EC-1.1.1.36	R01977	PWY-5741,PWY-7216,PWY1-3,PWY-5676	True	-5.756592	<
|RXN-17611|						False	-9.620003	>
|4.1.1.86-RXN|			EC-4.1.1.86	R07650	PWY-6562,PWY-761	True	-3.714117	>
|RXN-12657|			EC-1.14.13		PWY-6888	False	-95.587494	>
|RXN-16127|			EC-2.5.1		PWY-7605	True	-14.350998	>
|1.14.19.1-RXN|			EC-1.14.19.1	R02222	PWY-5996	True	-73.37752	>
|4.1.2.18-RXN|			EC-4.1.2.18	R01784	PWY-7295	True	0.54000854	=
|RXN-12658|			EC-1.1.1.340		PWY-6919,PWY-6915	True	-5.9682465	>
|THREODEHYD-RXN|			EC-1.1.1.103	R01465	THRDLCTCAT-PWY,PWY-7378,RXN-14249,THREONINE-DEG2-PWY	True	-5.848236	>
|RXN0-1342|			EC-2.4.99.17		PWY-6700	True	-44.12784	>
|RXN-12659|			EC-1.11.2.3			True	-14.919983	>
|RXN-16128|	cytochrome P450 dependent roquefortine D oxidoreductase	cytochrome P450 dependent roquefortine D oxidoreductase	EC-1.14.21		PWY-7605	True	-82.824646	>
|RXN-9659|	<i>trans</i> oct-2-enoyl-[acp] reductase	<i>trans</i> oct-2-enoyl-[acp] reductase	EC-1.3.1.9		PWY-5971	True	28.824097	<
|4.1.2.20-RXN|			EC-4.1.2.20	R03277		False	1.164093	?
|RXN-8692|				R09049	PWY-5468	False	-17.18	>
|4.1.2.23-RXN|			EC-4.1.2.23	R01576		False	2.6699982	?
|RXN-12660|			EC-1.14.11	R10143	RXN-13751,PWY-6915	True	-112.43701	>
|RXN-5921|			EC-1.14.13.ec		PWY-3641	True	-50.601807	>
|RXN-17612|			EC-1.14.13.M36		PWY-7779	True	-84.30876	>
|4.1.2.28-RXN|			EC-4.1.2.28	R01782	PWY-7294,PWY-7178	True	0.54000854	=
|RXN-12661|			EC-1.14.13.171		PWY-6919	True	-92.080505	>
|RXN-16129|			EC-1.1.1.330		PWY-7606	False	-5.7564697	<
|RXN-16557|			EC-1.3.8.9		PWY-7656	False	7.6507874	>
|4.1.2.29-RXN|			EC-4.1.2.29	R05378	P562-PWY	True	6.878235	>
|THREONINE--TRNA-LIGASE-RXN|			EC-6.1.1.3	R03663	TRNA-CHARGING-PWY	True	-98.5824	>
|RXN-12662|			EC-1.14.11		PWY-6919	True	-110.887024	>
|RXN-12663|			EC-1.14.11		PWY-6919	True	-113.06	>
|RXN-16130|			EC-4.2.1.134		PWY-7606	False	2.1630363	>
|1.3.7.2-RXN|			EC-1.3.7.2	R05818	PWY-5915,PWY-7579	True	-9.881744	<
|RXN0-1382|			EC-2.8.3.16	R07290	PWY-6695	True	-3.3023682	=
|RXN-8693|				R09050	PWY-5468	False	-39.84001	>
|4.1.2.34-RXN|			EC-4.1.2.34	R03465		False	4.731102	?
|RXN-12664|					PWY-6919	False	-4.01	>
|RXN-5961|			EC-1.14.99	R07530	PWY-5947	True	-90.350464	>
|RXN-17613|			EC-1.1.1.M26		PWY-7779	True	7.351776	>
|4.1.2.41-RXN|			EC-4.1.2.41	R05773	PWY-6343,PWY-5710	True	-0.8000488	>
|RXN-12667|			EC-2.3.1		PWY-6922	True	-19.016825	>
|RXN-16131|			EC-1.3.1.93		PWY-7606	False	7.0335083	<
|RXN-982|			EC-1.20.4.1	R05747	PWY-4621,PWY-4202	True	5.903488	>
|4.1.2.42-RXN|			EC-4.1.2.42	R08195		False	2.3399963	?
|RXN-12668|			EC-2.3.1		PWY-6920	True	10.186951	>
|THREONINE-ALDOLASE-RXN|			EC-4.1.2.48,EC-4.1.2.5	R00751	GLYSYN-THR-PWY,PWY-5436	True	1.0	>
|4.1.3.17-RXN|		4-hydroxy-4-methyl-2-oxoglutarate pyruvate-lyase (pyruvate-forming)	EC-4.1.3.17	R00008	PWY-7701	True	3.374115	<
|RXN-12669|			EC-1.3.3.6		PWY-6920	True	-15.109985	>
|RXN-16132|			EC-1.14.19.3		PWY-7606	True	-73.37753	>
|RXN-16625|			EC-2.3.1.179,EC-2.3.1.41		PWY-7664	True	-6.862915	>
|RXN0-1401|			EC-2.7.4.23	R06836	PWY-7807,PWY-7805,PWY0-661	True	-2.0340576	>
|RXN-8694|			EC-2.3.1.93	R04205	PWY-5468	True	-3.6100616	>
|4.1.3.26-RXN|			EC-4.1.3.26	R08090	PWY-6672	True	1.6864319	>
|RXN-12673|			EC-1.1.1.317	R09806		True	-4.296509	<
|RXN-5962|			EC-1.14.99.45		PWY-5947	True	-86.67053	>
|RXN-17614|						False	-9.620003	?
|4.1.3.35-RXN|			EC-4.1.3.35	R02232		False	-1.0400085	?
|RXN-12674|			EC-1.1.3.42	R09807		False	-27.989998	>
|RXN-16133|			EC-1.1.1.35			False	16.034058	?
|2-OXOBUTYRATE-SYNTHASE-RXN|			EC-1.2.7	R01199	2OXOBUTYRATECAT-PWY,PWY-5104	True	-21.067566	=
|4.1.99.4-RXN|			EC-3.5.99.7	R00997		False	-12.547131	>
|RXN-12675|			EC-5.5.1.20	R09918		False	-29.12	?
|THREONINE-RACEMASE-RXN|			EC-5.1.1.6	R01467		False	-1.3399963	?
|4.2.1.100-RXN|			EC-4.2.1.100	R05597	PWY-7401,CENTBENZCOA-PWY	True	-6.2870483	=
|RXN-12676|					PWY-6926	False	-35.13745	>
|RXN-16134|			EC-1.3.3.6		PWY-7606	True	-15.109983	>
|RXN-16693|	equisitin synthetase	equisitin synthetase	EC-6.3.2		PWY-7669	True	229.24109	>
|RXN0-1402|					PWY0-661	False	-25.99237	>
|RXN-8695|			EC-1.14.13		PWY-5469	True	-121.08649	>
|4.2.1.101-RXN|			EC-4.2.1.101	R05772	PWY-6343,PWY-5710	True	2.6570435	>
|RXN-12677|					PWY-6926	False	-108.30251	>
|RXN-6|					PWY-1	False	53.81112	>
|RXN-17615|			EC-3.7.1		PWY-7779	True	-35.65713	>
|4.2.1.103-RXN|			EC-4.2.1.103	R05771		True	-22.487	?
|RXN-12678|					PWY-6926	True	-3.610077	>
|RXN-16135|			EC-4.2.1.17		PWY-7606	True	2.1629753	<
|2.4.1.109-RXN|			EC-2.4.1.109		PWY-7921,PWY-7922	True	-95.1897	>
|4.2.1.107-RXN|			EC-4.2.1.107	R04813	PWY-6061	True	1.6029663	=
|RXN-12679|	chitotriose deacetylase	chitotriose deacetylase	EC-3.5.1			True	-2.607132	?
|THREOSPON-RXN|				R03758	THRDLCTCAT-PWY,RXN-16001,PWY-7378,RXN-14249	False	-3.0899925	>
|4.2.1.111-RXN|			EC-4.2.1.111		PWY-7662,RXN-14306	True	-17.95697	>
|RXN-12681|			EC-1.14.13.134	R09815	PWY-7066,RXN-12680	True	-86.670456	>
|RXN-16136|			EC-1.1.1		PWY-7606	True	-4.508301	>
|RXN0-1441|			EC-3.6.1.53,EC-3.6.1.13	R01054		True	34.963654	>
|RXN-8696|			EC-1.14.13		PWY-5469	True	-121.08646	>
|4.2.1.41-RXN|			EC-4.2.1.41	R02279	PWY-6497,PWY-6499,PWY-6501,PWY-6486	True	-11.008774	>
|RXN-12682|			EC-1.14.13.134	R09816	PWY-7066,RXN-12680	True	-98.50755	>
|RXN-600|			EC-1.1.1.219	R03636	PWY1F-823	True	-10.220703	<
|RXN-17617|			EC-3.3.2.10			False	-5.433001	>
|4.2.1.43-RXN|			EC-4.2.1.43	R02278	PWY-7516,PWY-5517	True	-9.166992	>
|RXN-12683|			EC-1.14.13		PWY-7066	True	-86.67052	>
|RXN-16137|			EC-2.3.1.16		PWY-7606	False	7.0600586	<
|RXN-16758|					LYSINE-AMINOAD-PWY,RXN-16756	False	-106.00659	=
|4.2.1.73-RXN|			EC-4.2.1.73	R03742		False	1.2051086	?
|RXN-12686|			EC-3.1.1.14			True	-2.767212	>
|THRESYN-RXN|			EC-4.2.3.1	R01466	HOMOSER-THRESYN-PWY	True	6.7470093	>
|4.2.1.93-RXN|		(6<em>S</em>)-6&beta;-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase (ATP-hydrolysing; NADH-forming)	EC-4.2.1.93	R00129	PWY-6938	True	-19.47583	>
|RXN-12687|			EC-1.1.1.393			True	-7.2164764	?
|RXN-16138|			EC-3.1.1.4		PWY66-395,PWY66-397	False	299.9665	>
|RXN0-1461|			EC-1.3.3.3	R03220	CHLOROPHYLL-SYN,PWY-7159,PWY0-1415,HEME-BIOSYNTHESIS-II	True	-88.96517	>
|RXN-8697|	cyclohexane hydroxylase	cyclohexane hydroxylase				True	-90.350494	>
|4.2.1.97-RXN|			EC-4.2.1.97	R04728	PWY-7615	True	4.5729904	<
|RXN-12688|			EC-1.1.1.393			True	-7.216522	?
|RXN-6002|			EC-1.2.1.4		PWY-3641	False	-20.567749	>
|RXN-17619|			EC-1.14.19.48			True	-81.817474	?
|4.2.1.98-RXN|			EC-4.2.1.98	R04166		False	-17.957	?
|RXN-12689|			EC-1.1.1.392		PWY-7756	True	-7.2165833	>
|RXN-16139|			EC-3.1.1.4		PWY66-394	False	279.42426	>
|RXN-10661|			EC-1.3.1.9		PWY-6282	True	28.824036	<
|4.2.1.99-RXN|			EC-4.2.1.99	R04425	PWY-5747,PWY0-42	True	0.9129944	=
|RXN-12690|			EC-1.3.99.4			True		>
|THROMBOXANE-A-SYNTHASE-RXN|			EC-5.3.99.5	R02268	PWY66-374	True	41.08	>
|4.2.2.10-RXN|			EC-4.2.2.10			False		?
|RXN-12691|			EC-1.14.13.142	R09860	PWY-6944	True	-96.06877	>
|RXN-16140|			EC-1.14.13		PWY-7607	True	-103.57703	>
|RXN0-747|			EC-1.17.4.1		PWY-7220	True	34.87375	<
|RXN0-1483|			EC-1.16.3.1	R00078		True	-13.166946	>
|RXN-8698|				R03722	PWY-5470	True	-78.809006	>
|4.2.2.11-RXN|			EC-4.2.2.11		PWY-6986	True		>
|RXN-12693|			EC-1.1.1.145		PWY-6946	True	-5.9682465	=
|RXN-602|		Leucoanthocyanidin dioxygenase	EC-1.14.11.19	R05036		True	-139.58595	>
|RXN-17620|			EC-1.14.13.229			False	-82.340515	?
|4.2.2.12-RXN|			EC-4.2.2.12			False	1510.7834	?
|RXN-12694|			EC-5.3.3.1		PWY-6946,PWY-6945,CHOLESTEROL-OXIDASE-RXN	True	-1.5500183	>
|RXN-16141|			EC-1.14.13		PWY-7607	True	-63.387665	>
|RXN-16877|					PWY-7690	True	-29.53003	>
|4.2.2.13-RXN|			EC-4.2.2.13		PWY-7662	True		>
|RXN-12695|			EC-2.3.1		PWY-6930	True	-1.1135254	>
|THTOREDUCT-RXN|						False		>
|4.2.2.14-RXN|			EC-4.2.2.14			True	-168.63733	?
|RXN-12696|			EC-2.4.1.35		PWY-6930	False	6.8976135	>
|RXN-16142|			EC-1.14.13		PWY-7607	True	-71.69464	>
|2.7.7.61-RXN|			EC-2.7.7.61		P2-PWY	True	-528.0613	>
|RXN0-1602|			EC-3.6.1.66	R03531		True	-113.54883	>
|RXN-8699|				R08795	PWY-5470	True	-78.80907	>
|4.2.2.15-RXN|			EC-4.2.2.15			False	129.73795	?
|RXN-12697|			EC-2.3.1		PWY-6930	True	-1.1135254	>
|RXN-6021|	choline dehydrogenase	choline dehydrogenase	EC-1.1.1	R08557	PWY-3722	True	-3.0482025	>
|RXN-17621|			EC-1.14.19.48			False	-81.81741	?
|4.2.2.16-RXN|			EC-4.2.2.16			False	-113.317566	?
|RXN-12698|			EC-2.4.1.35		PWY-6930	False	6.8976135	>
|RXN-16143|			EC-1.14.13		PWY-7607	True	-103.57767	>
|4.2.2.17-RXN|			EC-4.2.2.17			False	-159.11758	?
|RXN-12699|			EC-2.3.1		PWY-6930	True	-1.1135254	>
|THYKI-RXN|			EC-2.7.1.145,EC-2.7.1.21	R01567	PWY-7199	True	-14.815857	>
|4.2.2.18-RXN|			EC-4.2.2.18			False	-137.08981	?
|RXN-12701|			EC-1.14.13.141			True	-290.52744	>
|RXN-16144|			EC-1.14.13		PWY-7607	True	-63.387665	>
|RXN1G-1247|	cis,cis-delta15,33-3-oxo-C52:2-[acyl-carrier protein] reductase	cis,cis-delta15,33-3-oxo-C52:2-[acyl-carrier protein] reductase	EC-1.1.1.M9		PWYG-321	True	14.785706	<
|RXN0-1603|			EC-3.6.1.66	R02720		True	-113.54883	>
|RXN-87|			EC-2.3.1.95	R01614	PWY-84	True	-16.518066	>
|4.2.2.19-RXN|			EC-4.2.2.20,EC-4.2.2.19		PWY-7646	True		>
|RXN-12702|			EC-6.2.1.42		PWY-6946,PWY-6945	True	-12.71167	>
|RXN-6081|					PWY-6389,PWY-5938	False		>
|RXN-17622|			EC-3.3.2.10			False	-5.433001	?
|4.2.2.2-RXN|			EC-4.2.2.2	R02361		True		?
|RXN-12703|	cholest-4-en-3,27-dione-26-CoA dehydrogenase	cholest-4-en-3,27-dione-26-CoA dehydrogenase	EC-1.3.99		PWY-6946,PWY-6945	True		>
|RXN-16145|			EC-2.1.1		PWY-7607	True	-4.3600464	>
|RXN-16920|			EC-2.3.1		PWY-7695	True	-112.11182	>
|4.2.2.21-RXN|			EC-4.2.2.21		PWY-6572	True	-261.79697	>
|RXN-12704|	cholest-4,24-dien-3,27-dione-26-CoA hydratase	cholest-4,24-dien-3,27-dione-26-CoA hydratase	EC-4.2.1		PWY-6946,PWY-6945	True	1.6030273	<
|THYM-PHOSPH-RXN|			EC-2.4.2.2,EC-2.4.2.4	R01570	PWY-7181	True	-7.9499817	=
|4.2.2.22-RXN|			EC-4.2.2.22			True	-413.28503	>
|RXN-12705|			EC-1.1.1.35		PWY-6946,PWY-6945	False	-4.5082397	>
|RXN-16146|			EC-2.1.1		PWY-7608	True	-4.360016	>
|RXN0-1661|	enterobactin hydrolase	enterobactin hydrolase	EC-3.1.1			True	-8.301392	>
|RXN-8700|			EC-2.1.1.291	R08787	PWY-7363	True	-4.360016	>
|4.2.2.3-RXN|			EC-4.2.2.3		PWY-6986	True		>
|RXN-12706|			EC-2.3.1.176		PWY-6946,PWY-6945,PWY-6948	True	5.249939	<
|RXN-6142|		UDP-glucose:4-aminobenzoate acylglucosyltransferase				True	6.551758	>
|RXN-17623|			EC-1.14.13.69			False	-85.60878	?
|4.2.2.5-RXN|			EC-4.2.2.20,EC-4.2.2.5		PWY-6572	True		>
|RXN-12707|			EC-1.3.99		PWY-6946,PWY-6945,PWY-6948	True		>
|RXN-16147|			EC-1.14.13		PWY-7608	True	-79.66763	>
|4.2.2.7-RXN|			EC-4.2.2.7		PWY-7644	True		>
|RXN-12708|			EC-4.2.1		PWY-6946,PWY-6945,PWY-6948	False	2.1629639	<
|THYMIDINE-TRIPHOSPHATASE-RXN|			EC-3.6.1.39	R02095	RXN-14200	False	-102.58893	>
|4.2.2.8-RXN|			EC-4.2.2.8		PWY-7651	True		>
|RXN-12709|			EC-1.1.1		PWY-6946,PWY-6945,PWY-6948	False	-4.5081787	>
|RXN-16148|			EC-1.14.18.4		PWY-6433,PWY-7618	True	-77.09053	>
|RXN1G-182|	cis,cis-delta5,23-3-oxo-C42:2-[acyl-carrier protein] reductase	cis,cis-delta5,23-3-oxo-C42:2-[acyl-carrier protein] reductase	EC-1.1.1.M9		PWYG-321	True	14.785767	<
|RXN0-1842|			EC-2.3.1.251			True	308.1334	>
|RXN-8701|			EC-2.1.1.291	R08788		True	-4.3600464	>
|4.2.2.9-RXN|			EC-4.2.2.9			True	-281.9226	?
|RXN-12710|			EC-2.3.1.16		PWY-6946,PWY-6948,PWY-6945	True	7.0599976	<
|RXN-6161|			EC-4.1.1.1	R00224	PWY-7118,PWY-6873,PWY-6330,PWY3O-440,PWY-5768,PWY-5486	True	-2.6058807	>
|RXN-17624|			EC-1.14.13.69			False	-89.87877	?
|4.2.3.10-RXN|			EC-4.2.3.10	R02004	PWY-6445,PWY-6449,PWY-6437	True	-58.642975	>
|RXN-12713|			EC-1.14.99.12,EC-1.14.13.54			False	-87.73047	>
|RXN-16149|			EC-1.14.19.25		PWY-6433	True	-52.835274	>
|4.2.3.11-RXN|			EC-4.2.3.11	R02006		False	-30.702972	>
|RXN-12714|			EC-1.3.99.4		PWY-6944	True		>
|THYMIDYLATE-5-PHOSPHATASE-RXN|			EC-3.1.3.89,EC-3.1.3.35	R01569		False	7.2170105	>
|4.2.3.12-RXN|			EC-4.2.3.12	R04286	PWY-7442,PWY-6983,PWY-5664,PWY-5663	True	0.47937012	>
|RXN-12715|					PWY-6944	False	2.01	>
|RXN-16150|			EC-2.3.1.23		PWY-6433	True	-306.34357	=
|6.2.1.19-RXN|			EC-6.2.1.19		PWY-7723	True	-2.4406128	>
|RXN0-1861|			EC-1.1.1.305	R07658	PWY0-1338	True	-5.385803	>
|RXN-8702|			EC-1.14.21	R05215	PWY-5472	True	-83.82161	>
|4.2.3.16-RXN|			EC-4.2.3.16	R02013	PWY-6436,PWY-3041,PWY-6445,PWY-3061,PWY-5928,PWY-5423	True	-28.049988	>
|RXN-12717|			EC-1.14.14.12	R09819	PWY-6944	True	-118.989334	>
|RXN-6201|			EC-4.1.1.97	R06604	PWY-5691,PWY-7849,PWY-7394	True	12.074127	>
|RXN-17625|					PWY-5451,RXN-17627	True	-83.594765	>
|4.2.3.17-RXN|			EC-4.2.3.17	R06305	PWY-7392,PWY-5660	True	-95.749985	>
|RXN-12718|			EC-3.7.1.17		PWY-6944	True	-9.517128	>
|RXN-16151|			EC-2.3.1.23		PWY-6433,PWY-7618	True	-326.88593	=
|RXN-11707|			EC-1.2.1.80		PWY-6622	True	-371.8075	<
|4.2.3.18-RXN|			EC-4.2.3.18	R06301	PWY-5411,PWY-5421	True	-31.189983	>
|RXN-12719|			EC-2.1.1.231			False	-24.90226	>
|THYMIDYLATESYN-RXN|			EC-2.1.1.45	R02101	1CMET2-PWY,PWY-3841,PWY-7210,PWY-7199,PWY-7198,PWY-7184,PWY0-166,PWY-7187	True	-1.3077698	>
|4.2.3.19-RXN|			EC-4.2.3.19	R05092	PWY-5032	True	-40.839977	>
|RXN-12720|			EC-2.7.7.4		PWY-6932	True	-65.17432	>
|RXN-16152|			EC-2.3.1.23		PWY-6433	True	-367.97034	>
|RXN1G-2544|	cis-cyclopropane-&Delta;19-37-hydroxy-38-methyl-C57:1-[acp] synthase	cis-cyclopropane-&Delta;19-37-hydroxy-38-methyl-C57:1-[acp] synthase	EC-2.1.1.79		PWYG-321	True	-37.892258	>
|RXN0-1862|			EC-2.1.2.13	R07660	PWY0-1338	True	16.471832	>
|RXN-8703|			EC-1.13.12		PWY-5469	False	-50.319992	>
|4.2.3.20-RXN|			EC-4.2.3.20	R06120	PWY-7443	True	-28.049988	>
|RXN-12721|			EC-1.8.4.9		PWY-6932	False	-28.744263	<
|RXN-621|					RXN-17496,PWY-681	True	-83.90133	>
|RXN-17626|					PWY-5451,RXN-17627	False	-6.706993	>
|4.2.3.25-RXN|			EC-4.2.3.25	R07631	PWY-7141	True	-7.072998	>
|RXN-12722|			EC-4.2.1.131	R09790		True	4.5730133	<
|RXN-16153|			EC-2.3.1.199		PWY-6433	False	5.2807007	>
|RXN-17132|			EC-3.9.1.3			True	-26.474121	>
|4.2.3.26-RXN|			EC-4.2.3.26	R07632	PWY-7709,PWY-7182	True	-7.072998	>
|RXN-12723|			EC-4.2.1.131			True	4.5730133	<
|THYMINE-DIOXYGENASE-RXN|			EC-1.14.11.6	R01412		False	-107.81003	>
|4.2.3.27-RXN|			EC-4.2.3.27	R08199	PWY-7391,PWY-6270	True	-4.299988	>
|RXN-12726|			EC-2.5.1.47		PWY-6936	True	-19.474129	>
|RXN-16154|			EC-1.1.1.330		PWY-6433	False	-5.7564697	<
|RXN0-1863|			EC-2.6.1.92,EC-2.6.1.87	R07659	PWY0-1338	True	-3.2199707	=
|RXN-8704|			EC-1		PWY-5469	False	-152.43195	>
|4.2.99.18-RXN|			EC-4.2.99.18			True	-1.1030273	>
|RXN-12727|			EC-5.4.99.45			False	-13.899963	?
|RXN-622|					RXN-17496,PWY-681	True	-112.30934	>
|4.2.99.19-RXN|			EC-4.4.1.23	R05761	PWY-5534	True	11.11	<
|RXN-12728|			EC-2.5.1		PWY-6936	True	-7.9700317	>
|RXN-16155|			EC-4.2.1.134		PWY-6433	False	2.1629791	>
|RXN1G-295|	trans-methoxy-meroacyl-AMP transferase	trans-methoxy-meroacyl-AMP transferase	EC-2.3.1		PWYG-321	True	-1665.2947	>
|4.3.1.14-RXN|			EC-4.3.1.14	R03030	P163-PWY	True	2.1435242	>
|RXN-12729|			EC-4.4.1.8		PWY-6936	True	6.8528824	>
|THYROID-HORMONE-AMINOTRANSFERASE-RXN|			EC-2.6.1.26	R03952		True	1.3241119	=
|4.3.1.15-RXN|			EC-4.3.1.15	R00195		True	-5.8571243	>
|RXN-12730|			EC-2.1.1.14	R09365	PWY-6936	False	-15.920031	>
|RXN-16156|			EC-1.3.1.93		PWY-6433	False	7.0335083	<
|RXN-17193|			EC-2.3.1		PWY-6322	True	-69.231445	>
|RXN0-1922|			EC-3.2.2.28			True		>
|RXN-8705|			EC-1		PWY-5469	False	-50.319992	>
|4.3.1.16-RXN|			EC-4.3.1.16	R05758		True	-6.0182495	?
|RXN-12731|					PWY-6935	False	-3.714119	>
|RXN-6222|			EC-2.4.1.13	R07256		True	123.56	?
|4.3.1.17-RXN|			EC-4.3.1.17	R00220		True	-10.384121	>
|RXN-12732|					PWY-6935	False	-23.338875	>
|RXN-16157|			EC-2.3.1.23		PWY-6433	True	-347.4281	=
|4.3.1.20-RXN|			EC-4.3.1.20	R00347	PWY-6649	True	-6.0182495	>
|RXN-12733|			EC-1.2		PWY-6935	False		>
|THYROXINE-DEIODINASE-RXN|			EC-1.21.99.4	R03734	PWY-6261,PWY-6260	True		<
|4.3.1.21-RXN|			EC-4.3.1.9	R01544		False	-6.3140945	?
