id	name	altname	hierarchy	taxrange	reaId	reaEc	keyRea	reaName	reaNr	ecNr	superpathway	status	spont
|FORMASS-PWY|	formaldehyde oxidation IV (thiol-independent)	formaldehyde oxidation IV (thiol-independent)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|C1-COMPOUNDS|,|Formaldehyde-Oxidation|	|TAX-1224|	FORMALDEHYDE-DEHYDROGENASE-RXN	1.2.1.46		formaldehyde dehydrogenase	1	1	False	True	
|FUCCAT-PWY|	fucose degradation	fucose degradation,fucose catabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|	|TAX-2|	FUCPALDOL-RXN,FUCULOKIN-RXN,FUCISOM-RXN,RXN0-5298	4.1.2.17,2.7.1.51,5.3.1.25,5.1.3.29	FUCISOM-RXN	L-fuculose-phosphate aldolase;L-fuculokinase;L-fucose isomerase;L-fucose mutarotase	4	4	False	True	
|FUC-RHAMCAT-PWY|	superpathway of fucose and rhamnose degradation	superpathway of fucose and rhamnose degradation,fucose and rhamnose catabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Super-Pathways|	|TAX-2|	FUCPALDOL-RXN,FUCULOKIN-RXN,FUCISOM-RXN,RXN0-5298,RHAMNULPALDOL-RXN,RHAMNULOKIN-RXN,RHAMNISOM-RXN,RXN-15356,RXN0-5306,L-LACTDEHYDROGFMN-RXN,LACTALDDEHYDROG-RXN,LACTALDREDUCT-RXN	4.1.2.17,2.7.1.51,5.3.1.25,5.1.3.29,4.1.2.19,2.7.1.5,5.3.1.14,,5.1.3.32,,1.2.1.22,1.1.1.77	FUCISOM-RXN,RHAMNISOM-RXN	L-fuculose-phosphate aldolase;L-fuculokinase;L-fucose isomerase;L-fucose mutarotase;rhamnulose-1-phosphate aldolase;rhamnulokinase;L-rhamnose isomerase;RXN-15356;L-rhamnose mutarotase;lactate oxidation;lactaldehyde dehydrogenase;L-1,2-propanediol oxidoreductase	12	10	True	True	RXN-15356
|GALACTARDEG-PWY|	D-galactarate degradation I	D-galactarate degradation I,D-galactarate catabolism	|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|SUGAR-ACIDS-DEG|,|D-Galactarate-Degradation|	|TAX-2|	KDGALDOL-RXN,TSA-REDUCT-RXN,GALACTARDEHYDRA-RXN,GKI-RXN	4.1.2.20,1.1.1.60,4.2.1.42,2.7.1.165		alpha-dehydro-beta-deoxy-D-glucarate aldolase;tartronate semialdehyde reductase;galactarate dehydratase;glycerate 2-kinase	4	4	False	True	
|GALACTCAT-PWY|	D-galactonate degradation	D-galactonate degradation,D-galactonate catabolism	|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|SUGAR-ACIDS-DEG|	|TAX-2157|,|TAX-2|	DEHYDDEOXGALACTKIN-RXN,DEHYDDEOXPHOSGALACT-ALDOL-RXN,GALACTONDEHYDRAT-RXN	2.7.1.178/2.7.1.58,4.1.2.55/4.1.2.21,4.2.1.140/4.2.1.6		2-dehydro-3-deoxygalactonokinase;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;D-galactonate dehydratase	3	3	False	True	
|GALACT-GLUCUROCAT-PWY|	superpathway of hexuronide and hexuronate degradation	superpathway of hexuronide and hexuronate degradation,galacturonate and glucuronate catabolism,superpathway of galacturonate and glucuronate degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Super-Pathways|	|TAX-2|	ALTRODEHYDRAT-RXN,DEOXYGLUCONOKIN-RXN,ALTRO-OXIDOREDUCT-RXN,GALACTUROISOM-RXN,KDPGALDOL-RXN,MANNONOXIDOREDUCT-RXN,MANNONDEHYDRAT-RXN,DEOXYGLUCONOKIN-RXN,KDPGALDOL-RXN,GLUCUROISOM-RXN,BETA-GLUCURONID-RXN,RXN-14693,MANNONOXIDOREDUCT-RXN,MANNONDEHYDRAT-RXN,DEOXYGLUCONOKIN-RXN,KDPGALDOL-RXN,GLUCUROISOM-RXN,BETA-GLUCURONID-RXN,RXN-14693	4.2.1.7,2.7.1.178/2.7.1.45,1.1.1.58,5.3.1.12,4.1.2.55/4.1.2.14,1.1.1.57,4.2.1.8,2.7.1.178/2.7.1.45,4.1.2.55/4.1.2.14,5.3.1.12,3.2.1.31,,1.1.1.57,4.2.1.8,2.7.1.178/2.7.1.45,4.1.2.55/4.1.2.14,5.3.1.12,3.2.1.31,		D-altronate dehydratase;2-dehydro-3-deoxygluconokinase;tagaturonate reductase;D-galacturonate isomerase;2-keto-3-deoxygluconate 6-phosphate aldolase;D-mannonate oxidoreductase;D-mannonate dehydratase;2-dehydro-3-deoxygluconokinase;2-keto-3-deoxygluconate 6-phosphate aldolase;D-glucuronate isomerase;beta-D-glucuronidase;RXN-14693;D-mannonate oxidoreductase;D-mannonate dehydratase;2-dehydro-3-deoxygluconokinase;2-keto-3-deoxygluconate 6-phosphate aldolase;D-glucuronate isomerase;beta-D-glucuronidase;RXN-14693	19	17	True	True	RXN-14693,RXN-14693
|GALACTITOLCAT-PWY|	galactitol degradation	galactitol degradation,galactitol catabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|SUGAR-ALCOHOLS-DEG|	|TAX-1224|	TAGAKIN-RXN,TAGAALDOL-RXN,1.1.1.251-RXN,RXN-16992,TRANS-RXN-161	2.7.1.144,4.1.2.40,1.1.1.251,,2.7.1.200	1.1.1.251-RXN	tagatose-6-phosphate kinase;tagatose-1,6-bisphosphate aldolase;galactitol-1-phosphate 5-dehydrogenase;RXN-16992;TRANS-RXN-161	5	4	False	True	RXN-16992
|GALACTUROCAT-PWY|	D-galacturonate degradation I	D-galacturonate degradation I,D-galacturonate catabolism,D-galacturonate degradation	|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|SUGAR-ACIDS-DEG|,|D-Galacturonate-Degradation|	|TAX-2|	ALTRODEHYDRAT-RXN,DEOXYGLUCONOKIN-RXN,ALTRO-OXIDOREDUCT-RXN,GALACTUROISOM-RXN,KDPGALDOL-RXN	4.2.1.7,2.7.1.178/2.7.1.45,1.1.1.58,5.3.1.12,4.1.2.55/4.1.2.14		D-altronate dehydratase;2-dehydro-3-deoxygluconokinase;tagaturonate reductase;D-galacturonate isomerase;2-keto-3-deoxygluconate 6-phosphate aldolase	5	5	False	True	
|GALDEG-PWY|	D-galactose degradation II	D-galactose degradation II,De Ley-Doudoroff pathway	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|,|GALACTOSE-DEGRADATION|	|TAX-1224|	GALACTODEHYDROG-RXN,GALACTONOLACTONASE-RXN	1.1.1.48,3.1.1.25	GALACTODEHYDROG-RXN	D-galactose dehydrogenase;D-galactono-1,4-lactonase	2	2	False	True	
|GALLATE-DEGRADATION-II-PWY|	gallate degradation I	gallate degradation I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|GALLATE-DEG|	|TAX-2|	GALLATE-DIOXYGENASE-RXN,RXN-9983,RXN-2463,RXN-2464	1.13.11.57,5.3.2.8,4.2.1.83,4.1.3.17	GALLATE-DIOXYGENASE-RXN	gallate dioxygenase;4-oxalomesaconate tautomerase;4-carboxy-2-hydroxymuconate hydratase;4-hydroxy-4-methyl-2-oxoglutarate aldolase	4	4	False	True	RXN-9983
|GALLATE-DEGRADATION-I-PWY|	gallate degradation II	gallate degradation II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|GALLATE-DEG|	|TAX-2|	RXN-2462,RXN-2464,RXN-2463,RXN-9983,RXN-11861	3.1.1.57,4.1.3.17,4.2.1.83,5.3.2.8,1.13.11	RXN-11861	2-pyrone-4,6-dicarboxylate hydrolase;4-carboxy-4-hydroxy-2-oxoadipate aldolase;RXN-2463;4-oxalomesaconate tautomerase;gallate 3,4-dioxygenase	5	5	False	True	RXN-9983
|GAMMAHEXCHLORDEG-PWY|	&gamma;-hexachlorocyclohexane degradation	&gamma;-hexachlorocyclohexane degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CHLORINATED-COMPOUNDS-DEG|	|TAX-1224|	LINA1-RXN,LINA2-RXN,LINB1-RXN,LINB2-RXN,LINC-RXN,LIND-RXN,LINE-RXN,MALEYLACETATE-REDUCTASE-RXN,RXN-10077,LINABSPON-RXN,LINBBSPON-RXN	4.5.1,4.5.1,3.8.1.5,3.8.1.5,1.1.1,,,1.3.1.32,,,	LINA2-RXN	gamma-hexachlorocyclohexane dehydrochlorinase;gamma-pentachlorocyclohexene dehydrochlorinase;1,3,4,6-tetrachloro-1,4-cyclohexadiene dehalogenase;2,4,5-trichloro-2,5-cyclohexadiene-1-diol dehalogenase;2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase;2,5-dichlorohydroquinone reductive dechlorinase;chlorohydroquinone 1,2-dioxygenase;maleylacetate reductase;RXN-10077;LINABSPON-RXN;LINBBSPON-RXN	11	6	False	True	RXN-10077,LINABSPON-RXN,LINBBSPON-RXN
|GDPRHAMSYN-PWY|	GDP-D-rhamnose biosynthesis	GDP-D-rhamnose biosynthesis,GDP-&alpha;-D-rhamnose biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|CARBO-BIOSYNTHESIS|,|SUGAR-NUCLEOTIDES|,|GDP-Sugar-Biosynthesis|	|TAX-1239|,|TAX-1224|	GDPMANDEHYDRA-RXN,GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	4.2.1.47,1.1.1.281/1.1.1.187	GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	GDP-D-mannose dehydratase;GDP-4-keto-6-deoxy-D-mannose reductase	2	2	False	True	
|GLCMANNANAUT-PWY|	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation,N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid dissimilation	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AMINE-DEG|	|TAX-2|	GLUCOSAMINE-6-P-DEAMIN-RXN,NAG6PDEACET-RXN,NANE-RXN,ACNEULY-RXN,NANK-RXN	3.5.99.6,3.5.1.25,5.1.3.9,4.1.3.3,2.7.1.60		glucosamine-6-phosphate deaminase;N-acetylglucosamine-6-phosphate deacetylase;N-acetyl-D-mannosamine-6-phosphate epimerase;N-acetylneuraminate lyase;N-acetylmannosamine kinase	5	5	True	True	
|GLNSYN-PWY|	L-glutamine biosynthesis I	L-glutamine biosynthesis I,L-glutamine - L-glutamate pathway	|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|GLUTAMINE-SYN|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Noncarbon-Nutrients|,|NITROGEN-DEG|,|Ammonia-Assimilation|	|TAX-2759|,|TAX-2|,|TAX-2157|	GLUTAMINESYN-RXN	6.3.1.2		glutamine synthetase	1	1	False	True	
|GLUAMCAT-PWY|	N-acetylglucosamine degradation I	<i>N</i>-acetylglucosamine degradation I,glucosamine degradation,N-acetyl-glucosamine degradation	|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AMINE-DEG|,|N-Acetylglucosamine-Degradation|	|TAX-33208|,|TAX-4751|,|TAX-2|	GLUCOSAMINE-6-P-DEAMIN-RXN,NAG6PDEACET-RXN	3.5.99.6,3.5.1.25		glucosamine-6-phosphate deaminase;N-acetylglucosamine-6-phosphate deacetylase	2	2	False	True	
|GLUCARDEG-PWY|	D-glucarate degradation I	<i>D</i>-glucarate degradation I,<i>D</i>-glucarate catabolism	|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|SUGAR-ACIDS-DEG|,|D-Glucarate-Degradation|	|TAX-2|	KDGALDOL-RXN,TSA-REDUCT-RXN,GLUCARDEHYDRA-RXN,GKI-RXN	4.1.2.20,1.1.1.60,4.2.1.40,2.7.1.165		alpha-dehydro-beta-deoxy-D-glucarate aldolase;tartronate semialdehyde reductase;D-glucarate dehydratase;glycerate 2-kinase	4	4	False	True	
|GLUCARGALACTSUPER-PWY|	superpathway of D-glucarate and D-galactarate degradation	superpathway of D-glucarate and D-galactarate degradation,D-glucarate and D-galactarate catabolism super-pathway,aldarate catabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Super-Pathways|	|TAX-2|	KDGALDOL-RXN,TSA-REDUCT-RXN,GLUCARDEHYDRA-RXN,GKI-RXN,KDGALDOL-RXN,TSA-REDUCT-RXN,GALACTARDEHYDRA-RXN,GKI-RXN	4.1.2.20,1.1.1.60,4.2.1.40,2.7.1.165,4.1.2.20,1.1.1.60,4.2.1.42,2.7.1.165		alpha-dehydro-beta-deoxy-D-glucarate aldolase;tartronate semialdehyde reductase;D-glucarate dehydratase;glycerate 2-kinase;alpha-dehydro-beta-deoxy-D-glucarate aldolase;tartronate semialdehyde reductase;galactarate dehydratase;glycerate 2-kinase	8	8	True	True	
|GLUCONEO-PWY|	gluconeogenesis I	gluconeogenesis I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|CARBO-BIOSYNTHESIS|,|Gluconeogenesis|	|TAX-4751|,|TAX-33090|,|TAX-2157|,|TAX-2|	F16BDEPHOS-RXN,F16ALDOLASE-RXN,GAPOXNPHOSPHN-RXN,PHOSGLYPHOS-RXN,3PGAREARR-RXN,2PGADEHYDRAT-RXN,PEPCARBOXYKIN-RXN,PEPSYNTH-RXN,MALIC-NADP-RXN,TRIOSEPISOMERIZATION-RXN,1.1.1.39-RXN,MALATE-DEH-RXN,PGLUCISOM-RXN	3.1.3.11,4.1.2.13,1.2.1.12,2.7.2.3,5.4.2.12,4.2.1.11,4.1.1.49,2.7.9.2,1.1.1.40,5.3.1.1,1.1.1.38,1.1.1.37,5.3.1.9		fructose 1,6-bisphosphatase;fructose-bisphosphate aldolase;glyceraldehyde 3-phosphate dehydrogenase;phosphoglycerate kinase;2,3-bisphosphoglycerate-independent phosphoglycerate mutase;enolase;phosphoenolpyruvate carboxykinase (ATP);phosphoenolpyruvate synthetase;malate dehydrogenase;triose-phosphate isomerase;malate dehydrogenase, NAD-requiring;malate dehydrogenase (NAD);glucose-6-phosphate isomerase	13	13	False	True	
|GLUCONSUPER-PWY|	D-gluconate degradation	D-gluconate degradation,gluconate utilization	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|	|TAX-33154|,|TAX-2|	GLUCONOKIN-RXN	2.7.1.12		D-gluconate kinase	1	1	False	True	
|GLUCOSE1PMETAB-PWY|	glucose and glucose-1-phosphate degradation	glucose and glucose-1-phosphate degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|	|TAX-2157|,|TAX-2759|,|TAX-2|	GLUCOSE-1-PHOSPHAT-RXN,GLUCONOLACT-RXN,PHOSPHOGLUCMUT-RXN,GLUCOKIN-RXN,RXN0-6373	3.1.3.10,3.1.1.17,5.4.2.2,2.7.1.1/2.7.1.2,1.1.5.2		alpha-D-glucose-1-phosphate phosphatase;gluconolactonase;phosphoglucomutase;glucokinase;glucose dehydrogenase	5	5	False	True	GLUCONOLACT-RXN
|GLUCUROCAT-PWY|	superpathway of &beta;-D-glucuronosides degradation	superpathway of &beta;-D-glucuronosides degradation,D-glucuronate catabolism,D-glucuronate degradation,glucuronic acid degradation,glucuronate degradation,&beta;-D-glucuronide degradation	|Super-Pathways|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|SUGAR-ACIDS-DEG|,|D-Glucuronate-Degradation|	|TAX-2|	MANNONOXIDOREDUCT-RXN,MANNONDEHYDRAT-RXN,DEOXYGLUCONOKIN-RXN,KDPGALDOL-RXN,GLUCUROISOM-RXN,BETA-GLUCURONID-RXN,RXN-14693	1.1.1.57,4.2.1.8,2.7.1.178/2.7.1.45,4.1.2.55/4.1.2.14,5.3.1.12,3.2.1.31,		D-mannonate oxidoreductase;D-mannonate dehydratase;2-keto-3-deoxygluconate kinase;2-dehydro-3-deoxy-phosphogluconate aldolase;D-glucuronate isomerase;beta-D-glucuronidase;RXN-14693	7	6	True	True	RXN-14693
|GLUDEG-II-PWY|	L-glutamate degradation VII (to butanoate)	L-glutamate degradation VII (to butanoate),L-glutamate fermentation,mesaconate pathway,L-glutamate degradation VII (to butyrate),L-glutamic acid degradation VII (to butanoic acid),methylaspartate pathway	|Super-Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMATE-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|Fermentation|,|Fermentation-to-Acids|,|Acetyl-CoA-Butyrate|	|TAX-1239|,|TAX-1224|	ACETYL-COA-ACETYLTRANSFER-RXN,PHOSPHATE-BUTYRYLTRANSFERASE-RXN,BUTYRATE-KINASE-RXN,RXN-11662,PYRUFLAVREDUCT-RXN,RXN-11667,RXN-16834,CITRAMALATE-LYASE-RXN,S-2-METHYLMALATE-DEHYDRATASE-RXN,METHYLASPARTATE-AMMONIA-LYASE-RXN,METHYLASPARTATE-MUTASE-RXN,HYDROG-RXN,PYRUFLAVREDUCT-RXN,RXN-16834	2.3.1.16/2.3.1.9,2.3.1.19,2.7.2.14/2.7.2.7,1.1.1.35,1.2.7.1,4.2.1.150,1.3.1.109,4.1.3.22,4.2.1.34,4.3.1.2,5.4.99.1,1.12.7.2,1.2.7.1,1.3.1.109		acetyl-CoA acetyltransferase;phosphotransbutyrylase;butyrate kinase;hydroxybutyryl-coA dehydrogenase;pyruvate synthase;(S)-3-hydroxybutanoyl-CoA dehydrogenase;butanoyl-CoA dehydrogenase (NAD+, ferredoxin);citramalate lyase;citramalate hydrolyase;3-methylaspartase;glutamate mutase;HYDROG-RXN;pyruvate synthase;butanoyl-CoA dehydrogenase (NAD+, ferredoxin)	14	14	True	True	
|GLUDEG-I-PWY|	GABA shunt	GABA shunt	|Super-Pathways|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMATE-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AMINE-DEG|,|4-Aminobutyraye-Degradation|	|TAX-33208|	GABATRANSAM-RXN,GLUTDECARBOX-RXN,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,GABATRANSAM-RXN,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,GLUTAMATE-DEHYDROGENASE-NADP+-RXN	2.6.1.19,4.1.1.15,1.2.1.24,2.6.1.19,1.2.1.24,1.4.1.3		4-aminobutyrate aminotransferase;glutamate decarboxylase;succinate semialdehyde dehydrogenase;4-aminobutyrate aminotransferase;succinate semialdehyde dehydrogenase;glutamate dehydrogenase	6	6	True	True	
|GLUGLNSYN-PWY|	L-glutamate biosynthesis IV	L-glutamate biosynthesis IV,L-glutamate biosynthesis from L-glutamine	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|GLUTAMATE-SYN|	|TAX-33090|,|TAX-4751|	GLUTAMATE-SYNTHASE-NADH-RXN	1.4.1.14		glutamate synthase (NADH-dependent)	1	1	False	True	
|GLUTAMATE-DEG1-PWY|	L-glutamate degradation I	L-glutamate degradation I,GDH shunt	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMATE-DEG|	|TAX-2759|,|TAX-2157|,|TAX-2|	GLUTAMATE-DEHYDROGENASE-RXN	1.4.1.2		NAD-dependent glutamate dehydrogenase	1	1	False	True	
|GLUTAMATE-SYN2-PWY|	L-glutamate biosynthesis II	L-glutamate biosynthesis II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|GLUTAMATE-SYN|	|TAX-33154|,|TAX-2|,|TAX-2157|	GLUTAMATE-DEHYDROGENASE-NADP+-RXN	1.4.1.3		glutamate dehydrogenase	1	1	False	True	
|GLUTAMINDEG-PWY|	L-glutamine degradation I	L-glutamine degradation I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMINE-DEG|	|TAX-2759|,|TAX-2|	GLUTAMIN-RXN	3.5.1.38/3.5.1.2		glutaminase	1	1	False	True	
|GLUTAMINEFUM-PWY|	L-glutamine degradation II	L-glutamine degradation II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMINE-DEG|	|TAX-2157|,|TAX-2|	GLUTAMATESYN-RXN	1.4.1.13		glutamate synthase	1	1	False	True	
|GLUTATHIONESYN-PWY|	glutathione biosynthesis	glutathione biosynthesis	|Carriers-Biosynthesis|,|Electron-Carrier-Biosynthesis|,|Reductants|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|	|TAX-2|,|TAX-2759|	GLUTCYSLIG-RXN,GLUTATHIONE-SYN-RXN	6.3.2.2,6.3.2.3		glutamate-cysteine ligase;glutathione synthetase	2	2	False	True	
|GLUTDEG-PWY|	L-glutamate degradation II	L-glutamate degradation II,L-glutamate - L-aspartate pathway,L-aspartate degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMATE-DEG|	|TAX-2|	ASPAMINOTRANS-RXN,ASPARTASE-RXN	2.6.1.1,4.3.1.1		aspartate transaminase;aspartate ammonia-lyase	2	2	False	True	
|GLUTORN-PWY|	L-ornithine biosynthesis I	L-ornithine biosynthesis I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|Other-Amino-Acid-Biosynthesis|,|L-Ornithine-Biosynthesis|	|TAX-2157|,|TAX-2|	N-ACETYLTRANSFER-RXN,ACETYLGLUTKIN-RXN,N-ACETYLGLUTPREDUCT-RXN,ACETYLORNTRANSAM-RXN,ACETYLORNDEACET-RXN	2.3.1.1,2.7.2.8,1.2.1.38,2.6.1.11,3.5.1.16		N-acetylglutamate synthase;acetylglutamate kinase;N-acetylglutamylphosphate reductase;N-acetylornithine aminotransferase;acetylornithine deacetylase	5	5	False	True	
|GLUT-REDOX-PWY|	glutathione-glutaredoxin redox reactions	glutathione-glutaredoxin redox reactions	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Carriers-Biosynthesis|,|Electron-Carrier-Biosynthesis|,|Reductants|	|TAX-2759|,|TAX-2|	PRODISULFREDUCT-A-RXN,RXN0-7271	,1.8.4.2		PRODISULFREDUCT-A-RXN;glutaredoxin:protein disulfide reductase	2	1	False	True	PRODISULFREDUCT-A-RXN
|GLUTSYNIII-PWY|	L-glutamate biosynthesis III	L-glutamate biosynthesis III	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|GLUTAMATE-SYN|	|TAX-33154|,|TAX-2|,|TAX-2157|	GLUTDEHYD-RXN	1.4.1.4		glutamate dehydrogenase 2 (NADP-dependent)	1	1	False	True	
|GLUTSYN-PWY|	L-glutamate biosynthesis I	L-glutamate biosynthesis I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|GLUTAMATE-SYN|	|TAX-33090|,|TAX-4751|,|TAX-2|,|TAX-2157|	GLUTAMIN-RXN,GLUTDEHYD-RXN	3.5.1.38/3.5.1.2,1.4.1.4		GLUTAMIN-RXN;L-glutamate:NADP+ oxidoreductase (deaminating)	2	2	False	True	
|GLYCEROLMETAB-PWY|	glycerol degradation V	glycerol degradation V	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Alcohol-Degradation|,|GLYCEROL-DEG|	|TAX-2759|,|TAX-2|	GLYCDEH-RXN,2.7.1.121-RXN	1.1.1.6,2.7.1.121		glycerol dehydrogenase;dihydroxyacetone kinase	2	2	False	True	
|GLYCGREAT-PWY|	creatine biosynthesis	creatine biosynthesis,glycine degradation II,glycine degradation	|Biosynthesis|,|Polyamine-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLYCINE-DEG|	|TAX-7742|	GLYCINE-AMIDINOTRANSFERASE-RXN,GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN	2.1.4.1,2.1.1.2	GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN,GLYCINE-AMIDINOTRANSFERASE-RXN	L-arginine:glycine amidinotransferase;guanidinoacetate methyltransferase	2	2	False	True	
|GLYCINE-SYN2-PWY|	glycine biosynthesis II	glycine biosynthesis II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|GLYCINE-SYN|	|TAX-33154|	GCVP-RXN,GCVT-RXN,RXN-8629	1.4.4.2,2.1.2.10,1.8.1.4		glycine decarboxylase;aminomethyltransferase;lipoamide dehydrogenase	3	3	False	True	
|GLYCLEAV-PWY|	glycine cleavage	glycine cleavage,glycine cleavage system,glycine decarboxylase complex,gcv system,glycine cleavage complex	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLYCINE-DEG|	|TAX-2157|,|TAX-2759|,|TAX-2|	GCVP-RXN,GCVT-RXN,RXN-8629	1.4.4.2,2.1.2.10,1.8.1.4	GCVP-RXN	glycine dehydrogenase;aminomethyltransferase;lipoamide dehydrogenase	3	3	False	True	
