tr	exid	exmet	name	rea	mets	transporter	type	tc
rxn11182	EX_cpd00067_e0	cpd00067[e0]	rxn11182	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd16207_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd16207_c0	6			
rxn11182	EX_cpd16207_e0	cpd16207[e0]	rxn11182	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd16207_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd16207_c0	6			
rxn11188	EX_cpd00523_e0	cpd00523[e0]	rxn11188	(1) cpd00794_e0 + (1) cpd16161_c0 <=> (1) cpd00523_c0 + (1) cpd16160_c0	4			
rxn11188	EX_cpd00794_e0	cpd00794[e0]	rxn11188	(1) cpd00794_e0 + (1) cpd16161_c0 <=> (1) cpd00523_c0 + (1) cpd16160_c0	4			
rxn11188	EX_cpd16160_e0	cpd16160[e0]	rxn11188	(1) cpd00794_e0 + (1) cpd16161_c0 <=> (1) cpd00523_c0 + (1) cpd16160_c0	4			
rxn11188	EX_cpd16161_e0	cpd16161[e0]	rxn11188	(1) cpd00794_e0 + (1) cpd16161_c0 <=> (1) cpd00523_c0 + (1) cpd16160_c0	4			
rxn11190	EX_cpd00067_e0	cpd00067[e0]	branched chain amino acid permease	(1) cpd00067_e0 + (1) cpd15141_e0 <=> (1) cpd00067_c0 + (1) cpd00156_c0	3	permease	2.Electrochemical potential-driven transporters	
rxn11190	EX_cpd00156_e0	cpd00156[e0]	branched chain amino acid permease	(1) cpd00067_e0 + (1) cpd15141_e0 <=> (1) cpd00067_c0 + (1) cpd00156_c0	3	permease	2.Electrochemical potential-driven transporters	
rxn11190	EX_cpd15141_e0	cpd15141[e0]	branched chain amino acid permease	(1) cpd00067_e0 + (1) cpd15141_e0 <=> (1) cpd00067_c0 + (1) cpd00156_c0	3	permease	2.Electrochemical potential-driven transporters	
rxn11221	EX_cpd00002_e0	cpd00002[e0]	choline ABC transporter permease and substrate binding protein	(1) cpd00002_c0 + (1) cpd00216_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00098_c0	5	permease	2.Electrochemical potential-driven transporters	
rxn11221	EX_cpd00008_e0	cpd00008[e0]	choline ABC transporter permease and substrate binding protein	(1) cpd00002_c0 + (1) cpd00216_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00098_c0	5	permease	2.Electrochemical potential-driven transporters	
rxn11221	EX_cpd00009_e0	cpd00009[e0]	choline ABC transporter permease and substrate binding protein	(1) cpd00002_c0 + (1) cpd00216_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00098_c0	5	permease	2.Electrochemical potential-driven transporters	
rxn11221	EX_cpd00098_e0	cpd00098[e0]	choline ABC transporter permease and substrate binding protein	(1) cpd00002_c0 + (1) cpd00216_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00098_c0	5	permease	2.Electrochemical potential-driven transporters	
rxn11221	EX_cpd00216_e0	cpd00216[e0]	choline ABC transporter permease and substrate binding protein	(1) cpd00002_c0 + (1) cpd00216_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00098_c0	5	permease	2.Electrochemical potential-driven transporters	
rxn11227	EX_cpd00001_e0	cpd00001[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11618_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11618_c0	6			
rxn11227	EX_cpd00002_e0	cpd00002[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11618_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11618_c0	6			
rxn11227	EX_cpd00008_e0	cpd00008[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11618_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11618_c0	6			
rxn11227	EX_cpd00009_e0	cpd00009[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11618_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11618_c0	6			
rxn11227	EX_cpd00067_e0	cpd00067[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11618_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11618_c0	6			
rxn11227	EX_cpd11618_e0	cpd11618[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11618_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11618_c0	6			
rxn11228	EX_cpd00001_e0	cpd00001[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11646_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11646_c0	6			
rxn11228	EX_cpd00002_e0	cpd00002[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11646_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11646_c0	6			
rxn11228	EX_cpd00008_e0	cpd00008[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11646_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11646_c0	6			
rxn11228	EX_cpd00009_e0	cpd00009[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11646_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11646_c0	6			
rxn11228	EX_cpd00067_e0	cpd00067[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11646_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11646_c0	6			
rxn11228	EX_cpd11646_e0	cpd11646[e0]	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd11646_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd11646_c0	6			
rxn11229	EX_cpd00067_e0	cpd00067[e0]	Peptide transporter PTR2	(1) cpd00067_e0 + (1) cpd11618_e0 <=> (1) cpd00067_c0 + (1) cpd11618_c0	2			
rxn11229	EX_cpd11618_e0	cpd11618[e0]	Peptide transporter PTR2	(1) cpd00067_e0 + (1) cpd11618_e0 <=> (1) cpd00067_c0 + (1) cpd11618_c0	2			
rxn11230	EX_cpd00067_e0	cpd00067[e0]	di-/tripeptide transporter (hydrophilic and charged peptides)	(1) cpd00067_e0 + (1) cpd11646_e0 <=> (1) cpd00067_c0 + (1) cpd11646_c0	2			
rxn11230	EX_cpd11646_e0	cpd11646[e0]	di-/tripeptide transporter (hydrophilic and charged peptides)	(1) cpd00067_e0 + (1) cpd11646_e0 <=> (1) cpd00067_c0 + (1) cpd11646_c0	2			
rxn11233	EX_cpd00001_e0	cpd00001[e0]	glutamine ABC transporter permease and substrate binding protein PROTEIN	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00253_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00053_c0 + (1) cpd00067_c0	7	permease	2.Electrochemical potential-driven transporters	
rxn11233	EX_cpd00002_e0	cpd00002[e0]	glutamine ABC transporter permease and substrate binding protein PROTEIN	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00253_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00053_c0 + (1) cpd00067_c0	7	permease	2.Electrochemical potential-driven transporters	
rxn11233	EX_cpd00008_e0	cpd00008[e0]	glutamine ABC transporter permease and substrate binding protein PROTEIN	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00253_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00053_c0 + (1) cpd00067_c0	7	permease	2.Electrochemical potential-driven transporters	
rxn11233	EX_cpd00009_e0	cpd00009[e0]	glutamine ABC transporter permease and substrate binding protein PROTEIN	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00253_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00053_c0 + (1) cpd00067_c0	7	permease	2.Electrochemical potential-driven transporters	
rxn11233	EX_cpd00053_e0	cpd00053[e0]	glutamine ABC transporter permease and substrate binding protein PROTEIN	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00253_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00053_c0 + (1) cpd00067_c0	7	permease	2.Electrochemical potential-driven transporters	
rxn11233	EX_cpd00067_e0	cpd00067[e0]	glutamine ABC transporter permease and substrate binding protein PROTEIN	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00253_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00053_c0 + (1) cpd00067_c0	7	permease	2.Electrochemical potential-driven transporters	
rxn11233	EX_cpd00253_e0	cpd00253[e0]	glutamine ABC transporter permease and substrate binding protein PROTEIN	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00253_e0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00053_c0 + (1) cpd00067_c0	7	permease	2.Electrochemical potential-driven transporters	
rxn11268	EX_cpd00012_e0	cpd00012[e0]	phosphate ABC transporter permease protein	(1) cpd00012_e0 + (1) cpd00067_e0 <=> (1) cpd00012_c0 + (1) cpd00067_c0	2	permease	2.Electrochemical potential-driven transporters	
rxn11268	EX_cpd00067_e0	cpd00067[e0]	phosphate ABC transporter permease protein	(1) cpd00012_e0 + (1) cpd00067_e0 <=> (1) cpd00012_c0 + (1) cpd00067_c0	2	permease	2.Electrochemical potential-driven transporters	
rxn11269	EX_cpd00020_e0	cpd00020[e0]	beta-glucoside-specific PTS system IIABC component	(1) cpd00061_c0 + (1) cpd00599_e0 <=> (1) cpd00020_c0 + (1) cpd03698_c0	4	abc	3.Primary active transporters	
rxn11269	EX_cpd00061_e0	cpd00061[e0]	beta-glucoside-specific PTS system IIABC component	(1) cpd00061_c0 + (1) cpd00599_e0 <=> (1) cpd00020_c0 + (1) cpd03698_c0	4	abc	3.Primary active transporters	
rxn11269	EX_cpd00599_e0	cpd00599[e0]	beta-glucoside-specific PTS system IIABC component	(1) cpd00061_c0 + (1) cpd00599_e0 <=> (1) cpd00020_c0 + (1) cpd03698_c0	4	abc	3.Primary active transporters	
rxn11269	EX_cpd03698_e0	cpd03698[e0]	beta-glucoside-specific PTS system IIABC component	(1) cpd00061_c0 + (1) cpd00599_e0 <=> (1) cpd00020_c0 + (1) cpd03698_c0	4	abc	3.Primary active transporters	
rxn11277	EX_cpd00067_e0	cpd00067[e0]	ribose ABC transporter permease protein	(1) cpd00067_e0 + (1) cpd05267_e0 <=> (1) cpd00067_c0 + (1) cpd00105_c0	3	permease	2.Electrochemical potential-driven transporters	
rxn11277	EX_cpd00105_e0	cpd00105[e0]	ribose ABC transporter permease protein	(1) cpd00067_e0 + (1) cpd05267_e0 <=> (1) cpd00067_c0 + (1) cpd00105_c0	3	permease	2.Electrochemical potential-driven transporters	
rxn11277	EX_cpd05267_e0	cpd05267[e0]	ribose ABC transporter permease protein	(1) cpd00067_e0 + (1) cpd05267_e0 <=> (1) cpd00067_c0 + (1) cpd00105_c0	3	permease	2.Electrochemical potential-driven transporters	
rxn11286	EX_cpd00067_e0	cpd00067[e0]	Na-galactoside symporter	(1) cpd00067_e0 + (1) cpd16224_e0 <=> (1) cpd00067_c0 + (1) cpd16224_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11286	EX_cpd16224_e0	cpd16224[e0]	Na-galactoside symporter	(1) cpd00067_e0 + (1) cpd16224_e0 <=> (1) cpd00067_c0 + (1) cpd16224_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11318	EX_cpd00200_e0	cpd00200[e0]	rxn11318	(1) cpd00200_c0 <=> (1) cpd00200_e0	1			
rxn11319	EX_cpd00361_e0	cpd00361[e0]	rxn11319	(1) cpd00361_c0 <=> (1) cpd00361_e0	1			
rxn11320	EX_cpd00668_e0	cpd00668[e0]	rxn11320	(1) cpd00668_c0 <=> (1) cpd00668_e0	1			
rxn11321	EX_cpd00067_e0	cpd00067[e0]	rxn11321	(1) cpd00067_e0 + (1) cpd15142_e0 <=> (1) cpd00067_c0 + (1) cpd00132_c0	3			
rxn11321	EX_cpd00132_e0	cpd00132[e0]	rxn11321	(1) cpd00067_e0 + (1) cpd15142_e0 <=> (1) cpd00067_c0 + (1) cpd00132_c0	3			
rxn11321	EX_cpd15142_e0	cpd15142[e0]	rxn11321	(1) cpd00067_e0 + (1) cpd15142_e0 <=> (1) cpd00067_c0 + (1) cpd00132_c0	3			
rxn11322	EX_cpd01947_e0	cpd01947[e0]	(R,R)-butanediol transport	(1) cpd01947_c0 <=> (1) cpd01947_e0	1			
rxn11323	EX_cpd03847_e0	cpd03847[e0]	rxn11323	(1) cpd03847_c0 <=> (1) cpd16233_e0	2			
rxn11323	EX_cpd16233_e0	cpd16233[e0]	rxn11323	(1) cpd03847_c0 <=> (1) cpd16233_e0	2			
rxn11324	EX_cpd00067_e0	cpd00067[e0]	rxn11324	(1) cpd00067_e0 + (1) cpd00547_e0 <=> (1) cpd00067_c0 + (1) cpd00084_c0	3			
rxn11324	EX_cpd00084_e0	cpd00084[e0]	rxn11324	(1) cpd00067_e0 + (1) cpd00547_e0 <=> (1) cpd00067_c0 + (1) cpd00084_c0	3			
rxn11324	EX_cpd00547_e0	cpd00547[e0]	rxn11324	(1) cpd00067_e0 + (1) cpd00547_e0 <=> (1) cpd00067_c0 + (1) cpd00084_c0	3			
rxn11325	EX_cpd00551_e0	cpd00551[e0]	rxn11325	(1) cpd00551_c0 <=> (1) cpd00551_e0	1			
rxn11327	EX_cpd00067_e0	cpd00067[e0]	rxn11327	(1) cpd00067_e0 + (1) cpd00572_e0 <=> (1) cpd00067_c0 + (1) cpd00119_c0	3			
rxn11327	EX_cpd00119_e0	cpd00119[e0]	rxn11327	(1) cpd00067_e0 + (1) cpd00572_e0 <=> (1) cpd00067_c0 + (1) cpd00119_c0	3			
rxn11327	EX_cpd00572_e0	cpd00572[e0]	rxn11327	(1) cpd00067_e0 + (1) cpd00572_e0 <=> (1) cpd00067_c0 + (1) cpd00119_c0	3			
rxn11328	EX_cpd00489_e0	cpd00489[e0]	rxn11328	(1) cpd00489_c0 <=> (1) cpd15608_e0	2			
rxn11328	EX_cpd15608_e0	cpd15608[e0]	rxn11328	(1) cpd00489_c0 <=> (1) cpd15608_e0	2			
rxn11329	EX_cpd02305_e0	cpd02305[e0]	rxn11329	(1) cpd02305_c0 <=> (1) cpd02305_e0	1			
rxn11330	EX_cpd16241_e0	cpd16241[e0]	rxn11330	(1) cpd16241_c0 <=> (1) cpd16241_e0	1			
rxn11331	EX_cpd16242_e0	cpd16242[e0]	rxn11331	(1) cpd16242_c0 <=> (1) cpd16242_e0	1			
rxn11332	EX_cpd16243_e0	cpd16243[e0]	rxn11332	(1) cpd16243_c0 <=> (1) cpd16243_e0	1			
rxn11333	EX_cpd16244_e0	cpd16244[e0]	rxn11333	(1) cpd16244_c0 <=> (1) cpd16244_e0	1			
rxn11334	EX_cpd00067_e0	cpd00067[e0]	rxn11334	(1) cpd00067_e0 + (1) cpd00133_e0 <=> (1) cpd00067_c0 + (1) cpd00133_c0	2			
rxn11334	EX_cpd00133_e0	cpd00133[e0]	rxn11334	(1) cpd00067_e0 + (1) cpd00133_e0 <=> (1) cpd00067_c0 + (1) cpd00133_c0	2			
rxn11336	EX_cpd00430_e0	cpd00430[e0]	rxn11336	(1) cpd00430_c0 <=> (1) cpd00430_e0	1			
rxn11337	EX_cpd00066_e0	cpd00066[e0]	rxn11337	(1) cpd00067_e0 + (1) cpd01400_e0 <=> (1) cpd00066_c0 + (1) cpd00067_c0	3			
rxn11337	EX_cpd00067_e0	cpd00067[e0]	rxn11337	(1) cpd00067_e0 + (1) cpd01400_e0 <=> (1) cpd00066_c0 + (1) cpd00067_c0	3			
rxn11337	EX_cpd01400_e0	cpd01400[e0]	rxn11337	(1) cpd00067_e0 + (1) cpd01400_e0 <=> (1) cpd00066_c0 + (1) cpd00067_c0	3			
rxn11338	EX_cpd03331_e0	cpd03331[e0]	rxn11338	(1) cpd03331_c0 <=> (1) cpd03331_e0	1			
rxn11339	EX_cpd00067_e0	cpd00067[e0]	rxn11339	(1) cpd00129_c0 <=> (1) cpd00067_c0 + (1) cpd15140_e0	3			
rxn11339	EX_cpd00129_e0	cpd00129[e0]	rxn11339	(1) cpd00129_c0 <=> (1) cpd00067_c0 + (1) cpd15140_e0	3			
rxn11339	EX_cpd15140_e0	cpd15140[e0]	rxn11339	(1) cpd00129_c0 <=> (1) cpd00067_c0 + (1) cpd15140_e0	3			
rxn11340	EX_cpd00067_e0	cpd00067[e0]	rxn11340	(1) cpd00067_e0 + (1) cpd16245_e0 <=> (1) cpd00067_c0 + (1) cpd16245_c0	2			
rxn11340	EX_cpd16245_e0	cpd16245[e0]	rxn11340	(1) cpd00067_e0 + (1) cpd16245_e0 <=> (1) cpd00067_c0 + (1) cpd16245_c0	2			
rxn11342	EX_cpd00020_e0	cpd00020[e0]	rxn11342	(1) cpd00061_c0 + (1) cpd00108_e0 <=> (1) cpd00020_c0 + (1) cpd00818_c0	4			
rxn11342	EX_cpd00061_e0	cpd00061[e0]	rxn11342	(1) cpd00061_c0 + (1) cpd00108_e0 <=> (1) cpd00020_c0 + (1) cpd00818_c0	4			
rxn11342	EX_cpd00108_e0	cpd00108[e0]	rxn11342	(1) cpd00061_c0 + (1) cpd00108_e0 <=> (1) cpd00020_c0 + (1) cpd00818_c0	4			
rxn11342	EX_cpd00818_e0	cpd00818[e0]	rxn11342	(1) cpd00061_c0 + (1) cpd00108_e0 <=> (1) cpd00020_c0 + (1) cpd00818_c0	4			
rxn11395	EX_cpd00012_e0	cpd00012[e0]	Pyrophosphate transport in via proton symport	(1) cpd00012_e0 + (2) cpd00067_e0 <=> (1) cpd00012_c0 + (2) cpd00067_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11395	EX_cpd00067_e0	cpd00067[e0]	Pyrophosphate transport in via proton symport	(1) cpd00012_e0 + (2) cpd00067_e0 <=> (1) cpd00012_c0 + (2) cpd00067_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11396	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3604_CPD-3604	(1) cpd00067_e0 + (1) cpd00832_e0 <=> (1) cpd00067_c0 + (1) cpd00832_c0	2			
rxn11396	EX_cpd00832_e0	cpd00832[e0]	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3604_CPD-3604	(1) cpd00067_e0 + (1) cpd00832_e0 <=> (1) cpd00067_c0 + (1) cpd00832_c0	2			
rxn11397	EX_cpd00067_e0	cpd00067[e0]	N-Acetyl-D-Galactosamine transport in via proton symport	(1) cpd00067_e0 + (1) cpd15585_e0 <=> (1) cpd00067_c0 + (1) cpd15585_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11397	EX_cpd15585_e0	cpd15585[e0]	N-Acetyl-D-Galactosamine transport in via proton symport	(1) cpd00067_e0 + (1) cpd15585_e0 <=> (1) cpd00067_c0 + (1) cpd15585_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11398	EX_cpd00067_e0	cpd00067[e0]	meso-Tartrate transport in via proton symport	(2) cpd00067_e0 + (1) cpd00432_e0 <=> (2) cpd00067_c0 + (1) cpd00432_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11398	EX_cpd00432_e0	cpd00432[e0]	meso-Tartrate transport in via proton symport	(2) cpd00067_e0 + (1) cpd00432_e0 <=> (2) cpd00067_c0 + (1) cpd00432_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11399	EX_cpd00067_e0	cpd00067[e0]	L-Gulonolactone transport in via proton symport	(1) cpd00067_e0 + (1) cpd00765_e0 <=> (1) cpd00067_c0 + (1) cpd00765_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11399	EX_cpd00765_e0	cpd00765[e0]	L-Gulonolactone transport in via proton symport	(1) cpd00067_e0 + (1) cpd00765_e0 <=> (1) cpd00067_c0 + (1) cpd00765_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11400	EX_cpd00067_e0	cpd00067[e0]	2',3'-Cyclic AMP transport in via proton symport	(1) cpd00067_e0 + (1) cpd01570_e0 <=> (1) cpd00067_c0 + (1) cpd01570_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11400	EX_cpd01570_e0	cpd01570[e0]	2',3'-Cyclic AMP transport in via proton symport	(1) cpd00067_e0 + (1) cpd01570_e0 <=> (1) cpd00067_c0 + (1) cpd01570_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11401	EX_cpd00067_e0	cpd00067[e0]	2',3'-Cyclic CMP transport in via proton symport	(1) cpd00067_e0 + (1) cpd01571_e0 <=> (1) cpd00067_c0 + (1) cpd01571_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11401	EX_cpd01571_e0	cpd01571[e0]	2',3'-Cyclic CMP transport in via proton symport	(1) cpd00067_e0 + (1) cpd01571_e0 <=> (1) cpd00067_c0 + (1) cpd01571_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11402	EX_cpd00067_e0	cpd00067[e0]	2',3'-Cyclic UMP transport in via proton symport	(1) cpd00067_e0 + (1) cpd01572_e0 <=> (1) cpd00067_c0 + (1) cpd01572_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11402	EX_cpd01572_e0	cpd01572[e0]	2',3'-Cyclic UMP transport in via proton symport	(1) cpd00067_e0 + (1) cpd01572_e0 <=> (1) cpd00067_c0 + (1) cpd01572_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11403	EX_cpd00067_e0	cpd00067[e0]	Uridine 2'-phosphate transport in via proton symport	(1) cpd00067_e0 + (1) cpd01939_e0 <=> (1) cpd00067_c0 + (1) cpd01939_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11403	EX_cpd01939_e0	cpd01939[e0]	Uridine 2'-phosphate transport in via proton symport	(1) cpd00067_e0 + (1) cpd01939_e0 <=> (1) cpd00067_c0 + (1) cpd01939_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11404	EX_cpd00067_e0	cpd00067[e0]	Methyl beta-D-galactoside transport in via proton symport	(1) cpd00067_e0 + (1) cpd02274_e0 <=> (1) cpd00067_c0 + (1) cpd02274_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11404	EX_cpd02274_e0	cpd02274[e0]	Methyl beta-D-galactoside transport in via proton symport	(1) cpd00067_e0 + (1) cpd02274_e0 <=> (1) cpd00067_c0 + (1) cpd02274_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11406	EX_cpd00067_e0	cpd00067[e0]	N-Carbamyl-L-glutamate transport in via proton symport	(2) cpd00067_e0 + (1) cpd03460_e0 <=> (2) cpd00067_c0 + (1) cpd03460_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11406	EX_cpd03460_e0	cpd03460[e0]	N-Carbamyl-L-glutamate transport in via proton symport	(2) cpd00067_e0 + (1) cpd03460_e0 <=> (2) cpd00067_c0 + (1) cpd03460_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11407	EX_cpd00067_e0	cpd00067[e0]	L-Threonine phosphate transport in via proton symport	(1) cpd00067_e0 + (1) cpd08928_e0 <=> (1) cpd00067_c0 + (1) cpd08928_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn11407	EX_cpd08928_e0	cpd08928[e0]	L-Threonine phosphate transport in via proton symport	(1) cpd00067_e0 + (1) cpd08928_e0 <=> (1) cpd00067_c0 + (1) cpd08928_c0	2	symport	2.Electrochemical potential-driven transporters	
rxn12197	EX_cpd00001_e0	cpd00001[e0]	gluconolactonase	(1) cpd00001_c0 + (1) cpd00170_c0 <=> (1) cpd00067_e0 + (1) cpd00222_c0	4			
rxn12197	EX_cpd00067_e0	cpd00067[e0]	gluconolactonase	(1) cpd00001_c0 + (1) cpd00170_c0 <=> (1) cpd00067_e0 + (1) cpd00222_c0	4			
rxn12197	EX_cpd00170_e0	cpd00170[e0]	gluconolactonase	(1) cpd00001_c0 + (1) cpd00170_c0 <=> (1) cpd00067_e0 + (1) cpd00222_c0	4			
rxn12197	EX_cpd00222_e0	cpd00222[e0]	gluconolactonase	(1) cpd00001_c0 + (1) cpd00170_c0 <=> (1) cpd00067_e0 + (1) cpd00222_c0	4			
rxn12211	EX_cpd00001_e0	cpd00001[e0]	cytochrome oxidase bd	(1) cpd00007_c0 + (4) cpd00067_c0 + (2) cpd11665_c0 <=> (2) cpd00001_c0 + (4) cpd00067_e0 + (2) cpd11669_c0	5			
rxn12211	EX_cpd00007_e0	cpd00007[e0]	cytochrome oxidase bd	(1) cpd00007_c0 + (4) cpd00067_c0 + (2) cpd11665_c0 <=> (2) cpd00001_c0 + (4) cpd00067_e0 + (2) cpd11669_c0	5			
rxn12211	EX_cpd00067_e0	cpd00067[e0]	cytochrome oxidase bd	(1) cpd00007_c0 + (4) cpd00067_c0 + (2) cpd11665_c0 <=> (2) cpd00001_c0 + (4) cpd00067_e0 + (2) cpd11669_c0	5			
rxn12211	EX_cpd11665_e0	cpd11665[e0]	cytochrome oxidase bd	(1) cpd00007_c0 + (4) cpd00067_c0 + (2) cpd11665_c0 <=> (2) cpd00001_c0 + (4) cpd00067_e0 + (2) cpd11669_c0	5			
rxn12211	EX_cpd11669_e0	cpd11669[e0]	cytochrome oxidase bd	(1) cpd00007_c0 + (4) cpd00067_c0 + (2) cpd11665_c0 <=> (2) cpd00001_c0 + (4) cpd00067_e0 + (2) cpd11669_c0	5			
rxn12213	EX_cpd00003_e0	cpd00003[e0]	nadh dehydrogenase (ubiquinone)	(1) cpd00004_c0 + (5) cpd00067_c0 + (1) cpd11669_c0 <=> (1) cpd00003_c0 + (4) cpd00067_e0 + (1) cpd11665_c0	5			
rxn12213	EX_cpd00004_e0	cpd00004[e0]	nadh dehydrogenase (ubiquinone)	(1) cpd00004_c0 + (5) cpd00067_c0 + (1) cpd11669_c0 <=> (1) cpd00003_c0 + (4) cpd00067_e0 + (1) cpd11665_c0	5			
rxn12213	EX_cpd00067_e0	cpd00067[e0]	nadh dehydrogenase (ubiquinone)	(1) cpd00004_c0 + (5) cpd00067_c0 + (1) cpd11669_c0 <=> (1) cpd00003_c0 + (4) cpd00067_e0 + (1) cpd11665_c0	5			
rxn12213	EX_cpd11665_e0	cpd11665[e0]	nadh dehydrogenase (ubiquinone)	(1) cpd00004_c0 + (5) cpd00067_c0 + (1) cpd11669_c0 <=> (1) cpd00003_c0 + (4) cpd00067_e0 + (1) cpd11665_c0	5			
