id	name	type	exmet	exmetnames
rxn09822	CDP nuclear transport	Diffusion	cpd00096[e0]	CDP
rxn09823	carbamoyl phosphate nuclear transport via diffusion	Diffusion	cpd00146[e0]	Carbamoylphosphate
rxn09824	N-carbomoyl-L-aspartate transport, diffusion	Diffusion	cpd00343[e0]	N-Carbamoyl-L-aspartate
rxn09830	2-Octaprenyl-6-hydroxyphenol nuclear transport	Diffusion	cpd15198[e0]	2-Octaprenyl-6-hydroxyphenol (5 repeating units)
rxn09837	Homocysteine peroxisomal transport via proton symport	2.Electrochemical potential-driven transporters	cpd00135[e0]	Homocysteine
rxn09839	glyoxylate transport, peroxisomal	Diffusion	cpd00040[e0]	Glyoxalate
rxn09841	fatty acid peroxisomal transport	Diffusion	cpd15240[e0]	hexacosanoate
rxn09842	fatty acid peroxisomal transport	Diffusion	cpd05235[e0]	tetracosanoate
rxn09843	fatty acyl-CoA peroxisomal transport via ABC system	3.Primary active transporters	cpd15272[e0]	Octadecynoyl-CoA
rxn09844	fatty acyl-CoA peroxisomal transport via ABC system	3.Primary active transporters	cpd15274[e0]	Octadecenoyl-CoA
rxn09845	fatty acyl-CoA transport via ABC system	3.Primary active transporters	cpd00327[e0]	strcoa
rxn09847	fatty acyl-CoA peroxisomal transport via ABC system	3.Primary active transporters	cpd15238[e0]	Hexadecenoyl-CoA
rxn09849	fatty acyl-CoA peroxisomal transport via ABC system	3.Primary active transporters	cpd00134[e0]	Palmitoyl-CoA
rxn09851	fatty acid peroxisomal transport via ABC system	3.Primary active transporters	cpd15295[e0]	Tetradecenoyl-CoA
rxn09853	fatty acid peroxisomal transport via ABC system	3.Primary active transporters	cpd01695[e0]	Myristoyl-CoA
rxn09864	AMP/ATP transporter, peroxisomal	3.Primary active transporters	cpd00018[e0]	AMP
rxn10043	cytochrome-c oxidase (H+/e- = 2)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10044	cytochrome-c reductase (menaquinol 7: 3 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10045	menaquinol oxidase (7:1 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10046	menauinol oxidase (7:2 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10073	proline betaine transport in via ABC system	3.Primary active transporters	cpd07061[e0]	Stachydrine
rxn10113	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10114	formate dehydrogenase (quinone-8: 2 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10115	Formate Dehydrogenase (menaquinone-8: 2 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10122	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10123	NADH dehydrogenase (menaquinone-8 & 2 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10124	NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10138	Succinate transport via ABC system	3.Primary active transporters	cpd00036[e0]	Succinate
rxn10155	L-asparate transport via proton symport (3 H)	2.Electrochemical potential-driven transporters	cpd00041[e0]	L-Aspartate
rxn10157	Succintate transport via proton symport (3 H)	2.Electrochemical potential-driven transporters	cpd00036[e0]	Succinate
rxn10161	Octadecanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01080[e0]	ocdca
rxn10162	Hexadecanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00214[e0]	Palmitate
rxn10163	Tetradecanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd03847[e0]	Myristic acid
rxn10188	Fucose 1-phosphate transport via phosphate antiport	2.Electrochemical potential-driven transporters	cpd00009[e0];cpd01912[e0]	Phosphate;L-Fucose 1-phosphate
rxn10344	Lead (Pb+2) ABC transporter	3.Primary active transporters	cpd04097[e0]	Pb
rxn10398	cystathione peroxisomal transport	Diffusion	cpd00424[e0]	Cystathionine
rxn10415	L-cystine transport via ABC system	3.Primary active transporters	cpd00381[e0]	L-Cystine
rxn10421	4-Aminobenzoate mitochondrial transport via symport	2.Electrochemical potential-driven transporters	cpd00443[e0]	ABEE
rxn10426	(R)-acetoin transport via proton symport	2.Electrochemical potential-driven transporters	cpd00361[e0]	ACTN
rxn10438	acetolactate reversible transport via proton symport	2.Electrochemical potential-driven transporters	cpd00668[e0]	ALCTT
rxn10443	H+-exporting ATPase	3.Primary active transporters	cpd00067[e0]	H+
rxn10447	calcium transport via ABC system	3.Primary active transporters	cpd00063[e0]	Ca2+
rxn10450	Cob(1)alamin-HBI transport via ABC system	3.Primary active transporters	cpd15837[e0]	Cob(I)alamin-HBI
rxn10453	cadmium transport in via ABC system	3.Primary active transporters	cpd01012[e0]	Cd2+
rxn10470	Methanethiol Transport	Diffusion	cpd00324[e0]	MTTL
rxn10471	Methane Transport	Diffusion	cpd01024[e0]	Methane
rxn10480	CO transporter via diffusion	Diffusion	cpd00204[e0]	CO
rxn10481	Copper transport via ABC system	3.Primary active transporters	cpd00058[e0]	Cu2+
rxn10497	Dimethylamine symport	2.Electrochemical potential-driven transporters	cpd00425[e0]	(CH3)2NH
rxn10507	Ech Hydrogenase	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10513	F420 Deydrogenase	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10517	F420-noneducing Hydrogenase	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10557	Heterodisulphide reductase	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10558	H+/K+ gastric/non-gastric P-ATPase and ABC ATPase	3.Primary active transporters	cpd00205[e0]	K+
rxn10559	ydroxyphenylacetate transport in via proton symporter	2.Electrochemical potential-driven transporters	cpd00489[e0]	4-Hydroxyphenylacetate
rxn10560	TRANS-RXNBWI-115459.ce	2.Electrochemical potential-driven transporters	cpd00703[e0]	Indoleacetate
rxn10570	Methanol diffusion	Diffusion	cpd00116[e0]	Methanol
rxn10573	Monomethylamine symport	2.Electrochemical potential-driven transporters	cpd15895[e0]	monomethylamine
rxn10576	Methyl-H4SPT: coenzyme M methyltransferase	2.Electrochemical potential-driven transporters	cpd00971[e0]	Na+
rxn10577	Nitrogen exchange, diffusion	Diffusion	cpd00528[e0]	N2
rxn10578	Na+/K+-exchanging ATPase	3.Primary active transporters	cpd00205[e0]	K+
rxn10587	phenylacetate transport in via proton symporter	2.Electrochemical potential-driven transporters	cpd00430[e0]	PACT
rxn10604	sulfate transport exchange via proton symport	2.Electrochemical potential-driven transporters	cpd00081[e0]	Sulfite
rxn10605	sulfur diffusion	Diffusion	cpd00074[e0]	S
rxn10614	Trimethylamine symport	2.Electrochemical potential-driven transporters	cpd00441[e0]	(CH3)3N
rxn10616	unknown cobalamin degradation product diffusion	Diffusion	cpd15910[e0]	unknown degradation product of cbl1 for adocbl-HBI synthesis
rxn10617	unknown riboflavin degradation product diffusion	Diffusion	cpd15911[e0]	unknown riboflavin degradation product
rxn10818	L-lactate transport out via proton antiport	2.Electrochemical potential-driven transporters	cpd00159[e0]	L-Lactate
rxn10819	phenol palmitic acid via diffusion (extracellular)	Diffusion	cpd16013[e0]	phenol palmitic acid
rxn10820	TRANS-RXN-188.ce	2.Electrochemical potential-driven transporters	cpd00205[e0]	K+
rxn10822	L-arabinose transport via ABC system	3.Primary active transporters	cpd00185[e0]	D-Arabinose
rxn10825	ppdima translocase	Diffusion	cpd16022[e0]	phenol phthiocerol dimycocerosate (Mtb)
rxn10826	TRANS-RXNBWI-115401.ce.maizeexp.HCO3_HCO3	Diffusion	cpd00242[e0]	H2CO3
rxn10830	bimane transport (diffusion)	Diffusion	cpd15933[e0]	bimane
rxn10832	CoA transporter	Diffusion	cpd00010[e0]	CoA
rxn10833	ATP phosphohydrolase (disaccharide-importing)	3.Primary active transporters	cpd15494[e0]	Maltoheptaose
rxn10835	acysbmn transport (mtb)	Diffusion	cpd15926[e0]	acetyl-cystine-bimane
rxn10837	pdima translocase	Diffusion	cpd16007[e0]	phthiocerol dimycocerosate A (Mtb)
rxn10839	ATP phosphohydrolase (disaccharide-importing)	3.Primary active transporters	cpd00794[e0]	TRHL
rxn10842	citrate transport via ABC system	3.Primary active transporters	cpd00137[e0]	Citrate
rxn10855	citrate-Mg transport in via proton symport	2.Electrochemical potential-driven transporters	cpd16062[e0]	Citrate-Mg
rxn10857	cytidine transport in via sodium symport	2.Electrochemical potential-driven transporters	cpd00367[e0]	Cytidine
rxn10860	formate transport out via proton antiport	2.Electrochemical potential-driven transporters	cpd00047[e0]	Formate
rxn10862	ATP phosphohydrolase (polar-amino-acid-importing)	3.Primary active transporters	cpd00033[e0]	Glycine
rxn10865	Lactose transport via PEP:Pyr PTS	4.Group translocators	cpd00208[e0]	LACT
rxn10867	Nicotinamide transport	Diffusion	cpd00133[e0]	Nicotinamide
rxn10868	ammonium transport out via K+ antiport	2.Electrochemical potential-driven transporters	cpd00013[e0];cpd00205[e0]	NH3;K+
rxn10883	ATP phosphohydrolase (polar-amino-acid-importing)	3.Primary active transporters	cpd00054[e0]	L-Serine
rxn10892	thymidine transport in via sodium symport	2.Electrochemical potential-driven transporters	cpd00184[e0]	Thymidine
rxn10895	uridine transport in via sodium symport	2.Electrochemical potential-driven transporters	cpd00249[e0]	Uridine
rxn10901	FUMt3	2.Electrochemical potential-driven transporters	cpd00106[e0]	Fumarate
rxn10910	NDH_1	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10936	acetamide transport, extracellular	Diffusion	cpd03734[e0]	Acetamide
rxn10941	EX_C01659_e	Diffusion	cpd01150[e0]	Acrylamide
rxn10968	HYDA1	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10977	NO3t3	2.Electrochemical potential-driven transporters	cpd00209[e0]	Nitrate
rxn10978	OROATP	3.Primary active transporters	cpd00247[e0]	Orotate
rxn10979	Transport of pimelic acid, extracellular	Diffusion	cpd01727[e0]	Pimelate
rxn10990	BC10_new	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11099	rxn11099	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11100	rxn11100	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11102	rxn11102	2.Electrochemical potential-driven transporters	cpd00023[e0];cpd16174[e0]	L-Glutamate;Na(2+)
rxn11110	branched chain amino acid permease	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11116	Carboxylic acid transporter protein homolog	2.Electrochemical potential-driven transporters	cpd01022[e0]	Lactate
rxn11119	branched chain amino acid permease	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11137	rxn11137	2.Electrochemical potential-driven transporters	cpd00130[e0];cpd01022[e0]	L-Malate;Lactate
rxn11140	rxn11140	3.Primary active transporters	cpd11976[e0]	Maltodextrin
rxn11158	rxn11158	2.Electrochemical potential-driven transporters	cpd00013[e0]	NH3
rxn11182	rxn11182	3.Primary active transporters	cpd16207[e0]	sulfonate
rxn11190	branched chain amino acid permease	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11227	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	3.Primary active transporters	cpd11618[e0]	DPEP
rxn11228	di-/tripeptide transporter (hydrophobic (branched-chain amino acid) residues)	3.Primary active transporters	cpd11646[e0]	TPEP
rxn11229	Peptide transporter PTR2	2.Electrochemical potential-driven transporters	cpd11618[e0]	DPEP
rxn11230	di-/tripeptide transporter (hydrophilic and charged peptides)	2.Electrochemical potential-driven transporters	cpd11646[e0]	TPEP
rxn11268	phosphate ABC transporter permease protein	3.Primary active transporters	cpd00012[e0]	PPi
rxn11277	ribose ABC transporter permease protein	3.Primary active transporters	cpd00067[e0]	H+
rxn11286	Na-galactoside symporter	2.Electrochemical potential-driven transporters	cpd16224[e0]	GLNT
rxn11318	rxn11318	Diffusion	cpd00200[e0]	4MOP
rxn11319	rxn11319	Diffusion	cpd00361[e0]	ACTN
rxn11320	rxn11320	Diffusion	cpd00668[e0]	ALCTT
rxn11321	rxn11321	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11322	(R,R)-butanediol transport	Diffusion	cpd01947[e0]	BDOH
rxn11324	rxn11324	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11325	rxn11325	Diffusion	cpd00551[e0]	DTYL
rxn11327	rxn11327	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11329	rxn11329	Diffusion	cpd02305[e0]	HPL
rxn11330	rxn11330	Diffusion	cpd16241[e0]	I3A
rxn11331	rxn11331	Diffusion	cpd16242[e0]	I3CA
rxn11332	rxn11332	Diffusion	cpd16243[e0]	I3L
rxn11333	rxn11333	Diffusion	cpd16244[e0]	MTAL
rxn11334	rxn11334	2.Electrochemical potential-driven transporters	cpd00133[e0]	Nicotinamide
rxn11336	rxn11336	Diffusion	cpd00430[e0]	PACT
rxn11337	rxn11337	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn11338	rxn11338	Diffusion	cpd03331[e0]	PLCT
rxn11340	rxn11340	2.Electrochemical potential-driven transporters	cpd16245[e0]	PYRO
rxn11342	rxn11342	4.Group translocators	cpd00108[e0]	Galactose
rxn11395	Pyrophosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00012[e0]	PPi
rxn11396	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3604_CPD-3604	2.Electrochemical potential-driven transporters	cpd00832[e0]	N-Acetyl-D-chondrosamine
rxn11397	N-Acetyl-D-Galactosamine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd15585[e0]	beta-Methylglucoside
rxn11398	meso-Tartrate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00432[e0]	meso-Tartrate
rxn11399	L-Gulonolactone transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00765[e0]	L-Gulonolactone
rxn11400	2',3'-Cyclic AMP transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01570[e0]	2',3'-Cyclic AMP
rxn11401	2',3'-Cyclic CMP transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01571[e0]	2',3'-Cyclic CMP
rxn11402	2',3'-Cyclic UMP transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01572[e0]	2',3'-Cyclic UMP
rxn11403	Uridine 2'-phosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01939[e0]	Uridine 2'-phosphate
rxn11404	Methyl beta-D-galactoside transport in via proton symport	2.Electrochemical potential-driven transporters	cpd02274[e0]	Methyl beta-D-galactoside
rxn11406	N-Carbamyl-L-glutamate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd03460[e0]	N-Carbamyl-L-glutamate
rxn11407	L-Threonine phosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd08928[e0]	L-Threonine phosphate
rxn12211	cytochrome oxidase bd	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn12213	nadh dehydrogenase (ubiquinone)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn12246	3,4-dihydroxybenzoate periplasm-cytoplasm transport	Diffusion	cpd00197[e0]	Protocatechuate
rxn12364	transport of l-carnitine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00266[e0]	Carnitine
rxn12365	transport of lactate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00159[e0]	L-Lactate
rxn12366	transport of d-lactate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00221[e0]	D-Lactate
rxn12367	transport of glycolate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00139[e0]	Glycolate
rxn12368	transport of uracil [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00092[e0]	Uracil
rxn12369	transport of so42- [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00048[e0]	Sulfate
rxn12370	transport of l-glutamate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00023[e0]	L-Glutamate
rxn12371	transport of citrate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00137[e0]	Citrate
rxn12372	transport of homoserine [cytosol-extraorganism](secondary antiport)	2.Electrochemical potential-driven transporters	cpd00227[e0]	L-Homoserine
rxn12373	transport of homoserine lactone [cytosol-extraorganism](secondary antiport)	2.Electrochemical potential-driven transporters	cpd16660[e0]	homoserine lactone
rxn12374	transport of 3-dehydro-shikimate [periplasm-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01716[e0]	3-Dehydroshikimate
rxn12375	transport of betaine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00540[e0]	BET
rxn12376	transport of 4-hydroxybenzyl alcohol [extraorganism-cytosol](passive)	Diffusion	cpd15378[e0]	4-Hydroxy-benzylalcohol
rxn12377	transport of 4-aminobutyrate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00281[e0]	GABA
rxn12378	transport of l-lysine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00039[e0]	L-Lysine
rxn12379	transport of glycine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00033[e0]	Glycine
rxn12380	transport of choline [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00098[e0]	Choline
rxn12381	transport of adenosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00182[e0]	Adenosine
rxn12382	transport of adipate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd03642[e0]	Adipate
rxn12383	transport of 2-aminobenzoate [extraorganism-cytosol](passive)	Diffusion	cpd00093[e0]	Anthranilate
rxn12384	transport of benzyl alcohol [extraorganism-cytosol](passive)	Diffusion	cpd00435[e0]	Phenylcarbinol
rxn12385	transport of decanoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01107[e0]	Decanoate
rxn12386	transport of dodecanoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01741[e0]	ddca
rxn12387	transport of tetradecanoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd03847[e0]	Myristic acid
rxn12388	transport of hexadecanoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00214[e0]	Palmitate
rxn12389	transport of cis-hexadec-7-enoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd16618[e0]	cis-hexadec-7-enoate
rxn12390	transport of octadenoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01080[e0]	ocdca
rxn12391	transport of cis-octadec-9-enoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00536[e0]	Oleate
rxn12392	transport of pentanoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00597[e0]	Valerate
rxn12393	transport of hexanoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01113[e0]	Hexanoate
rxn12394	transport of sorbate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd16648[e0]	sorbate
rxn12395	transport of octanoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd03846[e0]	octanoate
rxn12396	transport of caffeate [extraorganism-periplasm](passive)	Diffusion	cpd00881[e0]	Caffeate
rxn12397	transport of caffeate [periplasm-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00881[e0]	Caffeate
rxn12398	transport of chlorogenate [extraorganism-periplasm](passive)	Diffusion	cpd00634[e0]	Chlorogenate
rxn12399	transport of coniferyl aldehyde [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01733[e0]	Ferulaldehyde
rxn12400	transport of 4-coumarate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00604[e0]	4-Coumarate
rxn12401	transport of salicylate [extraorganism-cytosol](passive)	Diffusion	cpd00599[e0]	SALC
rxn12402	transport of octane [extraorganism-cytosol](passive)	Diffusion	cpd00998[e0]	Octane
rxn12403	transport of pimelate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01727[e0]	Pimelate
rxn12404	D-Aspartic Acid transport reatcion	Diffusion	cpd00320[e0]	D-Aspartate
rxn12405	transport of (r)-3-hydroxybutanoate [extraorganism-cytosol](passive)	Diffusion	cpd00797[e0]	(R)-3-Hydroxybutanoate
rxn12406	transport of sebacate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd05192[e0]	sebacate
rxn12407	transport of 4-guanidinobutanoate [extraorganism-cytosol](passive)	Diffusion	cpd00762[e0]	4-Guanidinobutanoate
rxn12408	transport of benzylacetate [extraorganism-cytosol](passive)	Diffusion	cpd11193[e0]	benzylacetate
rxn12409	transport of ethylsalicylate [extraorganism-cytosol](passive)	Diffusion	cpd16657[e0]	ethylsalicylate
rxn12410	transport of salicylacetate [extraorganism-cytosol](passive)	Diffusion	cpd01006[e0]	Aspirin
rxn12411	transport of 4-hydroxybenzylacetate [extraorganism-cytosol](passive)	Diffusion	cpd16658[e0]	4-hydroxybenzylacetate
rxn12412	transport of 3,4-dihydroxyphenylpropionate [extraorganism-cytosol](passive)	Diffusion	cpd07333[e0]	Dihydrocaffeic acid
rxn12413	transport of cytidine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00367[e0]	Cytidine
rxn12414	transport of deoxyadenosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00438[e0]	Deoxyadenosine
rxn12415	transport of deoxycytidine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00654[e0]	Deoxycytidine
rxn12416	transport of deoxyguanosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00277[e0]	Deoxyguanosine
rxn12417	transport of deoxyinosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd03279[e0]	Deoxyinosine
rxn12418	transport of deoxyuridine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00412[e0]	Deoxyuridine
rxn12419	transport of ethanol-amine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00162[e0]	Aminoethanol
rxn12420	transport of fe+2 [extraorganism-cytosol](passive)	Diffusion	cpd00021[e0]	Fe2+
rxn12421	transport of fe+2 [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00021[e0]	Fe2+
rxn12422	transport of formate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00047[e0]	Formate
rxn12423	transport of fumarate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00106[e0]	Fumarate
rxn12425	transport of glutarate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00379[e0]	Glutarate
rxn12427	transport of guanosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00311[e0]	Guanosine
rxn12428	transport of cytosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00307[e0]	Cytosine
rxn12429	transport of purine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00360[e0]	Purine
rxn12431	transport of no3- [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00209[e0]	Nitrate
rxn12432	transport of malonate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00308[e0]	Malonate
rxn12433	transport of p-hydroxybenzoate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00136[e0]	4-Hydroxybenzoate
rxn12434	transport of cis,cis-muconate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd01630[e0]	cis,cis-Muconate
rxn12435	transport of benzoate [periplasm-cytosol](secondary symport) irreversible	2.Electrochemical potential-driven transporters	cpd00153[e0]	Benzoate
rxn12436	transport of benzoate [extraorganism-periplasm](passive)	Diffusion	cpd00153[e0]	Benzoate
rxn12437	transport of l-arginine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00051[e0]	L-Arginine
rxn12438	transport of vanillate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd04073[e0]	Vanillate
rxn12439	transport of l-aspartate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00041[e0]	L-Aspartate
rxn12440	transport of xanthine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00309[e0]	XAN
rxn12443	transport of toluene [extraorganism-cytosol](primary active atp)	3.Primary active transporters	cpd01034[e0]	Toluol
rxn12444	transport of tricarballylate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd16654[e0]	tricarballylate
rxn12445	transport of inosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00246[e0]	Inosine
rxn12446	transport of malate [extraorganism-cytosol](secondary symport) TDT family	2.Electrochemical potential-driven transporters	cpd00130[e0]	L-Malate
rxn12447	transport of malonate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00308[e0]	Malonate
rxn12449	transport of l-phenylalanine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00066[e0]	L-Phenylalanine
rxn12450	transport of phosphate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00009[e0]	Phosphate
rxn12451	transport of l-proline [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00129[e0]	L-Proline
rxn12452	transport of quinate [extraorganism-periplasm](passive)	Diffusion	cpd00248[e0]	Quinate
rxn12454	transport of suberate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd05193[e0]	suberate
rxn12455	transport of succinate [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00036[e0]	Succinate
rxn12456	transport of l-threonine [cytosol-extraorganism](secondary antiport)	2.Electrochemical potential-driven transporters	cpd00161[e0]	L-Threonine
rxn12457	transport of thymidine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00184[e0]	Thymidine
rxn12458	transport of l-tryptophan [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00065[e0]	L-Tryptophan
rxn12459	transport of l-tyrosine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00069[e0]	L-Tyrosine
rxn12460	transport of uridine [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd00249[e0]	Uridine
rxn12494	ubiquinol oxidase	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn12504	transport of fe+2 [extraorganism-cytosol](secondary symport)	2.Electrochemical potential-driven transporters	cpd10515[e0]	Fe2+
rxn12519	Carbamoyl phosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00146[e0]	Carbamoylphosphate
rxn12520	TRANS-RXNAVI-26524.ce.brachyexp.ALLOSE_ALLOSE	2.Electrochemical potential-driven transporters	cpd01055[e0]	D-Allose
rxn12521	D-Threonine transport via proton symport	2.Electrochemical potential-driven transporters	cpd00611[e0]	D-Threonine
rxn12522	2-Oxobutanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00094[e0]	2-Oxobutyrate
rxn12523	ala-L-glu-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11586[e0]	ala-L-glu-L
