id	name	altname	hierarchy	taxrange	reaId	reaEc	keyRea	reaName	reaNr	ecNr	superpathway	status
seed.pwy97	Fermentations: Lactate		Carbohydrates;Fermentation		rxn01893,rxn00540,rxn00171,rxn00225,rxn00543,rxn09944,rxn00146,rxn00548,rxn00604,rxn00145,rxn00173,rxn01187	4.2.1.-,4.1.3.-,1.2.1.10,2.7.2.1,1.1.1.1,,1.1.1.28,4.1.2.22,1.1.1.49,1.1.1.27,2.3.1.8,4.1.2.9		2-keto-4-pentenoate hydratase;4-hydroxy-2-oxovalerate aldolase;Acetaldehyde dehydrogenase;Acetate kinase;Alcohol dehydrogenase;CoA-acylating propionaldehyde dehydrogenase;D-lactate dehydrogenase;Fructose-6-phosphate phosphoketolase;Glucose-6-phosphate 1-dehydrogenase;L-lactate dehydrogenase;Phosphate acetyltransferase;Xylulose-5-phosphate phosphoketolase	12	11	False	True
seed.pwy98	Fermentations: Mixed acid		Carbohydrates;Fermentation		rxn00171,rxn00225,rxn00543,rxn09944,rxn00146,rxn05559,rxn00145,rxn00173,rxn00251,rxn00251,rxn00157,rxn00157,rxn00148	1.2.1.10,2.7.2.1,1.1.1.1,,1.1.1.28,,1.1.1.27,2.3.1.8,4.1.1.31,4.1.1.31,2.3.1.54,1.97.1.4,2.7.1.40		Acetaldehyde dehydrogenase;Acetate kinase;Alcohol dehydrogenase;CoA-acylating propionaldehyde dehydrogenase;D-lactate dehydrogenase;Formate efflux transporter (TC 2.A.44 family);L-lactate dehydrogenase;Phosphate acetyltransferase;Phosphoenolpyruvate carboxylase;Phosphoenolpyruvate carboxylase, archaeal;Pyruvate formate-lyase;Pyruvate formate-lyase activating enzyme;Pyruvate kinase	13	11	False	True
seed.pwy99	CBSS-83333.1.peg.4037		Carbohydrates;Fumarate utilization		rxn10155,rxn00799	,4.2.1.2		C4-dicarboxylate transporter DcuB;Fumarate hydratase class I, anaerobic	2	1	False	True
seed.pwy100	D-Galacturonate Utilization		Carbohydrates;Monosaccharides		rxn01123,rxn00328,rxn05681,rxn01122,rxn01857,rxn01775,rxn05574,rxn03885,rxn01080	2.7.1.45,4.1.2.14,,4.2.1.7,1.1.1.58,1.1.1.57,,4.2.1.8,5.3.1.12		2-dehydro-3-deoxygluconate kinase;2-dehydro-3-deoxyphosphogluconate aldolase;2-keto-3-deoxygluconate permease (KDG permease);Altronate hydrolase;Altronate oxidoreductase;D-mannonate oxidoreductase;Hexuronate transporter;Mannonate dehydratase;Uronate isomerase	9	7	False	True
seed.pwy101	D-Sorbitol(D-Glucitol) and L-Sorbose Utilization		Carbohydrates;Monosaccharides		rxn05648,rxn02313,rxn10184,rxn10184,rxn10184,rxn00634,rxn03886	,1.1.1.-,2.7.1.69,2.7.1.69,2.7.1.69,1.1.1.14,1.1.1.140		Glucitol/sorbitol-specific transport protein gutA;L-sorbose 1-phosphate reductase;PTS system, glucitol/sorbitol-specific IIA component;PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components;PTS system, glucitol/sorbitol-specific IIC component;Sorbitol dehydrogenase;Sorbitol-6-phosphate 2-dehydrogenase	7	6	False	True
seed.pwy102	D-Tagatose and Galactitol Utilization		Carbohydrates;Monosaccharides		rxn00545,rxn03856,rxn05567,rxn05567,rxn05567,rxn01492	2.7.1.11,1.1.1.251,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.144		6-phosphofructokinase;Galactitol-1-phosphate 5-dehydrogenase;PTS system, galactitol-specific IIA component;PTS system, galactitol-specific IIB component;PTS system, galactitol-specific IIC component;Tagatose-6-phosphate kinase	6	6	False	True
seed.pwy103	D-galactarate, D-glucarate and D-glycerate catabolism		Carbohydrates;Monosaccharides		rxn01990,rxn01280,rxn01634,rxn03887,rxn05565,rxn05565,rxn01102,rxn01989,rxn01102	4.1.2.20,1.1.1.60,4.2.1.41,4.2.1.42,,,2.7.1.-,4.2.1.40,2.7.1.31		2-dehydro-3-deoxyglucarate aldolase;2-hydroxy-3-oxopropionate reductase;5-dehydro-4-deoxyglucarate dehydratase;D-galactarate dehydratase;D-galactarate permease;D-glucarate permease;D-glycerate 2-kinase;Glucarate dehydratase;Glycerate kinase	9	7	False	True
seed.pwy104	D-galactonate catabolism		Carbohydrates;Monosaccharides		rxn02429,rxn00783,rxn10160,rxn02173	2.7.1.58,4.1.2.21,,4.2.1.6		2-dehydro-3-deoxygalactonokinase;2-dehydro-3-deoxyphosphogalactonate aldolase;D-galactonate transporter;Galactonate dehydratase	4	3	False	True
seed.pwy105	D-gluconate and ketogluconates metabolism		Carbohydrates;Monosaccharides		rxn00328,rxn01278,rxn01115,rxn01279,rxn01279,rxn01279,rxn01121,rxn05571,rxn01275,rxn01108,rxn10116,rxn05571,rxn03953,rxn05571,rxn01477,rxn01291	4.1.2.14,1.1.1.69,1.1.1.44,1.1.99.3,1.1.99.3,1.1.99.3,4.2.1.39,,2.7.1.12,1.1.1.47,1.1.5.2,,1.1.1.264,,4.2.1.12,		2-dehydro-3-deoxyphosphogluconate aldolase;5-keto-D-gluconate 5-reductase;6-phosphogluconate dehydrogenase, decarboxylating;Gluconate 2-dehydrogenase, membrane-bound, cytochrome c;Gluconate 2-dehydrogenase, membrane-bound, flavoprotein;Gluconate 2-dehydrogenase, membrane-bound, gamma subunit;Gluconate dehydratase;Gluconate permease, Bsu4004 homolog;Gluconokinase;Glucose 1-dehydrogenase;Glucose dehydrogenase, PQQ-dependent;High-affinity gluconate transporter GntT;L-idonate 5-dehydrogenase;L-idonate, D-gluconate, 5-keto-D-gluconate transporter;Phosphogluconate dehydratase;oxidoreductase of aldo/keto reductase family, subgroup 1	16	12	False	True
seed.pwy106	D-ribose utilization		Carbohydrates;Monosaccharides		rxn05160,rxn00772,rxn00777,rxn00777,rxn05160,rxn05160,rxn05160,rxn05160	,2.7.1.15,5.3.1.6,5.3.1.6,,,,		Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5);Ribokinase;Ribose 5-phosphate isomerase A;Ribose 5-phosphate isomerase B;Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1);Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1);Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1);Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)	8	3	False	True
seed.pwy107	Deoxyribose and Deoxynucleoside Catabolism		Carbohydrates;Monosaccharides		rxn00784,rxn05198,rxn00778,rxn01138,rxn01366,rxn00772,rxn01146	4.1.2.4,,5.4.2.7,2.4.2.1,2.4.2.2,2.7.1.15,2.4.2.4		Deoxyribose-phosphate aldolase;Nucleoside permease NupC;Phosphopentomutase;Purine nucleoside phosphorylase;Pyrimidine-nucleoside phosphorylase;Ribokinase;Thymidine phosphorylase	7	6	False	True
seed.pwy108	Fructose utilization		Carbohydrates;Monosaccharides		rxn01492,rxn00547,rxn05560,rxn05560,rxn05560	2.7.1.56,2.7.1.4,2.7.1.69,2.7.1.69,2.7.1.69		1-phosphofructokinase;Fructokinase;PTS system, fructose-specific IIA component;PTS system, fructose-specific IIB component;PTS system, fructose-specific IIC component	5	5	False	True
seed.pwy109	Hexose Phosphate Uptake System		Carbohydrates;Monosaccharides		rxn05563			Hexose phosphate transport protein UhpT	1	0	False	True
seed.pwy110	L-Arabinose utilization		Carbohydrates;Monosaccharides		rxn00196,rxn09988,rxn09988,rxn05173,rxn05173,rxn05500,rxn01633,rxn01830,rxn01289,rxn01292,rxn05173,rxn05173,rxn05173,rxn01828,rxn04082,rxn01114	1.2.1.26,3.2.1.55,3.2.1.55,,,,4.2.1.43,3.1.1.15,1.1.1.46,5.3.1.4,,,,4.2.1.25,5.1.3.4,2.7.1.16		2-ketoglutaric semialdehyde dehydrogenase;Alpha-N-arabinofuranosidase;Alpha-N-arabinofuranosidase 2;Alpha-arabinosides ABC transport system, permease protein 1;Alpha-arabinosides ABC transport system, permease protein 2;Arabinose-proton symporter;L-2-keto-3-deoxyarabonate dehydratase;L-arabinolactonase;L-arabinose 1-dehydrogenase;L-arabinose isomerase;L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2);L-arabinose transport system permease protein (TC 3.A.1.2.2);L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2);L-arabonate dehydratase;L-ribulose-5-phosphate 4-epimerase;Ribulokinase	16	10	False	True
seed.pwy111	L-ascorbate utilization (and related gene clusters)		Carbohydrates;Monosaccharides		rxn01911,rxn04928,rxn02321,rxn04082	1.1.1.130,4.1.1.85,5.1.3.22,5.1.3.4		3-dehydro-L-gulonate 2-dehydrogenase;3-keto-L-gulonate-6-phosphate decarboxylase UlaD;L-ribulose-5-phosphate 3-epimerase UlaE;L-ribulose-5-phosphate 4-epimerase	4	4	False	True
seed.pwy112	L-fucose utilization		Carbohydrates;Monosaccharides		rxn02263,rxn02319,rxn01620,rxn01053,rxn01615	5.3.1.25,2.7.1.51,4.1.2.17,1.2.1.22,1.1.1.77		L-fucose isomerase;L-fuculokinase;L-fuculose phosphate aldolase;Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization;Lactaldehyde reductase	5	5	False	True
seed.pwy113	L-rhamnose utilization		Carbohydrates;Monosaccharides		rxn01761,rxn05646,rxn01053,rxn01615,rxn01053,rxn05170,rxn05170,rxn05170,rxn01053,rxn01390,rxn01621	5.3.1.14,,1.2.1.22,1.1.1.77,1.2.1.22,,,,4.1.2.19,2.7.1.5,4.1.2.19		L-rhamnose isomerase;L-rhamnose-proton symporter;Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization;Lactaldehyde reductase;Predicted lactaldehyde dehydrogenase;Predicted rhamnose oligosaccharide ABC transport system, permease component;Predicted rhamnose oligosaccharide ABC transport system, permease component 2;Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component;Predicted rhamnulose-1-phosphate aldolase;Rhamnulokinase;Rhamnulose-1-phosphate aldolase	11	7	False	True
seed.pwy114	Lactose utilization		Carbohydrates;Monosaccharides		rxn00816,rxn10169	3.2.1.23,		Beta-galactosidase;Lactose permease	2	1	False	True
seed.pwy115	Mannose Metabolism		Carbohydrates;Monosaccharides		rxn00975,rxn00641,rxn00640,rxn00559,rxn05610,rxn05610,rxn05610,rxn05610,rxn01329	2.7.1.4,2.7.7.13 ,2.7.7.22,5.3.1.8,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,5.4.2.8		Fructokinase in mannoside utilization gene cluster;Mannose-1-phosphate guanylyltransferase;Mannose-1-phosphate guanylyltransferase (GDP);Mannose-6-phosphate isomerase;PTS system, mannose-specific IIA component;PTS system, mannose-specific IIB component;PTS system, mannose-specific IIC component;PTS system, mannose-specific IID component;Phosphomannomutase	9	9	False	True
seed.pwy116	Xylose utilization		Carbohydrates;Monosaccharides		rxn00196,rxn01041,rxn05671,rxn05671,rxn05167,rxn01753,rxn01751,rxn05167,rxn05167,rxn00223,rxn05671,rxn01199	1.2.1.26,1.1.1.175,,,,4.2.1.82,3.1.1.68,,,5.3.1.5,,2.7.1.17		2-ketoglutaric semialdehyde dehydrogenase;D-xylose 1-dehydrogenase;D-xylose proton-symporter XylE;D-xylose proton-symporter XylT;D-xylose transport ATP-binding protein XylG;Xylonate dehydratase;Xylonolactonase;Xylose ABC transporter, periplasmic xylose-binding protein XylF;Xylose ABC transporter, permease protein XylH;Xylose isomerase;Xyloside transporter XynT;Xylulose kinase	12	6	False	True
seed.pwy117	Formaldehyde assimilation: Ribulose monophosphate pathway		Carbohydrates;One-carbon Metabolism		rxn00328,rxn03644,rxn01115,rxn01476,rxn03643,rxn00786,rxn00786,rxn00786,rxn00555,rxn00552,rxn00552,rxn00604,rxn00558,rxn00558,rxn01477	4.1.2.14,,1.1.1.44,3.1.1.31,,4.1.2.13,4.1.2.13,4.1.2.13,2.6.1.16,3.5.99.6,3.5.99.6,1.1.1.49,5.3.1.9,5.3.1.9,4.2.1.12		2-dehydro-3-deoxyphosphogluconate aldolase;6-phospho-3-hexuloisomerase;6-phosphogluconate dehydrogenase, decarboxylating;6-phosphogluconolactonase;D-arabino-3-hexulose 6-phosphate formaldehyde lyase;Fructose-bisphosphate aldolase class I;Fructose-bisphosphate aldolase class II;Fructose-bisphosphate aldolase, archaeal class I;Glucosamine--fructose-6-phosphate aminotransferase [isomerizing];Glucosamine-6-phosphate deaminase;Glucosamine-6-phosphate deaminase [isomerizing], alternative;Glucose-6-phosphate 1-dehydrogenase;Glucose-6-phosphate isomerase;Glucose-6-phosphate isomerase, archaeal II;Phosphogluconate dehydratase	15	13	False	True
seed.pwy118	Methanogenesis		Carbohydrates;One-carbon Metabolism		rxn03126,rxn03126,rxn03126,rxn03085,rxn03079,rxn11938,rxn11938,rxn11938,rxn11938,rxn11938,rxn11938,rxn11938,rxn11938,rxn11938,rxn02431,rxn03127,rxn03127,rxn03127,rxn03127,rxn02480,rxn03020,rxn03020,rxn03020,rxn03020,rxn03020,rxn03020,rxn03020,rxn03020	1.8.98.1,1.8.98.1,1.8.98.1,1.5.99.11,1.5.99.9,1.2.99.5,1.2.99.5,1.2.99.5,1.2.99.5,1.2.99.5,1.2.99.5,1.2.99.5,1.2.99.5,1.2.99.5,2.3.1.101,2.8.4.1,2.8.4.1,2.8.4.1,2.8.4.1,3.5.4.27,2.1.1.86,2.1.1.86,2.1.1.86,2.1.1.86,2.1.1.86,2.1.1.86,2.1.1.86,2.1.1.86		CoB--CoM heterodisulfide reductase subunit A;CoB--CoM heterodisulfide reductase subunit B;CoB--CoM heterodisulfide reductase subunit C;F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase;F420-dependent methylenetetrahydromethanopterin dehydrogenase;Formylmethanofuran dehydrogenase (molybdenum) subunit B;Formylmethanofuran dehydrogenase (molybdenum) subunit C;Formylmethanofuran dehydrogenase (molybdenum) subunit D;Formylmethanofuran dehydrogenase (tungsten) subunit C;Formylmethanofuran dehydrogenase (tungsten) subunit D;Formylmethanofuran dehydrogenase subunit A;Formylmethanofuran dehydrogenase subunit B;Formylmethanofuran dehydrogenase subunit C;Formylmethanofuran dehydrogenase subunit D;Formylmethanofuran--tetrahydromethanopterin N-formyltransferase;Methyl coenzyme M reductase I alpha subunit;Methyl coenzyme M reductase alpha subunit;Methyl coenzyme M reductase beta subunit;Methyl coenzyme M reductase gamma subunit;N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit A;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit B;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit C;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit D;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit E;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit F;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit G;N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit H	28	28	False	True
seed.pwy119	One-carbon metabolism by tetrahydropterines		Carbohydrates;One-carbon Metabolism		rxn00910,rxn01653,rxn03079,rxn00690,rxn01654,rxn00691,rxn00907,rxn03079,rxn00907,rxn02480	1.5.1.20,6.3.3.2,1.5.99.9,6.3.4.3,4.3.1.4,3.5.1.10,3.5.4.9,1.5.99.9,1.5.1.5,3.5.4.27		5,10-methylenetetrahydrofolate reductase;5-formyltetrahydrofolate cyclo-ligase;F420-dependent methylenetetrahydromethanopterin dehydrogenase;Formate--tetrahydrofolate ligase;Formiminotetrahydrofolate cyclodeaminase;Formyltetrahydrofolate deformylase;Methenyltetrahydrofolate cyclohydrolase;Methylene tetrahydromethanopterin dehydrogenase;Methylenetetrahydrofolate dehydrogenase (NADP+);N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase	10	10	False	True
seed.pwy120	Serine-glyoxylate cycle		Carbohydrates;One-carbon Metabolism		rxn00178,rxn00910,rxn01653,rxn01453,rxn00973,rxn00256,rxn00459,rxn00690,rxn01654,rxn00799,rxn00799,rxn01102,rxn01011,rxn00336,rxn00272,rxn00248,rxn00330,rxn00330,rxn00331,rxn00907,rxn02889,rxn02889,rxn03079,rxn00907,rxn00602,rxn02480,rxn00247,rxn00251,rxn00251,rxn01355,rxn00248,rxn00692,rxn00272,rxn00288,rxn00288,rxn00285,rxn00285,rxn00290,rxn00290	2.3.1.16,1.5.1.20,6.3.3.2,1.1.1.36,4.2.1.3,2.3.3.1,4.2.1.11,6.3.4.3,4.3.1.4,4.2.1.2,4.2.1.2,2.7.1.31,1.1.1.81,4.1.3.1,2.6.1.44,1.1.1.37,2.3.3.9,2.3.3.9,4.1.3.24,3.5.4.9,6.4.1.4,6.4.1.4,1.5.99.9,1.5.1.5,5.4.99.2,3.5.4.27,4.1.1.49,4.1.1.31,4.1.1.31,6.4.1.3,1.1.1.37,2.1.2.1,2.6.1.51,1.3.99.1,1.3.99.1,6.2.1.5,6.2.1.5,2.8.3.5,2.8.3.5		3-ketoacyl-CoA thiolase;5,10-methylenetetrahydrofolate reductase;5-formyltetrahydrofolate cyclo-ligase;Acetoacetyl-CoA reductase;Aconitate hydratase;Citrate synthase (si);Enolase;Formate--tetrahydrofolate ligase;Formiminotetrahydrofolate cyclodeaminase;Fumarate hydratase class I, aerobic;Fumarate hydratase class I, anaerobic;Glycerate kinase;Hydroxypyruvate reductase, putative;Isocitrate lyase;L-alanine:glyoxylate aminotransferase;Malate dehydrogenase;Malate synthase;Malate synthase G;Malyl-CoA lyase;Methenyltetrahydrofolate cyclohydrolase;Methylcrotonyl-CoA carboxylase biotin-containing subunit;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit;Methylene tetrahydromethanopterin dehydrogenase;Methylenetetrahydrofolate dehydrogenase (NADP+);Methylmalonyl-CoA mutase;N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase;Phosphoenolpyruvate carboxykinase [ATP];Phosphoenolpyruvate carboxylase;Phosphoenolpyruvate carboxylase, archaeal;Propionyl-CoA carboxylase carboxyl transferase subunit;Putative malate dehydrogenase, similar to archaeal MJ1425;Serine hydroxymethyltransferase;Serine--pyruvate aminotransferase;Succinate dehydrogenase flavoprotein subunit;Succinate dehydrogenase iron-sulfur protein;Succinyl-CoA ligase [ADP-forming] alpha chain;Succinyl-CoA ligase [ADP-forming] beta chain;Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A;Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B	39	39	False	True
seed.pwy121	Alpha-acetolactate operon		Carbohydrates;Organic acids		rxn00011,rxn02113	2.2.1.6,4.1.1.5		Acetolactate synthase, catabolic;Alpha-acetolactate decarboxylase	2	2	False	True
seed.pwy122	Citrate Metabolism, Transport, and Regulation		Carbohydrates;Organic acids		rxn05561,rxn05213,rxn10150,rxn00265,rxn00265,rxn00265,rxn05214	,,,4.1.3.6,4.1.3.6,4.1.3.6,		C4-dicarboxylate transporter DcuC (TC 2.A.61.1.1);Ca(2+) Citrate symporter (TC 2.A.11.1.2);Citrate Succinate antiporter (TC 2.A.47.3.2);Citrate lyase alpha chain;Citrate lyase beta chain;Citrate lyase gamma chain, acyl carrier protein;Mg(2+) Citrate transporter (TC 2.A.11.1.1)	7	3	False	True
seed.pwy123	Glycerate metabolism		Carbohydrates;Organic acids		rxn01990,rxn01280,rxn01102,rxn01102,rxn00010,rxn01015,rxn00324,rxn00148,rxn00160	4.1.2.20,1.1.1.60,2.7.1.-,2.7.1.31,4.1.1.47,5.3.1.22,1.1.1.81,2.7.1.40,4.1.1.73		2-dehydro-3-deoxyglucarate aldolase;2-hydroxy-3-oxopropionate reductase;D-glycerate 2-kinase;Glycerate kinase;Glyoxylate carboligase;Hydroxypyruvate isomerase;Hydroxypyruvate reductase;Pyruvate kinase;Tartrate decarboxylase	9	9	False	True
seed.pwy124	Glyoxylate Synthesis		Carbohydrates;Organic acids		rxn00973,rxn00973,rxn00256,rxn00256,rxn00336	4.2.1.3,4.2.1.3,2.3.3.1,2.3.3.1,4.1.3.1		Aconitate hydratase;Aconitate hydratase 2;Citrate synthase (si);Citrate synthase, mitochondrial precursor;Isocitrate lyase	5	5	False	True
seed.pwy125	Isobutyryl-CoA to Propionyl-CoA Module		Carbohydrates;Organic acids		rxn01480,rxn03433,rxn00178,rxn01924,rxn00868,rxn01451,rxn02949,rxn00501	1.1.1.31,3.1.2.4,2.3.1.16,1.3.99.12,1.3.99.2,4.2.1.17,4.2.1.17,1.2.1.27		3-hydroxyisobutyrate dehydrogenase;3-hydroxyisobutyryl-CoA hydrolase;3-ketoacyl-CoA thiolase [isoleucine degradation];Branched-chain acyl-CoA dehydrogenase;Butyryl-CoA dehydrogenase;Enoyl-CoA hydratase [isoleucine degradation];Enoyl-CoA hydratase [valine degradation];Methylmalonate-semialdehyde dehydrogenase	8	8	False	True
seed.pwy126	Lactate utilization		Carbohydrates;Organic acids		rxn00146,rxn00145,rxn05602	1.1.1.28,1.1.1.27,		D-lactate dehydrogenase;L-lactate dehydrogenase;L-lactate permease	3	2	False	True
seed.pwy127	Malonate decarboxylase		Carbohydrates;Organic acids		rxn12206,rxn12206,rxn12206,rxn12206,rxn12432,rxn12432,rxn12206,rxn12206,rxn12206	,,,,,,2.3.1.39,2.7.7.-,2.7.8.25		Malonate decarboxylase alpha subunit;Malonate decarboxylase beta subunit;Malonate decarboxylase delta subunit;Malonate decarboxylase gamma subunit;Malonate transporter, MadL subunit;Malonate transporter, MadM subunit;Malonyl CoA acyl carrier protein transacylase;Phosphoribosyl-dephospho-CoA transferase;Triphosphoribosyl-dephospho-CoA synthetase	9	3	False	True
seed.pwy128	Methylcitrate cycle		Carbohydrates;Organic acids		rxn03060,rxn03060,rxn00679,rxn00973,rxn00175,rxn00973,rxn00289,rxn00985,rxn00669	4.2.1.79,4.2.1.79,2.3.3.5,4.2.1.99,6.2.1.1,4.2.1.3,4.1.3.30,2.7.2.15,6.2.1.17		2-methylcitrate dehydratase;2-methylcitrate dehydratase FeS dependent;2-methylcitrate synthase;2-methylisocitrate dehydratase;Acetyl-coenzyme A synthetase;Aconitate hydratase 2;Methylisocitrate lyase;Propionate kinase;Propionate--CoA ligase	9	9	False	True
seed.pwy129	Propionate-CoA to Succinate Module		Carbohydrates;Organic acids		rxn03060,rxn03060,rxn00679,rxn00973,rxn00973,rxn00973,rxn00289,rxn00669	4.2.1.79,4.2.1.79,2.3.3.5,4.2.1.99,4.2.1.3,4.2.1.3,4.1.3.30,6.2.1.17		2-methylcitrate dehydratase;2-methylcitrate dehydratase FeS dependent;2-methylcitrate synthase;2-methylisocitrate dehydratase;Aconitate hydratase;Aconitate hydratase 2;Methylisocitrate lyase;Propionate--CoA ligase	8	8	False	True
seed.pwy130	Propionyl-CoA to Succinyl-CoA Module		Carbohydrates;Organic acids		rxn00672,rxn00672,rxn01996,rxn00602,rxn01355,rxn01355	4.1.1.41,4.1.1.41,5.1.99.1,5.4.99.2,6.4.1.3,6.4.1.3		Methylmalonyl-CoA decarboxylase, alpha chain;Methylmalonyl-CoA decarboxylase, beta chain;Methylmalonyl-CoA epimerase;Methylmalonyl-CoA mutase;Propionyl-CoA carboxylase biotin-containing subunit;Propionyl-CoA carboxylase carboxyl transferase subunit	6	6	False	True
seed.pwy131	Tricarballylate Utilization		Carbohydrates;Organic acids		rxn12500,rxn12500	,		TcuA: flavoprotein used to oxidize tricarballylate to cis-aconitate;TcuB: works with TcuA to oxidize tricarballylate to cis-aconitate	2	0	False	True
seed.pwy132	Alpha-Amylase locus in Streptocococcus		Carbohydrates;Polysaccharides		rxn05170			Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	1	0	False	True
seed.pwy133	Glycogen metabolism		Carbohydrates;Polysaccharides		rxn08126,rxn00695,rxn00695,rxn05740,rxn08615,rxn05740	2.4.1.25,2.7.7.27,,2.4.1.1,2.4.1.21,2.4.1.1		4-alpha-glucanotransferase (amylomaltase);Glucose-1-phosphate adenylyltransferase;Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family;Glycogen phosphorylase;Glycogen synthase, ADP-glucose transglucosylase;Maltodextrin phosphorylase	6	5	False	True
seed.pwy134	Di-Inositol-Phosphate biosynthesis		Carbohydrates;Sugar alcohols		rxn00881,rxn00609	3.1.3.25,5.5.1.4		Inositol-1-monophosphatase;Inositol-1-phosphate synthase	2	2	False	True
seed.pwy135	Ethanolamine utilization		Carbohydrates;Sugar alcohols		rxn00171,rxn00225,rxn00539,rxn00539,rxn05551,rxn00173	1.2.1.10,2.7.2.1,4.3.1.7,4.3.1.7,,2.3.1.8		Acetaldehyde dehydrogenase (acetylating);Acetate kinase;Ethanolamine ammonia-lyase heavy chain;Ethanolamine ammonia-lyase light chain;Ethanolamine permease;Phosphate acetyltransferase	6	5	False	True
seed.pwy136	Glycerol and Glycerol-3-phosphate Uptake and Utilization		Carbohydrates;Sugar alcohols		rxn00616,rxn00614,rxn00616,rxn00616,rxn00762,rxn00615,rxn05581,rxn05158,rxn05158,rxn05158,rxn05158,rxn00611,rxn05578,rxn00758,rxn00758,rxn00066,rxn01416	1.1.5.3,1.1.3.21,1.1.5.3,1.1.5.3,1.1.1.6,2.7.1.30,,,,,,1.1.1.94,,3.1.4.46,3.1.4.46,1.11.1.1,2.8.1.1		Aerobic glycerol-3-phosphate dehydrogenase;Alpha-glycerophosphate oxidase;Anaerobic glycerol-3-phosphate dehydrogenase subunit A;Anaerobic glycerol-3-phosphate dehydrogenase subunit B;Glycerol dehydrogenase;Glycerol kinase;Glycerol uptake facilitator protein;Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3);Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3);Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3);Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3);Glycerol-3-phosphate dehydrogenase [NAD(P)+];Glycerol-3-phosphate transporter;Glycerophosphoryl diester phosphodiesterase;Glycerophosphoryl diester phosphodiesterase, periplasmic;NADH peroxidase;Thiosulfate sulfurtransferase GlpE	17	11	False	True
seed.pwy137	Glycerol fermenation to 1,3-propanediol		Carbohydrates;Sugar alcohols		rxn02235,rxn00744,rxn00768,rxn00768,rxn00768,rxn00762,rxn05581	1.1.1.202,2.7.1.29,4.2.1.30,4.2.1.30,4.2.1.30,1.1.1.6,		1,3-propanediol dehydrogenase;Dihydroxyacetone kinase, ATP-dependent;Glycerol dehydratase large subunit;Glycerol dehydratase medium subunit;Glycerol dehydratase small subunit;Glycerol dehydrogenase;Glycerol uptake facilitator protein	7	6	False	True
seed.pwy138	Hexitol degradation		Carbohydrates;Sugar alcohols		rxn00545,rxn00545,rxn00786,rxn00786,rxn00786,rxn00546,rxn03886	2.7.1.11,2.7.1.11,4.1.2.13,4.1.2.13,4.1.2.13,1.1.1.17,1.1.1.140		6-phosphofructokinase;6-phosphofructokinase class II;Fructose-bisphosphate aldolase class I;Fructose-bisphosphate aldolase class II;Fructose-bisphosphate aldolase, archaeal class I;Mannitol-1-phosphate 5-dehydrogenase;Sorbitol-6-phosphate 2-dehydrogenase	7	7	False	True
