EC Number Recommended Name History
1.7.3.2;acetylindoxyl oxidase;-
1.7.3.3;factor-independent urate hydroxylase;-
1.7.3.4;hydroxylamine oxidase;transferred to EC 1.7.2.6 and EC 1.7.3.6
1.7.3.5;3-aci-nitropropanoate oxidase;-
1.7.3.6;hydroxylamine oxidase (cytochrome);-
1.7.5.1;nitrate reductase (quinone);-
1.7.5.2;nitric oxide reductase (menaquinol);-
1.7.6.1;nitrite dismutase;-
1.7.7.1;ferredoxin-nitrite reductase;-
1.7.7.2;ferredoxin-nitrate reductase;-
1.7.99.1;hydroxylamine reductase;-
1.7.99.2;nitric-oxide reductase;deleted
1.7.99.3;nitrite reductase;deleted, now included in EC 1.7.2.1
1.7.99.4;nitrate reductase;-
1.7.99.5;5,10-methylenetetrahydrofolate reductase (FADH2);deleted. Now included with EC 1.5.1.20, methylenetetrahydrofolate reductase [NAD(P)H]. Based on the reference, it had been thought that this was a separate enzyme from EC 1.5.1.20 but the reference upon which the entry was based has since been disproved
1.7.99.6;nitrous-oxide reductase;transferred to EC 1.7.2.4
1.7.99.7;nitric-oxide reductase;transferred to EC 1.7.2.5
1.7.99.8;hydrazine oxidoreductase;transferred to EC 1.7.2.8
1.8.1.1;cysteamine dehydrogenase;deleted
1.8.1.B1;thioredoxin glutathione reductase;preliminary BRENDA-supplied EC number
1.8.1.2;assimilatory sulfite reductase (NADPH);-
1.8.1.3;hypotaurine dehydrogenase;-
1.8.1.4;dihydrolipoyl dehydrogenase;-
1.8.1.B4;[protein disulfide oxidoreductase]-disulfide oxidoreductase;preliminary BRENDA-supplied EC number
1.8.1.5;2-oxopropyl-CoM reductase (carboxylating);-
1.8.1.B5;protein-disulfide reductase (CoM-dependent);preliminary BRENDA-supplied EC number
1.8.1.6;cystine reductase;-
1.8.1.7;glutathione-disulfide reductase;-
1.8.1.8;protein-disulfide reductase;-
1.8.1.9;thioredoxin-disulfide reductase;-
1.8.1.10;CoA-glutathione reductase;-
1.8.1.11;asparagusate reductase;-
1.8.1.12;trypanothione-disulfide reductase;-
1.8.1.13;bis-gamma-glutamylcystine reductase;-
1.8.1.14;CoA-disulfide reductase;-
1.8.1.15;mycothione reductase;-
1.8.1.16;glutathione amide reductase;-
1.8.1.17;dimethylsulfone reductase;-
1.8.1.18;NAD(P)H sulfur oxidoreductase (CoA-dependent);-
1.8.1.19;sulfide dehydrogenase;-
1.8.2.1;sulfite dehydrogenase (cytochrome);-
1.8.2.2;thiosulfate dehydrogenase;-
1.8.2.3;sulfide-cytochrome-c reductase (flavocytochrome c);-
1.8.2.4;dimethyl sulfide:cytochrome c2 reductase;-
1.8.2.5;thiosulfate reductase (cytochrome);-
1.8.3.1;sulfite oxidase;-
1.8.3.2;thiol oxidase;-
1.8.3.3;glutathione oxidase;-
1.8.3.4;methanethiol oxidase;-
1.8.3.5;prenylcysteine oxidase;-
1.8.3.6;farnesylcysteine lyase;-
1.8.4.1;glutathione-homocystine transhydrogenase;-
1.8.4.2;protein-disulfide reductase (glutathione);-
1.8.4.3;glutathione-CoA-glutathione transhydrogenase;-
1.8.4.B3;thioredoxin-independent methionine sulfoxide reductases B;preliminary BRENDA-supplied EC number
1.8.4.4;glutathione-cystine transhydrogenase;-
1.8.4.5;methionine-S-oxide reductase;transferred to EC 1.8.4.13 and EC 1.8.4.14
1.8.4.6;protein-methionine-S-oxide reductase;transferred to EC 1.8.4.11
1.8.4.7;enzyme-thiol transhydrogenase (glutathione-disulfide);-
1.8.4.8;phosphoadenylyl-sulfate reductase (thioredoxin);-
1.8.4.9;adenylyl-sulfate reductase (glutathione);-
1.8.4.10;adenylyl-sulfate reductase (thioredoxin);-
1.8.4.11;peptide-methionine (S)-S-oxide reductase;-
1.8.4.12;peptide-methionine (R)-S-oxide reductase;-
1.8.4.13;L-methionine (S)-S-oxide reductase;-
1.8.4.14;L-methionine (R)-S-oxide reductase;-
1.8.5.1;glutathione dehydrogenase (ascorbate);-
1.8.5.2;thiosulfate dehydrogenase (quinone);-
1.8.5.3;dimethylsulfoxide reductase;-
1.8.5.4;sulfide:quinone reductase;-
1.8.5.5;thiosulfate reductase (quinone);-
1.8.5.6;sulfite dehydrogenase (quinone);-
1.8.5.7;glutathionyl-hydroquinone reductase;-
1.8.6.1;nitrate-ester reductase;deleted, included in EC 2.5.1.18
1.8.7.1;assimilatory sulfite reductase (ferredoxin);-
1.8.7.2;ferredoxin:thioredoxin reductase;-
1.8.98.1;CoB-CoM heterodisulfide reductase;-
1.8.98.2;sulfiredoxin;-
1.8.98.3;sulfite reductase (coenzyme F420);-
1.8.99.B1;protein-disulfide reductase (acceptor);preliminary BRENDA-supplied EC number
1.8.99.1;sulfite reductase;deleted entry. Now covered by EC 1.8.1.2, assimilatory sulfite reductase (NADPH) and EC 1.8.7.1, assimilatory sulfite reductase (ferredoxin).
1.8.99.2;adenylyl-sulfate reductase;-
1.8.99.B2;tetrathionate reductase;preliminary BRENDA-supplied EC number
1.8.99.3;hydrogensulfite reductase;deleted, now known to be an in vitro artifact of EC 1.8.99.5, dissimilatory sulfite reductase
1.8.99.4;phosphoadenosine-phosphosulfate reductase;transferred to EC 1.8.4.8
1.8.99.5;dissimilatory sulfite reductase;-
1.9.3.1;cytochrome-c oxidase;-
1.9.3.2;Pseudomonas cytochrome oxidase;transferred to EC 1.7.2.1
1.9.6.1;nitrate reductase (cytochrome);-
1.9.98.1;iron-cytochrome-c reductase;-
1.9.99.1;iron-cytochrome-c reductase;transferred to EC 1.9.98.1
1.10.1.1;trans-acenaphthene-1,2-diol dehydrogenase;-
1.10.2.1;L-ascorbate-cytochrome-b5 reductase;-
1.10.2.2;quinol-cytochrome-c reductase;-
1.10.3.1;catechol oxidase;-
1.10.3.2;laccase;-
1.10.3.3;L-ascorbate oxidase;-
1.10.3.4;o-aminophenol oxidase;-
1.10.3.5;3-hydroxyanthranilate oxidase;-
1.10.3.6;rifamycin-B oxidase;-
1.10.3.7;sulochrin oxidase [(+)-bisdechlorogeodin-forming];transferred to EC 1.21.3.4
1.10.3.8;sulochrin oxidase ((-)-bisdechlorogeodin-forming);transferred to EC 1.21.3.6
1.10.3.9;photosystem II;-
1.10.3.10;ubiquinol oxidase (H+-transporting);-
1.10.3.11;ubiquinol oxidase (non-electrogenic);-
1.10.3.12;menaquinol oxidase (H+-transporting);-
1.10.3.13;caldariellaquinol oxidase (H+-transporting);-
1.10.3.14;ubiquinol oxidase (electrogenic, non H+-transporting);-
1.10.3.15;grixazone synthase;-
1.10.3.16;dihydrophenazinedicarboxylate synthase;-
1.10.5.1;ribosyldihydronicotinamide dehydrogenase (quinone);-
1.10.9.1;plastoquinol-plastocyanin reductase;-
1.10.99.1;plastoquinol-plastocyanin reductase;transferred to EC 1.10.9.1
1.10.99.2;ribosyldihydronicotinamide dehydrogenase (quinone);transferred to EC 1.10.5.1
1.10.99.3;violaxanthin de-epoxidase;transferred to EC 1.23.5.1
1.11.1.1;NADH peroxidase;-
1.11.1.B2;chloride peroxidase (vanadium-containing);preliminary BRENDA-supplied EC number
1.11.1.2;NADPH peroxidase;-
1.11.1.3;fatty-acid peroxidase;-
1.11.1.4;Recommended Name never specified;transferred to EC 1.13.11.11
1.11.1.5;cytochrome-c peroxidase;-
1.11.1.6;catalase;-
1.11.1.B6;iodide peroxidase (vanadium-containing);preliminary BRENDA-supplied EC number
1.11.1.B7;bromide peroxidase (heme-containing);preliminary BRENDA-supplied EC number
1.11.1.7;peroxidase;-
1.11.1.B8;bromide peroxidase (metal-containing);preliminary BRENDA-supplied EC number
1.11.1.8;iodide peroxidase;-
1.11.1.9;glutathione peroxidase;-
1.11.1.10;chloride peroxidase;-
1.11.1.11;L-ascorbate peroxidase;-
1.11.1.12;phospholipid-hydroperoxide glutathione peroxidase;-
1.11.1.13;manganese peroxidase;-
1.11.1.14;lignin peroxidase;-
1.11.1.15;peroxiredoxin;-
1.11.1.16;versatile peroxidase;-
1.11.1.17;glutathione amide-dependent peroxidase;-
1.11.1.18;bromide peroxidase;-
1.11.1.19;dye decolorizing peroxidase;-
1.11.1.20;prostamide/prostaglandin F2alpha synthase;-
1.11.1.21;catalase-peroxidase;-
1.11.1.22;hydroperoxy fatty acid reductase;-
1.11.1.23;(S)-2-hydroxypropylphosphonic acid epoxidase;-
1.11.2.1;unspecific peroxygenase;-
1.11.2.2;myeloperoxidase;-
1.11.2.3;plant seed peroxygenase;-
1.11.2.4;fatty-acid peroxygenase;-
1.11.2.5;3-methyl-L-tyrosine peroxygenase;-
1.12.1.1;peroxidase;transferred to EC 1.18.99.1
1.12.1.2;hydrogen dehydrogenase;-
1.12.1.3;hydrogen dehydrogenase (NADP+);-
1.12.1.4;hydrogenase (NAD+, ferredoxin);-
1.12.1.5;hydrogen dehydrogenase [NAD(P)+];-
1.12.2.1;cytochrome-c3 hydrogenase;-
1.12.5.1;hydrogen:quinone oxidoreductase;-
1.12.7.1;ferredoxin hydrogenase;transferred to EC 1.18.99.1
1.12.7.2;ferredoxin hydrogenase;-
1.12.98.1;coenzyme F420 hydrogenase;-
1.12.98.B1;hydrogen:sulfur oxidoreductase;preliminary BRENDA-supplied EC number
1.12.98.2;5,10-methenyltetrahydromethanopterin hydrogenase;-
1.12.98.3;Methanosarcina-phenazine hydrogenase;-
1.12.98.4;sulfhydrogenase;-
1.12.99.1;coenzyme F420 hydrogenase;transferred to EC 1.12.98.1
1.12.99.2;coenzyme-M-7-mercaptoheptanoylthreonine-phosphate-heterodisulfide hydrogenase;deleted, this was a system comprising two enzymes and not a single enzyme, as was thought
1.12.99.3;hydrogen:quinone oxidoreductase;transferred to EC 1.12.5.1
1.12.99.4;N5,N10-methenyltetrahydromethanopterin hydrogenase;transferred to EC 1.12.98.2
1.12.99.5;3,4-dihydroxyquinoline 2,4-dioxygenase;deleted, identical to EC 1.13.11.47
1.12.99.6;hydrogenase (acceptor);-
1.13.11.B1;9,14-linoleate diol synthase;preliminary BRENDA-supplied EC number
1.13.11.1;catechol 1,2-dioxygenase;-
1.13.11.2;catechol 2,3-dioxygenase;-
1.13.11.3;protocatechuate 3,4-dioxygenase;-
1.13.11.4;gentisate 1,2-dioxygenase;-
1.13.11.5;homogentisate 1,2-dioxygenase;-
1.13.11.6;3-hydroxyanthranilate 3,4-dioxygenase;-
1.13.11.B6;linoleate 9/13-lipoxygenase;preliminary BRENDA-supplied EC number
1.13.11.7;3,4-dihydroxyphenylacetate 3,4-dioxygenase;deleted
1.13.11.8;protocatechuate 4,5-dioxygenase;-
1.13.11.9;2,5-dihydroxypyridine 5,6-dioxygenase;-
1.13.11.10;7,8-dihydroxykynurenate 8,8a-dioxygenase;-
1.13.11.11;tryptophan 2,3-dioxygenase;-
1.13.11.12;linoleate 13S-lipoxygenase;-
1.13.11.13;ascorbate 2,3-dioxygenase;deleted, the activity is the sum of several enzymatic and spontaneous reactions
1.13.11.14;2,3-dihydroxybenzoate 3,4-dioxygenase;-
1.13.11.15;3,4-dihydroxyphenylacetate 2,3-dioxygenase;-
1.13.11.16;3-carboxyethylcatechol 2,3-dioxygenase;-
1.13.11.17;indole 2,3-dioxygenase;-
1.13.11.18;persulfide dioxygenase;-
1.13.11.19;cysteamine dioxygenase;-
1.13.11.20;cysteine dioxygenase;-
1.13.11.21;beta-carotene 15,15'-dioxygenase;transferred to EC 1.14.99.36
1.13.11.22;caffeate 3,4-dioxygenase;-
1.13.11.23;2,3-dihydroxyindole 2,3-dioxygenase;-
1.13.11.24;quercetin 2,3-dioxygenase;-
1.13.11.25;3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase;-
1.13.11.26;peptide-tryptophan 2,3-dioxygenase;-
1.13.11.27;4-hydroxyphenylpyruvate dioxygenase;-
1.13.11.28;2,3-dihydroxybenzoate 2,3-dioxygenase;-
1.13.11.29;stizolobate synthase;-
1.13.11.30;stizolobinate synthase;-
1.13.11.31;arachidonate 12-lipoxygenase;-
1.13.11.32;2-nitropropane dioxygenase;transferred to EC 1.13.12.16
1.13.11.33;arachidonate 15-lipoxygenase;-
1.13.11.34;arachidonate 5-lipoxygenase;-
1.13.11.35;pyrogallol 1,2-oxygenase;-
1.13.11.36;chloridazon-catechol dioxygenase;-
1.13.11.37;hydroxyquinol 1,2-dioxygenase;-
1.13.11.38;1-hydroxy-2-naphthoate 1,2-dioxygenase;-
1.13.11.39;biphenyl-2,3-diol 1,2-dioxygenase;-
1.13.11.40;arachidonate 8-lipoxygenase;-
1.13.11.41;2,4'-dihydroxyacetophenone dioxygenase;-
1.13.11.42;indoleamine-pyrrole 2,3-dioxygenase;deleted 2006
1.13.11.43;lignostilbene alphabeta-dioxygenase;-
1.13.11.44;linoleate diol synthase;deleted entry. Activity is covered by EC 1.13.11.60, linoleate 8R-lipoxygenase and EC 5.4.4.6, 9,12-octadecadienoate 8-hydroperoxide 8S-isomerase.
1.13.11.45;linoleate 11-lipoxygenase;-
1.13.11.46;4-hydroxymandelate synthase;-
1.13.11.47;3-hydroxy-4-oxoquinoline 2,4-dioxygenase;-
1.13.11.48;3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase;-
1.13.11.49;chlorite O2-lyase;-
1.13.11.50;acetylacetone-cleaving enzyme;-
1.13.11.51;9-cis-epoxycarotenoid dioxygenase;-
1.13.11.52;indoleamine 2,3-dioxygenase;-
1.13.11.53;acireductone dioxygenase (Ni2+-requiring);-
1.13.11.54;acireductone dioxygenase [iron(II)-requiring];-
1.13.11.55;sulfur oxygenase/reductase;-
1.13.11.56;1,2-dihydroxynaphthalene dioxygenase;-
1.13.11.57;gallate dioxygenase;-
1.13.11.58;linoleate 9S-lipoxygenase;-
1.13.11.59;torulene dioxygenase;-
1.13.11.60;linoleate 8R-lipoxygenase;-
1.13.11.61;linolenate 9R-lipoxygenase;-
1.13.11.62;linoleate 10R-lipoxygenase;-
1.13.11.63;beta-carotene 15,15'-dioxygenase;-
1.13.11.64;5-nitrosalicylate dioxygenase;-
1.13.11.65;carotenoid isomerooxygenase;-
1.13.11.66;hydroquinone 1,2-dioxygenase;-
1.13.11.67;8'-apo-beta-carotenoid 14',13'-cleaving dioxygenase;-
1.13.11.68;9-cis-beta-carotene 9',10'-cleaving dioxygenase;-
1.13.11.69;carlactone synthase;-
1.13.11.70;all-trans-10'-apo-beta-carotenal 13,14-cleaving dioxygenase;-
1.13.11.71;carotenoid-9',10'-cleaving dioxygenase;-
1.13.11.72;2-hydroxyethylphosphonate dioxygenase;-
1.13.11.73;methylphosphonate synthase;-
1.13.11.74;2-aminophenol 1,6-dioxygenase;-
1.13.11.75;all-trans-8'-apo-beta-carotenal 15,15'-oxygenase;-
1.13.11.76;2-amino-5-chlorophenol 1,6-dioxygenase;-
1.13.11.77;oleate 10S-lipoxygenase;-
1.13.11.78;2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming);-
1.13.11.79;5,6-dimethylbenzimidazole synthase;-
1.13.11.80;(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase;-
1.13.11.81;7,8-dihydroneopterin oxygenase;-
1.13.11.82;8'-apo-carotenoid 13,14-cleaving dioxygenase;-
1.13.12.1;arginine 2-monooxygenase;-
1.13.12.2;lysine 2-monooxygenase;-
1.13.12.3;tryptophan 2-monooxygenase;-
1.13.12.4;lactate 2-monooxygenase;-
1.13.12.5;Renilla-luciferin 2-monooxygenase;-
1.13.12.6;Cypridina-luciferin 2-monooxygenase;-
1.13.12.7;Photinus-luciferin 4-monooxygenase (ATP-hydrolysing);-
1.13.12.8;Watasenia-luciferin 2-monooxygenase;-
1.13.12.9;phenylalanine 2-monooxygenase;-
1.13.12.10;lysine 6-monooxygenase;deleted, reaction covered by EC 1.14.13.59
1.13.12.11;methylphenyltetrahydropyridine N-monooxygenase;deleted, the activity is due to EC 1.14.13.8, flavin-containing monooxygenase
1.13.12.12;apo-beta-carotenoid-14',13'-dioxygenase;transferred to EC 1.13.11.67
1.13.12.13;Oplophorus-luciferin 2-monooxygenase;-
1.13.12.14;chlorophyllide-a oxygenase;transferred to EC 1.14.13.122
1.13.12.15;3,4-dihydroxyphenylalanine oxidative deaminase;-
1.13.12.16;nitronate monooxygenase;-
1.13.12.17;dichloroarcyriaflavin A synthase;-
1.13.12.18;dinoflagellate luciferase;-
1.13.12.19;2-oxoglutarate dioxygenase (ethylene-forming);-
1.13.12.20;noranthrone monooxygenase;-
1.13.12.21;tetracenomycin-F1 monooxygenase;-
1.13.12.22;deoxynogalonate monooxygenase;-
1.13.99.1;inositol oxygenase;-
1.13.99.2;benzoate 1,2-dioxygenase;transferred to EC 1.14.12.10
1.13.99.3;tryptophan 2'-dioxygenase;-
1.13.99.4;4-chlorophenylacetate 3,4-dioxygenase;transferred to EC 1.14.12.9
1.13.99.5;3,4-dihydroxyquinoline 2,4-dioxygenase;transferred to EC 1.13.11.47
1.14.11.1;gamma-butyrobetaine dioxygenase;-
1.14.11.B1;[histone-H3]-lysine-9-demethylase;preliminary BRENDA-supplied EC number
1.14.11.2;procollagen-proline dioxygenase;-
1.14.11.B2;[histone-H3]-lysine-4-demethylase;preliminary BRENDA-supplied EC number
1.14.11.B3;L-proline cis-4-hydroxylase;preliminary BRENDA-supplied EC number
1.14.11.3;pyrimidine-deoxynucleoside 2'-dioxygenase;-
1.14.11.4;procollagen-lysine 5-dioxygenase;-
1.14.11.5;5-hydroxymethyluracil,2-oxoglutarate dioxygenase;deleted, included in EC 1.14.11.6
1.14.11.6;thymine dioxygenase;-
1.14.11.7;procollagen-proline 3-dioxygenase;-
1.14.11.8;trimethyllysine dioxygenase;-
1.14.11.9;flavanone 3-dioxygenase;-
1.14.11.10;pyrimidine-deoxynucleoside 1'-dioxygenase;-
1.14.11.11;hyoscyamine (6S)-dioxygenase;-
1.14.11.B11;L-asparagine hydroxylase;preliminary BRENDA-supplied EC number
1.14.11.12;gibberellin-44 dioxygenase;-
1.14.11.13;gibberellin 2beta-dioxygenase;-
1.14.11.14;6beta-hydroxyhyoscyamine epoxidase;-
1.14.11.15;gibberellin 3beta-dioxygenase;-
1.14.11.B15;S-(L-glutamyl)-[peptidyl-carrier protein]-3-hydroxylase (3-hydroxylating, erythro-hydroxy-L-glutamyl-[peptidyl-carrier-protein]-forming);preliminary BRENDA-supplied EC number
1.14.11.B16;carotenoid 4,4'-beta-ionone ring oxygenase;preliminary BRENDA-supplied EC number
1.14.11.16;peptide-aspartate beta-dioxygenase;-
1.14.11.B17;S-(L-glutamyl)-[peptidyl-carrier protein]-3-hydroxylase (3-hydroxylating, S-(threo-3-hydroxy-L-glutamyl)-[peptidyl-carrier-protein]-forming);preliminary BRENDA-supplied EC number
1.14.11.17;taurine dioxygenase;-
1.14.11.18;phytanoyl-CoA dioxygenase;-
1.14.11.19;leucocyanidin oxygenase;-
1.14.11.20;deacetoxyvindoline 4-hydroxylase;-
1.14.11.21;clavaminate synthase;-
1.14.11.22;flavone synthase;-
1.14.11.23;flavonol synthase;-
1.14.11.24;2'-deoxymugineic-acid 2'-dioxygenase;-
1.14.11.25;mugineic-acid 3-dioxygenase;-
1.14.11.26;deacetoxycephalosporin-C hydroxylase;-
1.14.11.27;[histone-H3]-lysine-36 demethylase;-
1.14.11.28;proline 3-hydroxylase;-
1.14.11.29;hypoxia-inducible factor-proline dioxygenase;-
1.14.11.30;hypoxia-inducible factor-asparagine dioxygenase;-
1.14.11.31;thebaine 6-O-demethylase;-
1.14.11.32;codeine 3-O-demethylase;-
1.14.11.33;DNA oxidative demethylase;-
1.14.11.34;2-oxoglutarate/L-arginine monooxygenase/decarboxylase (succinate-forming);-
1.14.11.35;1-deoxypentalenic acid 11beta-hydroxylase;-
1.14.11.36;pentalenolactone F synthase;-
1.14.11.37;kanamycin B dioxygenase;-
1.14.11.38;verruculogen synthase;-
1.14.11.39;L-asparagine hydroxylase;-
1.14.11.40;enduracididine beta-hydroxylase;-
1.14.11.41;L-arginine hydroxylase;-
1.14.11.42;tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase;-
1.14.11.43;(S)-dichlorprop dioxygenase (2-oxoglutarate);-
1.14.11.44;(R)-dichlorprop dioxygenase (2-oxoglutarate);-
1.14.11.45;L-isoleucine 4-hydroxylase;-
1.14.11.46;2-aminoethylphosphonate dioxygenase;-
1.14.11.47;50S ribosomal protein L16 3-hydroxylase;-
1.14.11.48;xanthine dioxygenase;-
1.14.11.49;uridine-5'-phosphate dioxygenase;-
1.14.11.50;(-)-deoxypodophyllotoxin synthase;-
1.14.11.51;DNA N6-methyladenine demethylase;-
1.14.11.52;validamycin A dioxygenase;-
1.14.11.53;mRNA N6-methyladenine demethylase;-
1.14.11.54;mRNA N1-methyladenine demethylase;-
1.14.11.55;ectoine hydroxylase;-
1.14.11.56;L-proline cis-4-hydroxylase;-
1.14.11.57;L-proline trans-4-hydroxylase;-
1.14.12.1;anthranilate 1,2-dioxygenase (deaminating, decarboxylating);-
1.14.12.B2;2-nitrotoluene 2,3-dioxygenase [NADH];preliminary BRENDA-supplied EC number
1.14.12.2;anthranilate 2,3-dioxygenase (deaminating);transferred to EC 1.14.13.35
1.14.12.B3;2,4-dinitrotoluene dioxygenase [NADH];preliminary BRENDA-supplied EC number
1.14.12.3;benzene 1,2-dioxygenase;-
1.14.12.4;3-hydroxy-2-methylpyridinecarboxylate dioxygenase;-
1.14.12.5;5-pyridoxate dioxygenase;-
1.14.12.6;2-hydroxycyclohexanone 2-monooxygenase;transferred to EC 1.14.13.66
1.14.12.7;phthalate 4,5-dioxygenase;-
1.14.12.8;4-sulfobenzoate 3,4-dioxygenase;-
1.14.12.9;4-chlorophenylacetate 3,4-dioxygenase;-
1.14.12.10;benzoate 1,2-dioxygenase;-
1.14.12.11;toluene dioxygenase;-
1.14.12.12;naphthalene 1,2-dioxygenase;-
1.14.12.13;2-halobenzoate 1,2-dioxygenase;-
1.14.12.14;2-aminobenzenesulfonate 2,3-dioxygenase;-
1.14.12.15;terephthalate 1,2-dioxygenase;-
1.14.12.16;2-Hydroxyquinoline 5,6-dioxygenase;-
1.14.12.17;nitric oxide dioxygenase;-
1.14.12.18;biphenyl 2,3-dioxygenase;-
1.14.12.19;3-phenylpropanoate dioxygenase;-
1.14.12.20;pheophorbide a oxygenase;transferred to EC 1.14.15.17
1.14.12.21;benzoyl-CoA 2,3-dioxygenase;transferred to EC 1.14.13.208
1.14.12.22;carbazole 1,9a-dioxygenase;-
1.14.12.23;nitroarene dioxygenase;-
1.14.12.24;2,4-dinitrotoluene dioxygenase;-
1.14.12.25;p-cumate 2,3-dioxygenase;-
1.14.13.B1;camphor 1,6-monooxygenase;preliminary BRENDA-supplied EC number
1.14.13.1;salicylate 1-monooxygenase;-
1.14.13.2;4-hydroxybenzoate 3-monooxygenase;-
1.14.13.3;4-hydroxyphenylacetate 3-monooxygenase;transferred to EC 1.14.14.9
1.14.13.B3;nicotine demethylase;preliminary BRENDA-supplied EC number
1.14.13.4;melilotate 3-monooxygenase;-
1.14.13.5;imidazoleacetate 4-monooxygenase;-
1.14.13.6;orcinol 2-monooxygenase;-
1.14.13.7;phenol 2-monooxygenase (NADPH);-
1.14.13.8;flavin-containing monooxygenase;-
1.14.13.9;kynurenine 3-monooxygenase;-
1.14.13.10;2,6-dihydroxypyridine 3-monooxygenase;-
1.14.13.11;trans-cinnamate 4-monooxygenase;-
1.14.13.12;benzoate 4-monooxygenase;-
1.14.13.13;calcidiol 1-monooxygenase;transferred to EC 1.14.15.18
1.14.13.B14;(E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase;preliminary BRENDA-supplied EC number
1.14.13.14;trans-cinnamate 2-monooxygenase;-
1.14.13.15;cholestanetriol 26-monooxygenase;transferred to EC 1.14.15.15
1.14.13.16;cyclopentanone monooxygenase;-
1.14.13.17;cholesterol 7alpha-monooxygenase;transferred to EC 1.14.14.23
1.14.13.18;4-hydroxyphenylacetate 1-monooxygenase;-
1.14.13.19;taxifolin 8-monooxygenase;-
1.14.13.20;2,4-dichlorophenol 6-monooxygenase;-
1.14.13.B21;(1'S)-averantin monooxygenase;preliminary BRENDA-supplied EC number
1.14.13.21;flavonoid 3'-monooxygenase;-
1.14.13.22;cyclohexanone monooxygenase;-
1.14.13.23;3-hydroxybenzoate 4-monooxygenase;-
1.14.13.24;3-hydroxybenzoate 6-monooxygenase;-
1.14.13.25;methane monooxygenase (soluble);-
1.14.13.26;phosphatidylcholine 12-monooxygenase;transferred to EC 1.14.18.4
1.14.13.27;4-aminobenzoate 1-monooxygenase;-
1.14.13.28;3,9-dihydroxypterocarpan 6a-monooxygenase;-
1.14.13.B28;monooxygenase CYP119A2;preliminary BRENDA-supplied EC number
1.14.13.29;4-nitrophenol 2-monooxygenase;-
1.14.13.30;leukotriene-B4 20-monooxygenase;-
1.14.13.B30;rifampicin monooxygenase;preliminary BRENDA-supplied EC number
1.14.13.31;2-nitrophenol 2-monooxygenase;-
1.14.13.32;albendazole monooxygenase;-
1.14.13.33;4-hydroxybenzoate 3-monooxygenase [NAD(P)H];-
1.14.13.34;leukotriene-E4 20-monooxygenase;-
1.14.13.35;anthranilate 3-monooxygenase (deaminating);-
1.14.13.36;5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase;-
1.14.13.37;methyltetrahydroprotoberberine 14-monooxygenase;-
1.14.13.38;anhydrotetracycline 6-monooxygenase;-
1.14.13.39;nitric-oxide synthase (NADPH);-
1.14.13.40;anthraniloyl-CoA monooxygenase;-
1.14.13.41;tyrosine N-monooxygenase;transferred to EC 1.14.14.36
1.14.13.42;hydroxyphenylacetonitrile 2-monooxygenase;deleted, the activity is covered by EC 1.14.13.68, 4-hydroxyphenylacetaldehyde oxime monooxygenase, that performs the two consecutive reactions in the conversion of (Z)-4-hydroxyphenylacetaldehyde oxime to (S)-4-hydroxymandelonitrile
1.14.13.43;questin monooxygenase;-
1.14.13.44;2-hydroxybiphenyl 3-monooxygenase;-
1.14.13.45;CMP-N-acetylneuraminate monooxygenase;transferred to EC 1.14.18.2
1.14.13.46;(-)-menthol monooxygenase;-
1.14.13.47;(S)-limonene 3-monooxygenase;-
1.14.13.48;(S)-limonene 6-monooxygenase;-
1.14.13.49;(S)-limonene 7-monooxygenase;-
1.14.13.50;pentachlorophenol monooxygenase;-
1.14.13.51;6-oxocineole dehydrogenase;-
1.14.13.52;isoflavone 3'-hydroxylase;-
1.14.13.53;4'-methoxyisoflavone 2'-hydroxylase;-
1.14.13.54;ketosteroid monooxygenase;-
1.14.13.55;protopine 6-monooxygenase;-
1.14.13.56;dihydrosanguinarine 10-monooxygenase;-
1.14.13.57;dihydrochelirubine 12-monooxygenase;-
1.14.13.58;benzoyl-CoA 3-monooxygenase;-
1.14.13.59;L-lysine N6-monooxygenase (NADPH);-
1.14.13.60;27-hydroxycholesterol 7alpha-monooxygenase;deleted. Now included with EC 1.14.13.100, 25-hydroxycholesterol 7alpha-hydroxylase
1.14.13.61;2-hydroxyquinoline 8-monooxygenase;-
1.14.13.62;4-hydroxyquinoline 3-monooxygenase;-
1.14.13.63;3-hydroxyphenylacetate 6-hydroxylase;-
1.14.13.64;4-hydroxybenzoate 1-hydroxylase;-
1.14.13.65;2-hydroxyquinoline 8-monooxygenase;deleted 2006
1.14.13.66;2-hydroxycyclohexanone 2-monooxygenase;-
1.14.13.67;quinine 3-monooxygenase;-
1.14.13.68;4-hydroxyphenylacetaldehyde oxime monooxygenase;transferred to EC 1.14.14.37
1.14.13.69;alkene monooxygenase;-
1.14.13.70;sterol 14alpha-demethylase;-
1.14.13.71;N-methylcoclaurine 3'-monooxygenase;-
1.14.13.72;methylsterol monooxygenase;-
1.14.13.73;tabersonine 16-hydroxylase;-
1.14.13.74;7-deoxyloganin 7-hydroxylase;-
