rnx.id	new.rev	rm.rxn	new.stoichiometry	comment	Reference 	note	abbreviation	name	forced.approval
rxn13170	>		-1:cpd00002:0:0:"ATP";-1:cpd00065:0:0:"L-Tryptophan";-1:cpd11923:0:0:"tRNA(Trp)";1:cpd00012:0:0:"PPi";1:cpd00018:0:0:"AMP";1:cpd00067:0:0:"H+";1:cpd12336:0:0:"L-Tryptophanyl-tRNA(Trp)"	[SW] Trp was extracellular. Should be intracellular in this reaction. Direction also changed according to MetaCyc.	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=TRYPTOPHAN--TRNA-LIGASE-RXN				
rxn08188			-1:cpd00063:0:0:"Ca2+";-3:cpd00971:1:0:"Na+";1:cpd00063:1:0:"Ca2+";3:cpd00971:0:0:"Na+"	[SW] Stoichiometry changed according to TCDB. 1:3	http://www.tcdb.org/search/result.php?tc=2.A.19				
rxn10868		TRUE		[SW] seems to be present only in mamalian kidney					
rxn05517		TRUE		[SW] Transporter not found in any other database.					
rxn08767	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-17787				
rxn01602	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-18357				
rxn04945	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GLUCOSE-1-DEHYDROGENASE-NADP%2b-RXN				
rxn13834	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GLUCOSE-1-DEHYDROGENASE-NADP%2b-RXN				
rxn00611	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=1.1.1.8-RXN				
rxn00612	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=1.1.1.8-RXN				
rxn00613	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=1.1.1.8-RXN				
rxn14229	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-15745				
rxn07251	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=NQOR-RXN				
rxn14299	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=DIHYDROOROTATE-DEHYDROGENASE-RXN				
rxn16165	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=1.1.99.25-RXN				
rxn20655		TRUE		[SW] Reaction is duplicate to rxn00151					
									
rxn00641	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=2.7.7.13-RXN				
rxn00649	>			[SW] Unsure but seems unlikely to be reversible as reaction is highly exergonic.					
rxn05733	>			[SW] Unsure but seems unlikely to be reversible as reaction is highly exergonic.					
rxn00952	>			[SW] Unsure but seems unlikely to be reversible as reaction is highly exergonic.					
rxn02229	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=MERCAPYSTRANS-RXN				
rxn02248	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=2.5.1.51-RXN				
rxn12991	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=ACETYL-COA-CARBOXYLTRANSFER-RXN				
rxn13752			-2:cpd00067:0:0:"H+";-1:cpd01414:1:0:"Tetrathionate";-1:cpd17026:1:0:"methymenaquinol 7";2:cpd00067:1:0:"H+";2:cpd00268:1:0:"H2S2O3";1:cpd11606:0:0:"Menaquinone 7"	[SW] Stoichiometry changed according to MetaCyc. 	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-8358				
rxn05595			-1:cpd00067:0:0:"H+";-1:cpd00205:1:0:"K+";1:cpd00067:1:0:"H+";1:cpd00205:0:0:"K+"	[SW] K+/H+ transport should be antagonistic. Antiport.					
rxn10115	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=FORMATEDEHYDROG-RXN				
rxn16356									TRUE
rxn23236									TRUE
rxn05295		TRUE		[SW] non-required mRNA synthesis reactions					
rxn12361		TRUE		[SW] non-required mRNA synthesis reactions					
rxn00991	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN				
rxn02889	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=METHYLCROTONYL-COA-CARBOXYLASE-RXN				
rxn02866	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN0-2301				
									
rxn09722		TRUE		[SW] Mitochondrium-specific reaction					
rxn09750		TRUE		[SW] Mitochondrium-specific reaction					
rxn05315		TRUE		[SW] Unsure, but transport causes Zn2+/K+/H+ futile cycle. Also transport reaction not found in any other database.					
rxn12500	>			[SW] Unsure as not found in any other database. However, exergonic reaction.					
rxn08756	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN0-884				
rxn00272	>			[SW] irrev according to BRENDA (numerous studies)	http://www.brenda-enzymes.org/enzyme.php?ecno=2.6.1.44#NATURAL%20SUBSTRATES				
rxn01299	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN0-363				
rxn00868	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-12558				
rxn02283	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GLUTAMATE-FORMIMINOTRANSFERASE-RXN				
rxn00364	>			[SW] never reported reversible according to BRENDA	http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.4.14#NATURAL%20SUBSTRATES				
rxn03365	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-8756				
rxn00474	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN0-2382				
rxn00471	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=ORNITHINE-CYCLODEAMINASE-RXN				
rxn02516	>			[SW] never reported reversible according to BRENDA. Even reported IR in some cases.	http://www.brenda-enzymes.org/enzyme.php?ecno=4.4.1.9#NATURAL%20SUBSTRATES				
rxn01964	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=TRYPSYN-RXN				
rxn01023	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=CYANIDE-HYDRATASE-RXN				
rxn00288	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN				
rxn00673	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=PROPCOASYN-RXN				
rxn00693	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=HOMOCYSMETB12-RXN				
rxn00909		TRUE		[SW] wrong electron carrier	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=1.5.1.20-RXN				
rxn00410	>			[SW] never reported reversible according to BRENDA	http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.4.2#SUBSTRATE				
rxn00859	>			[SW] never reported reversible according to BRENDA. Even reported IR in some cases.	http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.23#SUBSTRATE				
rxn00863	>			[SW] never reported reversible according to BRENDA. Even reported IR in some cases.	http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.23#SUBSTRATE				
rxn01280	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=TSA-REDUCT-RXN				
rxn01281	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=TSA-REDUCT-RXN				
rxn01301	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=HOMOSERDEHYDROG-RXN				
rxn01302	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=HOMOSERDEHYDROG-RXN				
rxn00927	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=PURINE-NUCLEOSIDASE-RXN				
rxn01649	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=XANTHOSINEPHOSPHORY-RXN				
rxn02186	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=ACETOLACTREDUCTOISOM-RXN				
									
rxn01454	<			[SW] never reported reversible according to BRENDA	http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.3.10#NATURAL%20SUBSTRATES				
rxn13429	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-12558				
rxn05759	>			[SW] Changed according to MetaCyc & BRENDA. [SW+JZ] update, made only forward as otherwise its causing futile cycles (backwards reaction needs chemiosmotic coupling see rxn90057)	http://www.brenda-enzymes.org/enzyme.php?ecno=1.12.7.2#NATURAL%20SUBSTRATES http://dx.doi.org/10.1038/nrmicro1931				
rxn05142	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-8014				
rxn01867	>			[SW] Reaction highly exergonic.	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=BADH-RXN				
rxn10770	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-6021				
rxn01459	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=AMINOBUTDEHYDROG-RXN				
rxn01851	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=AMINOBUTDEHYDROG-RXN				
rxn16141	<			[JZ] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION-IN-PATHWAY&object=RXN-11002				
rxn00085	<			[SW] Most commonly found irreversible	http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.1.13#NATURAL%20SUBSTRATES				
rxn03005	=		-1:cpd00201:0:0:"10-Formyltetrahydrofolate";-1:cpd02394:0:0:"GAR";1:cpd00067:0:0:"H+";1:cpd00087:0:0:"Tetrahydrofolate";1:cpd02678:0:0:"N-Formyl-GAR"	[SW] 5-10 THF is wrong reactant here. Should be 10-THF	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GART-RXN				
rxn03004	=			[SW] Rev. according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GART-RXN				
rxn00542		TRUE		[SW] Reaction only reported only once in rat liver in a 1978 publication, that is not available online.	https://www.ncbi.nlm.nih.gov/pubmed/3629727				
rxn01452	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN				
rxn03861	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN				
rxn01453	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-5901				
rxn06937	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GLURS-RXN				
rxn06591	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GLUTRNAREDUCT-RXN				
rxn13689	>		-2:cpd00109:0:0:"Cytochrome c3+";-1:cpd15561:0:0:"Ubiquinol-8";2:cpd00067:1:0:"H+";2:cpd00110:0:0:"Cytochrome c2+";1:cpd15560:0:0:"Ubiquinone-8"	[SW] direction and stoichiometry changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-18580				
rxn01644	>		-1:cpd00020:0:0:"Pyruvate";-1:cpd00346:0:0:"L-Aspartate4-semialdehyde";1:cpd00001:0:0:"H2O";1:cpd00067:0:0:"H+";1:cpd21488:0:0:"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate"	[SW] Reaction stoichiometry was corrected by the enzyme commission in 2012.	https://metacyc.org/META/NEW-IMAGE?type=REACTION-IN-PATHWAY&object=DIHYDRODIPICSYN-RXN				
rxn02928	<		-1:cpd00003:0:0:"NAD";-1:cpd02465:0:0:"tetrahydrodipicolinate";-1:cpd00001:0:0:"H2O";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd21488:0:0:"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate"	[SW] Reaction stoichiometry was corrected by the enzyme commission in 2012.	https://metacyc.org/META/NEW-IMAGE?type=REACTION-IN-PATHWAY&object=RXN-14014				
rxn02929	<		-1:cpd00006:0:0:"NADP";-1:cpd02465:0:0:"tetrahydrodipicolinate";-1:cpd00001:0:0:"H2O";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd21488:0:0:"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate"	[SW] Reaction stoichiometry was corrected by the enzyme commission in 2012.	https://metacyc.org/META/NEW-IMAGE?type=REACTION-IN-PATHWAY&object=RXN-14014				
rxn25797	>			[SW] Reaction might be important for sulfur metabolism.	https://metacyc.org/META/NEW-IMAGE?type=NIL&object=RXN-9739&redirect=T				
rxn20818	>		-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-1:cpd17159:0:0:"2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00699:0:0:"5-Dehydroquinate";1:cpd00013:0:0:"Ammonium"	[SW] Reaction might be important for quinate metabolism.	https://metacyc.org/META/NEW-IMAGE?type=NIL&object=RXN-10032&redirect=T				
rxn20643	>			[SW] Important reaction for de novo thiamine biosynthesis	https://metacyc.org/META/NEW-IMAGE?type=REACTION-IN-PATHWAY&object=PYRIMSYN1-RXN				
rxn27289	>			[SW] Reaction important for Thiamin biosynthesis	https://metacyc.org/META/NEW-IMAGE?type=REACTION-IN-PATHWAY&object=THIAZOLSYN2-RXN&detail-level=3				
rxn25839	>			[SW] Reaction important for Thiamin biosynthesis	https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6892&detail-level=3				
rxn25838	>		-1:cpd22312:0:0:"Adenylated-ThiS-Proteins";-1:cpd28256:0:0:"ThiI-S-sulfanylcysteine";-2:cpd11620:0:0:"Reducedferredoxin";1:cpd00018:0:0:"AMP";1:cpd28255:0:0:"ThiI-L-cysteine";1:cpd28259:0:0:"Thiocarboxyadenylated-ThiS-Proteins";2:cpd11621:0:0:"Oxidizedferredoxin"	[SW] Reaction important for Thiamin biosynthesis. Plus corrected according to metacyc and charge balanced.	https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6892&detail-level=3				
rxn25837	>			[SW] Reaction important for Thiamin biosynthesis	https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6892&detail-level=3				
rxn05927	>		-2:cpd11620:0:0:"Reducedferredoxin";-2:cpd00017:0:0:"S-Adenosyl-L-methionine";-1:cpd00074:0:0:"S";-1:cpd01311:0:0:"Dethiobiotin";2:cpd00060:0:0:"L-Methionine";1:cpd00104:0:0:"BIOT";2:cpd03091:0:0:"5'-Deoxyadenosine";2:cpd11621:0:0:"Oxidizedferredoxin"	[SW] Reaction stoichiometry changed according to MetaCyc and RHEA	https://www.rhea-db.org/reaction?id=22060 # https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=2.8.1.6-RXN				
rxn09310		TRUE		[SW] Incorrectly summarized reaction according to metacyc.	https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6891				
rxn00796		TRUE		[SW] Stoichiometry incorrect. Correct corresponding reaction: rxn05927	https://www.rhea-db.org/reaction?id=22060 # https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=2.8.1.6-RXN				
rxn08180		TRUE		[SW] Stoichiometry incorrect. Correct corresponding reaction: rxn05927	https://www.rhea-db.org/reaction?id=22060 # https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=2.8.1.6-RXN				
rxn02931	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN				
rxn04790	>			[SW] direction changed according to Reference.	doi: 10.1099/mic.0.26795-0 				
rxn01361	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=OROTATE-REDUCTASE-NADH-RXN				
rxn09483			-1:cpd00015:0:0:"FAD";-1:cpd00041:0:0:"L-Aspartate";1:cpd00982:0:0:"FADH2";1:cpd03470:0:0:"Iminoaspartate"	[SW] Corrected metabolite compartments.					
rxn00548				[SW] Previous abbreviation referred to wrong KEGG identifier and caused wrong assignment to ec-number 4.1.2.9			F6p-p-ketolase		
rxn15060				[SW] Previous abbreviation referred to wrong KEGG identifier and caused wrong assignment to ec-number 4.1.2.9			F6p-p-ketolase		
rxn00782	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=1.2.1.13-RXN				
rxn02424	>		-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-1:cpd00010:0:0:"CoA";-1:cpd00287:0:0:"3-Oxo-2-methylpropanoate";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00086:0:0:"Propionyl-CoA";1:cpd00242:0:0:"H2CO3"	[SW] Reaction equation changes according to MetaCyc and RHEA	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=1.2.1.27-RXN				
rxn12822	<			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=GLUTAMATE-SYNTHASE-FERREDOXIN-RXN				
rxn00928	<			[SW] direction changed according to MetaCyc	https://ecocyc.org/ECOLI/NEW-IMAGE?type=REACTION&object=PYRROLINECARBREDUCT-RXN				
rxn00929	<			[SW] direction changed according to MetaCyc	https://ecocyc.org/ECOLI/NEW-IMAGE?type=REACTION&object=PYRROLINECARBREDUCT-RXN				
rxn00930	<			[SW] direction changed according to MetaCyc	https://ecocyc.org/ECOLI/NEW-IMAGE?type=REACTION&object=PYRROLINECARBREDUCT-RXN				
rxn00931	<			[SW] direction changed according to MetaCyc	https://ecocyc.org/ECOLI/NEW-IMAGE?type=REACTION&object=PYRROLINECARBREDUCT-RXN				
rxn03910	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=NIL&object=RXN0-302&redirect=T				
rxn00541	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=NIL&object=THREONINE-ALDOLASE-RXN&redirect=T				
rxn01068	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=NIL&object=THREODEHYD-RXN&redirect=T				
rxn15090		TRUE		[SW] Literature on existence of this reaction is inconclusive.					
rxn15091		TRUE		[SW] Literature on existence of this reaction is inconclusive.					
rxn05981		TRUE		[SW] generic reaction.					
rxn05982		TRUE		[SW] generic reaction.					
rxn05983		TRUE		[SW] generic reaction.					
rxn05984		TRUE		[SW] generic reaction.					
rxn06022	>		-1:cpd00001:0:0:"H2O";-1:cpd11493:0:0:"ACP";1:cpd00067:0:0:"H+";1:cpd00834:0:0:"Phosphopantetheine";1:cpd12370:0:0:"apo-ACP"	[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=3.1.4.14-RXN				
rxn06672	>			[SW] direction changed according to MetaCyc	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=BIOTIN-CARBOXYL-RXN				
rxn14361		TRUE		[SW] -sugar- as metabolite too generic					
rxn11025		TRUE		[SW] Uses erroneous compound definition for 1,3-bpg					
rxn11052		TRUE		[SW] Uses erroneous compound definition for 1,3-bpg					
rxn05322			-1:cpd00003:0:0:"NAD";-1:cpd11464:0:0:"Butyryl-ACP";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd11465:0:0:"But-2-enoyl-[acyl-carrier protein]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9657				
rxn05323			-1:cpd00003:0:0:"NAD";-1:cpd11466:0:0:"Myristoyl-ACP";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd11467:0:0:"(2E)-Tetradecenoyl-[acp]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9662				
rxn05356			-1:cpd00006:0:0:"NADP";-1:cpd11474:0:0:"Decanoyl-ACP";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd11475:0:0:"(2E)-Decenoyl-[acp]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9530				
rxn05355			-1:cpd00006:0:0:"NADP";-1:cpd11468:0:0:"Dodecanoyl-ACP";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd11469:0:0:"(2E)-Dodecenoyl-[acp]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9534				
rxn05353			-1:cpd00006:0:0:"NADP";-1:cpd11464:0:0:"Butyryl-ACP";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd11465:0:0:"But-2-enoyl-[acyl-carrier protein]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9515				
rxn05351			-1:cpd00006:0:0:"NADP";-1:cpd11466:0:0:"Myristoyl-ACP";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd11467:0:0:"(2E)-Tetradecenoyl-[acp]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9538				
rxn04046			-1:cpd00017:0:0:"S-Adenosyl-L-methionine";-1:cpd08368:0:0:"Cobalt-precorrin 2";1:cpd00019:0:0:"S-Adenosyl-homocysteine";1:cpd00067:0:0:"H+";1:cpd08369:0:0:"Cobalt-precorrin 3"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=17997				
rxn04052			-1:cpd08375:0:0:"Cobalt-precorrin 8";1:cpd03421:0:0:"Cobyrinate"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=16209				
rxn04750			-1:cpd00003:0:0:"NAD";-1:cpd09844:0:0:"(3S)-3-Hydroxyadipyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd01507:0:0:"3-Oxoadipyl-CoA"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=34854				
rxn05324			-1:cpd00003:0:0:"NAD";-1:cpd11468:0:0:"Dodecanoyl-ACP";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd11469:0:0:"(2E)-Dodecenoyl-[acp]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9661				
rxn05327			-1:cpd00003:0:0:"NAD";-1:cpd11474:0:0:"Decanoyl-ACP";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd11475:0:0:"(2E)-Decenoyl-[acp]"	[SW] Stoichiometry changed according to MetaCyc and iAF1260	https://metacyc.org/META/NEW-IMAGE?type=REACTION&object=RXN-9660				
rxn05336			-1:cpd00006:0:0:"NADP";-1:cpd11481:0:0:"R-3-hydroxypalmitoyl-acyl-carrierprotein-";1:cpd00005:0:0:"NADPH";1:cpd11485:0:0:"3-oxohexadecanoyl-acp";1:cpd00067:0:0:"H+"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41904				
rxn05337			-1:cpd00006:0:0:"NADP";-1:cpd11479:0:0:"D-3-Hydroxyhexanoyl-[acp]";1:cpd00005:0:0:"NADPH";1:cpd11486:0:0:"3-Oxohexanoyl-[acp]";1:cpd00067:0:0:"H+"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41824				
rxn05339			-1:cpd00006:0:0:"NADP";-1:cpd11478:0:0:"(R)-3-Hydroxybutanoyl-[acyl-carrier protein]";1:cpd00005:0:0:"NADPH";1:cpd11488:0:0:"Acetoacetyl-ACP";1:cpd00067:0:0:"H+"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41824				
rxn05340			-1:cpd00006:0:0:"NADP";-1:cpd11480:0:0:"D-3-Hydroxydodecanoyl-[acp]";1:cpd00005:0:0:"NADPH";1:cpd11489:0:0:"3-oxododecanoyl-acp";1:cpd00067:0:0:"H+"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41824				
rxn05342			-1:cpd00006:0:0:"NADP";-1:cpd11484:0:0:"HMA";1:cpd00005:0:0:"NADPH";1:cpd11491:0:0:"3-oxotetradecanoyl-acp";1:cpd00067:0:0:"H+"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41824				
rxn05344			-1:cpd00067:0:0:"H+";-1:cpd11466:0:0:"Myristoyl-ACP";-1:cpd11492:0:0:"Malonyl-acyl-carrierprotein-";1:cpd00011:0:0:"CO2";1:cpd11485:0:0:"3-oxohexadecanoyl-acp";1:cpd11493:0:0:"ACP"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41900				
rxn05345			-1:cpd00067:0:0:"H+";-1:cpd11468:0:0:"Dodecanoyl-ACP";-1:cpd11492:0:0:"Malonyl-acyl-carrierprotein-";1:cpd00011:0:0:"CO2";1:cpd11491:0:0:"3-oxotetradecanoyl-acp";1:cpd11493:0:0:"ACP"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41900				
rxn05346			-1:cpd00067:0:0:"H+";-1:cpd11464:0:0:"Butyryl-ACP";-1:cpd11492:0:0:"Malonyl-acyl-carrierprotein-";1:cpd00011:0:0:"CO2";1:cpd11486:0:0:"3-Oxohexanoyl-[acp]";1:cpd11493:0:0:"ACP"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41900				
rxn05347			-1:cpd00067:0:0:"H+";-1:cpd11492:0:0:"Malonyl-acyl-carrierprotein-";-1:cpd11494:0:0:"Acetyl-ACP";1:cpd00011:0:0:"CO2";1:cpd11488:0:0:"Acetoacetyl-ACP";1:cpd11493:0:0:"ACP"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41900				
rxn05348			-1:cpd00067:0:0:"H+";-1:cpd11474:0:0:"Decanoyl-ACP";-1:cpd11492:0:0:"Malonyl-acyl-carrierprotein-";1:cpd00011:0:0:"CO2";1:cpd11489:0:0:"3-oxododecanoyl-acp";1:cpd11493:0:0:"ACP"	[SW] Stoichiometry changed according to RHEA	https://www.rhea-db.org/reaction?id=41900				
