ID	Name	Completness	VagueReactions	KeyReactions	KeyReactionsFound
|PWY-5277|	thiosulfate disproportionation I (thiol-dependent)	0	1	0	0
|PWY-6590|	superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation	0	1	0	0
|PWY-7007|	methyl ketone biosynthesis (engineered)	100	2	0	0
|PWY-7762|	bacteriochlorophyll <i>b</i> biosynthesis	0	4	1	0
|PWY-6863|	pyruvate fermentation to hexanol (engineered)	66	2	0	0
|PWY-5464|	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	0	1	0	0
|PWY4LZ-257|	superpathway of fermentation (<i>Chlamydomonas reinhardtii</i>)	71	0	0	0
|PWY-7126|	ethylene biosynthesis IV (engineered)	100	0	0	0
|PWY-6588|	pyruvate fermentation to acetone	60	0	1	0
|PWY-5725|	farnesene biosynthesis	50	2	0	0
|PWY-6604|	superpathway of <i>Clostridium acetobutylicum</i> acidogenic and solventogenic fermentation	0	1	0	0
|PWY0-1517|	sedoheptulose bisphosphate bypass	0	2	1	0
|PWY-5113|	UDP-D-apiose biosynthesis (from UDP-D-glucuronate)	0	1	0	0
|CHLOROPHYLL-SYN|	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	83	0	2	1
|PWY-7351|	pyruvate fermentation to opines	20	4	0	0
|PWY-6728|	methylaspartate cycle	87	0	2	0
|CENTFERM-PWY|	pyruvate fermentation to butanoate	85	0	0	0
|GLYCOLYSIS-TCA-GLYOX-BYPASS|	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0	1	0	0
|PWY-6594|	superpathway of <i>Clostridium acetobutylicum</i> solventogenic fermentation	0	1	0	0
|PWY-6873|	long chain fatty acid ester synthesis (engineered)	75	0	0	0
|PWY-7111|	pyruvate fermentation to isobutanol (engineered)	80	1	0	0
|PWY-5197|	lactate biosynthesis (archaea)	66	2	1	0
|PWY-7159|	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent)	66	0	2	0
|PWY-5939|	pyruvate fermentation to  (<i>R</i>)-acetoin II	50	0	1	0
|PWY-6992|	1,5-anhydrofructose degradation	80	0	1	1
|PWY-5938|	pyruvate fermentation to (<i>R</i>)-acetoin I	100	0	1	1
|PWY-5352|	thiosulfate disproportionation II (cytochrome)	0	1	0	0
|PWY3O-440|	pyruvate fermentation to acetoin III	100	0	0	0
|PWY-7195|	pyrimidine ribonucleosides salvage III	100	0	1	1
|PWY-7118|	chitin degradation to ethanol	100	0	0	0
|PWY-6556|	pyrimidine ribonucleosides salvage II	50	0	1	1
|PWY-6389|	pyruvate fermentation to (<i>S</i>)-acetoin	100	0	1	1
|PWY-5723|	Rubisco shunt	80	0	1	1
|PWY-5531|	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic)	66	0	3	0
|PWY-7813|	thiosulfate disproportionation III (quinone)	100	0	0	0
|GLYCOLYSIS-E-D|	superpathway of glycolysis and the Entner-Doudoroff pathway	100	0	0	0
|PWY-6871|	3-methylbutanol biosynthesis (engineered)	100	0	0	0
|PWY-3041|	monoterpene biosynthesis	0	10	0	0
|PWY-5086|	chlorophyll <i>a</i> biosynthesis I	100	0	2	2
|PWY-7208|	superpathway of pyrimidine nucleobases salvage	0	1	0	0
|PWY-6938|	NADH repair	50	1	0	0
|PWY-7194|	pyrimidine nucleobases salvage II	100	0	1	1
|PWY-7205|	CMP phosphorylation	100	0	0	0
|PWY-5306|	superpathway of thiosulfate metabolism (<i>Desulfovibrio sulfodismutans</i>)	100	1	0	0
|PWY-7193|	pyrimidine ribonucleosides salvage I	0	1	1	0
|PWY-5805|	nonaprenyl diphosphate biosynthesis I	100	0	0	0
|PWY-7196|	superpathway of pyrimidine ribonucleosides salvage	0	1	1	0
|PWY-7102|	bisabolene biosynthesis (engineered)	33	3	0	0
|PWY-6643|	coenzyme M biosynthesis II	66	0	0	0
|PWY-7200|	superpathway of pyrimidine deoxyribonucleoside salvage	0	1	0	0
|PWY-7183|	pyrimidine nucleobases salvage I	100	0	0	0
|PWY-561|	superpathway of glyoxylate cycle and fatty acid degradation	100	0	0	0
|PWY-5816|	all <i>trans</i> undecaprenyl diphosphate biosynthesis	0	1	0	0
|PWY-7199|	pyrimidine deoxyribonucleosides salvage	14	0	0	0
|PWY-5068|	chlorophyll cycle	75	1	0	0
|PWY-6383|	mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis	75	1	1	1
|PWY-7178|	ethylene glycol biosynthesis (engineered)	100	0	0	0
|PWY-5785|	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	100	0	0	0
|PWY-5741|	ethylmalonyl-CoA pathway	90	1	1	1
|PWY-5807|	heptaprenyl diphosphate biosynthesis	100	0	0	0
|RUMP-PWY|	formaldehyde oxidation I	83	0	2	1
|P261-PWY|	coenzyme M biosynthesis I	50	0	0	0
|PWY-6859|	<i>all-trans</i>-farnesol biosynthesis	50	0	1	0
|PWY-5893|	tridecaprenyl diphosphate biosynthesis	0	1	0	0
|PWY-7764|	chlorophyll <i>a</i> biosynthesis III	50	1	1	0
|POLYISOPRENSYN-PWY|	polyisoprenoid biosynthesis (<i>E. coli</i>)	0	1	0	0
|GLYOXYLATE-BYPASS|	glyoxylate cycle	100	0	2	2
|PWY-5783|	octaprenyl diphosphate biosynthesis	100	0	0	0
|PWY-6876|	isopropanol biosynthesis (engineered)	40	1	0	0
|PWY-5806|	all-<i>trans</i>-decaprenyl diphosphate biosynthesis	100	0	0	0
|PWY-6519|	8-amino-7-oxononanoate biosynthesis I	100	0	2	2
|PWY-7147|	8-amino-7-oxononanoate biosynthesis II	100	0	1	1
|PWY-5817|	dodecaprenyl diphosphate biosynthesis	0	1	0	0
|PWY-5064|	chlorophyll <i>a</i> biosynthesis II	100	0	0	0
|PWY-6520|	nonaprenyl diphosphate biosynthesis II	100	0	0	0
|PWY-6578|	8-amino-7-oxononanoate biosynthesis III	100	0	1	1
|HEXPPSYN-PWY|	hexaprenyl diphosphate biosynthesis	100	0	0	0
|PWY-5122|	geranyl diphosphate biosynthesis	100	0	0	0
|PWY-5123|	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	66	0	1	1
|PWY-5529|	superpathway of bacteriochlorophyll <i>a</i> biosynthesis	0	1	0	0
|PWY0-162|	superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis	0	1	0	0
|PWY-7176|	UTP and CTP <i>de novo</i> biosynthesis	100	0	0	0
|PWY-7187|	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	60	0	2	0
|PWY0-166|	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)	75	0	1	1
|PWY-7211|	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	0	1	0	0
|PWY-6151|	<i>S</i>-adenosyl-L-methionine cycle I	0	1	2	0
|PWY-5041|	<i>S</i>-adenosyl-L-methionine cycle II	66	1	1	1
|PWY-5063|	phytyl diphosphate biosynthesis	0	1	0	0
|PWY-43|	putrescine biosynthesis II	66	0	0	0
|PWY-40|	putrescine biosynthesis I	50	0	0	0
|PWY-6305|	putrescine biosynthesis IV	75	0	0	0
|PWY-46|	putrescine biosynthesis III	100	0	0	0
|P21-PWY|	pentose phosphate pathway (partial)	100	0	0	0
|OXIDATIVEPENT-PWY|	pentose phosphate pathway (oxidative branch) I	100	0	0	0
|PWY-7796|	pentose phosphate pathway (oxidative branch) II	50	0	0	0
|PWY-1042|	glycolysis IV (plant cytosol)	80	0	2	1
|SERSYN-PWY|	L-serine biosynthesis	100	0	0	0
|P341-PWY|	glycolysis V (Pyrococcus)	55	0	2	0
|NONOXIPENT-PWY|	pentose phosphate pathway (non-oxidative branch)	100	0	0	0
|GLYCOLYSIS|	glycolysis I (from glucose 6-phosphate)	91	0	0	0
|PWY-5484|	glycolysis II (from fructose 6-phosphate)	90	0	0	0
|PENTOSE-P-PWY|	pentose phosphate pathway	0	1	0	0
|ANAGLYCOLYSIS-PWY|	glycolysis III (from glucose)	90	0	0	0
|PWY-5195|	artemisinin biosynthesis	50	1	0	0
|PWY-7497|	3&beta;-hydroxysesquiterpene lactone biosynthesis	0	3	0	0
|PWY-3881|	mannitol biosynthesis	66	1	0	0
|PWY-6540|	costunolide biosynthesis	0	5	0	0
|PWY-7720|	ophiobolin F biosynthesis	66	1	0	0
|PWY-7736|	stellatic acid biosynthesis	80	4	0	0
|PWY-6739|	pinitol biosynthesis II	0	3	0	0
|GLYSYN-ALA-PWY|	glycine biosynthesis III	100	0	0	0
|PWY-6738|	pinitol biosynthesis I	0	1	0	0
|GLYCINE-SYN2-PWY|	glycine biosynthesis II	100	0	0	0
|PWY-5872|	ubiquinol-10 biosynthesis (eukaryotic)	100	4	0	0
|PWY-7230|	ubiquinol-6 biosynthesis from 4-aminobenzoate (eukaryotic)	100	9	0	0
|GLYSYN-THR-PWY|	glycine biosynthesis IV	100	0	0	0
|PWY3O-19|	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	100	4	0	0
|PWY-5856|	ubiquinol-9 biosynthesis (prokaryotic)	100	3	2	1
|PWY-5871|	ubiquinol-9 biosynthesis (eukaryotic)	100	4	0	0
|GLYSYN-PWY|	glycine biosynthesis I	100	0	0	0
|PWY-6708|	ubiquinol-8 biosynthesis (prokaryotic)	100	3	1	1
|PWY-5855|	ubiquinol-7 biosynthesis (prokaryotic)	100	3	2	1
|PWY-5873|	ubiquinol-7 biosynthesis (eukaryotic)	100	4	0	0
|PWY-5870|	ubiquinol-8 biosynthesis (eukaryotic)	80	4	0	0
|PWY-7233|	ubiquinol-6 bypass biosynthesis (eukaryotic)	100	11	0	0
|PWY-5857|	ubiquinol-10 biosynthesis (prokaryotic)	100	3	2	1
|PWY-621|	sucrose degradation III (sucrose invertase)	50	0	1	0
|SUCROSEUTIL2-PWY|	sucrose degradation VII (sucrose 3-dehydrogenase)	100	2	0	0
|PWY-5384|	sucrose degradation IV (sucrose phosphorylase)	75	0	1	0
|PWY-7552|	heme <i>b</i> biosynthesis III (from siroheme)	0	3	0	0
|PWY66-373|	sucrose degradation V (sucrose &alpha;-glucosidase)	66	0	0	0
|PWY-3801|	sucrose degradation II (sucrose synthase)	66	0	1	0
|HEME-BIOSYNTHESIS-II|	heme <i>b</i> biosynthesis I (aerobic)	75	0	0	0
|PWY-7345|	superpathway of anaerobic sucrose degradation	0	1	1	0
|PWY-7791|	UMP biosynthesis III	100	0	1	1
|SUCUTIL-PWY|	sucrose degradation I (sucrose phosphotransferase)	50	2	1	0
|PWY-7790|	UMP biosynthesis II	100	0	1	1
|PWY-5920|	superpathway of <i>b</i> heme biosynthesis from glycine	0	1	0	0
|PWY-5686|	UMP biosynthesis I	100	0	1	1
|PWY0-1415|	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	75	0	0	0
|PWY-5918|	superpathay of heme <i>b</i> biosynthesis from glutamate	0	1	0	0
|PWY-7766|	heme <i>b</i> biosynthesis IV (Gram-positive bacteria)	33	3	0	0
|HEMESYN2-PWY|	heme <i>b</i> biosynthesis II (anaerobic)	75	0	0	0
|PWY-5114|	UDP-sugars interconversion	0	1	0	0
|PWY-4|	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	0	1	0	0
|PWY-7336|	UDP-<i>N</i>-acetyl-&alpha;-D-galactosaminuronate biosynthesis	100	1	0	0
|PWY-4861|	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	100	0	0	0
|PWY-7346|	UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	100	0	0	0
|PWY-63|	UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)	100	0	0	0
|PWY-82|	UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	0	1	0	0
|PWY-3261|	UDP-&beta;-L-rhamnose biosynthesis	100	2	0	0
|PWY-7335|	UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis	50	0	0	0
|PWY-7344|	UDP-&alpha;-D-galactose biosynthesis	100	0	0	0
|PWY-7842|	UDP-yelosamine biosynthesis	100	1	0	0
|PWY-7090|	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	80	0	0	0
|PWY0-1352|	nitrate reduction VIII (dissimilatory)	100	1	2	1
|PWY-7331|	UDP-<i>N</i>-acetyl-&beta;-L-quinovosamine biosynthesis	100	2	0	0
|PWY-7334|	UDP-<i>N</i>-acetyl-&alpha;-D-quinovosamine biosynthesis	100	1	0	0
|DISSULFRED-PWY|	sulfate reduction IV (dissimilatory, to hydrogen sufide))	100	1	0	0
|PWY-7343|	UDP-&alpha;-D-glucose biosynthesis I	66	0	0	0
|PWY-7028|	UDP-<i>N,N'</i>-diacetylbacillosamine biosynthesis	100	0	3	3
|PWY0-1573|	nitrate reduction VIIIb (dissimilatory)	100	0	0	0
|PWY-7330|	UDP-<i>N</i>-acetyl-&beta;-L-fucosamine biosynthesis	50	1	0	0
|PWY-7333|	UDP-<i>N</i>-acetyl-&alpha;-D-fucosamine biosynthesis	100	1	0	0
|PWY-4601|	arsenate reduction (respiratory)	0	0	0	0
|PWY-5514|	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	75	0	1	0
|POLYAMINSYN3-PWY|	superpathway of polyamine biosynthesis II	0	0	0	0
|PWY-5512|	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis I	100	0	0	0
|PWY0-1578|	hydrogen to trimethylamine N-oxide electron transfer	50	0	0	0
|PWY-5907|	homospermidine biosynthesis	0	0	0	0
|PWY-6530|	perchlorate reduction	0	1	1	0
|PWY-6456|	serinol biosynthesis	0	2	0	0
|UDPNAGSYN-PWY|	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	100	0	0	0
|PWY0-1584|	nitrate reduction X (dissimilatory, periplasmic)	100	0	0	0
|UDPNACETYLGALSYN-PWY|	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II	100	0	0	0
|PWY-7297|	octopamine biosynthesis	0	1	1	0
|PWY0-1321|	nitrate reduction III (dissimilatory)	100	0	2	2
|PWY-7377|	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)	90	0	0	0
|ARG+POLYAMINE-SYN|	superpathway of arginine and polyamine biosynthesis	0	1	0	0
|PWY0-1348|	NADH to dimethyl sulfoxide electron transfer	100	1	2	1
|URSIN-PWY|	ureide biosynthesis	0	1	0	0
|DENITRIFICATION-PWY|	nitrate reduction I (denitrification)	100	0	2	2
|P101-PWY|	ectoine biosynthesis	60	0	1	0
|PWY0-1356|	formate to dimethyl sulfoxide electron transfer	100	0	2	2
|PWY-4121|	glutathionylspermidine biosynthesis	0	0	0	0
|P303-PWY|	ammonia oxidation II (anaerobic)	33	0	0	0
|PWY-7376|	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	100	0	1	1
|PWY-6173|	histamine biosynthesis	0	0	0	0
|PWY0-1577|	hydrogen to dimethyl sulfoxide electron transfer	50	0	0	0
|HSERMETANA-PWY|	L-methionine biosynthesis III	50	0	2	0
|METHANOGENESIS-PWY|	methanogenesis from H<SUB>2</SUB> and CO<SUB>2</SUB>	16	0	0	0
|PWY-6565|	superpathway of polyamine biosynthesis III	0	1	4	0
|PWY-6529|	chlorate reduction	50	0	1	1
|PWY-5247|	methanogenesis from methylamine	0	0	0	0
|TRYPANOSYN-PWY|	trypanothione biosynthesis	0	0	0	0
|PWY0-1582|	glycerol-3-phosphate to fumarate electron transfer	100	0	0	0
|PWY-5347|	superpathway of L-methionine biosynthesis (transsulfuration)	0	1	0	0
|PWY-5261|	methanogenesis from tetramethylammonium	0	2	0	0
|GLYCGREAT-PWY|	creatine biosynthesis	0	0	2	0
|PWY-7084|	nitrifier denitrification	75	0	0	0
|METH-ACETATE-PWY|	methanogenesis from acetate	40	1	0	0
|POLYAMSYN-PWY|	superpathway of polyamine biosynthesis I	0	1	0	0
|PWY0-1347|	NADH to trimethylamine <i>N</i>-oxide electron transfer	100	1	2	1
|HOMOSER-METSYN-PWY|	L-methionine biosynthesis I	80	0	2	2
|PWY-5209|	methyl-coenzyme M oxidation to CO<sub>2</sub>	0	5	0	0
|PWY-6158|	creatine-phosphate biosynthesis	100	0	0	0
|PWY0-1355|	formate to trimethylamine <i>N</i>-oxide electron transfer	100	0	2	2
|PWY-7316|	dTDP-<i>N</i>-acetylviosamine biosynthesis	100	0	1	1
|PWY-5250|	methanogenesis from trimethylamine	0	0	0	0
|PWY-6562|	norspermidine biosynthesis	83	0	4	3
|P224-PWY|	sulfate reduction V (dissimilatory, to thiosulfate)	100	0	0	0
|PWY-5864|	superpathway of plastoquinol biosynthesis	0	1	0	0
|PWY-7439|	dTDP-&beta;-L-evernitrose biosynthesis	0	1	0	0
|PWY-7413|	dTDP-6-deoxy-&alpha;-D-allose biosynthesis	100	0	1	1
|PWY-5345|	superpathway of L-methionine biosynthesis (by sulfhydrylation)	0	1	0	0
|METHFORM-PWY|	methyl-coenzyme M reduction to methane	0	0	0	0
|PWY0-1303|	aminopropylcadaverine biosynthesis	100	1	1	0
|PWY0-1576|	hydrogen to fumarate electron transfer	50	0	0	0
|PWY-6973|	dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis	66	5	3	0
|PWY-7688|	dTDP-D-ravidosamine and dTDP-4-acetyl-D-ravidosamine biosynthesis	60	2	0	0
|PWY-5248|	methanogenesis from dimethylamine	0	0	0	0
|ARGSPECAT-PWY|	spermine biosynthesis	0	0	1	0
|PWY-5674|	nitrate reduction IV (dissimilatory)	50	0	0	0
|PWY-7104|	dTDP-L-megosamine biosynthesis	100	4	1	0
|PWY-1581|	plastoquinol-9 biosynthesis I	33	1	0	0
|PWY-7315|	dTDP-<i>N</i>-acetylthomosamine biosynthesis	75	0	0	0
|METSYN-PWY|	L-homoserine and L-methionine biosynthesis	0	1	0	0
|PWY-5259|	methanogenesis from methanethiol	0	2	0	0
|P541-PWY|	glycine betaine biosynthesis IV (from glycine)	0	0	0	0
|PWY0-1581|	nitrate reduction IX (dissimilatory)	100	0	0	0
|PWY-7318|	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	50	3	1	0
|PWY-6953|	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	80	0	1	1
|PWY-6830|	superpathway of methanogenesis	0	1	0	0
|PWY-6004|	glycine betaine biosynthesis V (from glycine)	0	0	0	0
|PWY-6748|	nitrate reduction VII (denitrification)	100	0	2	2
|PWY-6978|	plastoquinol-9 biosynthesis II	66	2	0	0
|PWY-6976|	dTDP-L-mycarose biosynthesis	100	4	1	0
|PWY-7657|	dTDP-&beta;-L-digitoxose biosynthesis	66	3	0	0
|PWY-702|	L-methionine biosynthesis II	75	2	2	1
|BETSYN-PWY|	glycine betaine biosynthesis I (Gram-negative bacteria)	100	0	0	0
|PWY0-1585|	formate to nitrite electron transfer	66	0	0	0
|PWY-7312|	dTDP-D-&beta;-fucofuranose biosynthesis	75	0	0	0
|PWY-7414|	dTDP-&alpha;-D-mycaminose biosynthesis	40	2	0	0
|PWY-4021|	&beta;-alanine betaine biosynthesis	0	2	0	0
|PWY0-1336|	NADH to fumarate electron transfer	100	1	2	1
|PWY-6942|	dTDP-D-desosamine biosynthesis	83	0	1	1
|PWY-7594|	&gamma;-linolenate biosynthesis III (cyanobacteria)	0	1	0	0
|PWY-7440|	dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis	100	4	1	0
|PWY-3722|	glycine betaine biosynthesis II (Gram-positive bacteria)	100	1	0	0
|PWY-6974|	dTDP-L-olivose biosynthesis	66	3	1	0
|PWY-6000|	&gamma;-linolenate biosynthesis II (animals)	50	0	0	0
|PWY-7814|	dTDP-L-daunosamine biosynthesis	100	3	0	0
|PWY1F-353|	glycine betaine biosynthesis III (plants)	100	0	0	0
|PWY-7301|	dTDP-4-<i>O</i>-demethyl-&beta;-L-noviose biosynthesis	100	2	0	0
|PWY-5998|	&gamma;-linolenate biosynthesis I (plants)	0	1	0	0
|PWY-3221|	dTDP-L-rhamnose biosynthesis II	100	0	0	0
|DTDPRHAMSYN-PWY|	dTDP-L-rhamnose biosynthesis I	100	0	0	0
|PWY-5258|	methanogenesis from dimethylsulfide	0	2	0	0
|PWY-5983|	trehalose biosynthesis VI	100	0	0	0
|TREHALOSESYN-PWY|	trehalose biosynthesis III	50	0	1	0
|PWY-2661|	trehalose biosynthesis V	0	0	1	0
|PWY-881|	trehalose biosynthesis II	50	1	1	0
|PWY-2622|	trehalose biosynthesis IV	0	0	0	0
|PWY-5985|	trehalose biosynthesis VII	0	1	0	0
|TRESYN-PWY|	trehalose biosynthesis I	100	0	1	1
|PWY-2723|	trehalose degradation V	75	0	1	1
|TREDEGLOW-PWY|	trehalose degradation I (low osmolarity)	33	0	1	0
|PWY-2722|	trehalose degradation IV	50	0	1	0
|PWY-6028|	acetoin degradation	100	0	0	0
|PWY0-1466|	trehalose degradation VI (periplasmic)	50	0	0	0
|PWY-2721|	trehalose degradation III	50	0	0	0
|PWY-7779|	methyl <i>tert</i>-butyl ether degradation	33	8	0	0
|PWY0-1182|	trehalose degradation II (trehalase)	33	0	1	0
|PWY-7780|	butane degradation	66	2	0	0
|PWY-5534|	propene degradation	42	0	0	0
|PWY-7778|	2-methylpropene degradation	42	4	0	0
|PWY-7777|	isoprene degradation	0	1	0	0
|PWY-7776|	ethene and chloroethene degradation	20	0	0	0
|PWY-6549|	L-glutamine biosynthesis III	77	1	0	0
|PWY-5505|	L-glutamate and L-glutamine biosynthesis	0	1	0	0
|PWY-5172|	acetyl-CoA biosynthesis III (from citrate)	100	0	0	0
|PWY-4341|	L-glutamate biosynthesis V	100	0	0	0
|GLUGLNSYN-PWY|	L-glutamate biosynthesis IV	100	0	0	0
|PWY-6970|	acetyl-CoA biosynthesis II (NADP-dependent pyruvate dehydrogenase)	0	0	0	0
|PWY-5173|	superpathway of acetyl-CoA biosynthesis	0	1	0	0
|GLUTSYNIII-PWY|	L-glutamate biosynthesis III	100	0	0	0
|GLUTSYN-PWY|	L-glutamate biosynthesis I	100	0	0	0
|PWY-5677|	succinate fermentation to butanoate	100	1	0	0
|PWY-5260|	methanogenesis from methylthiopropanoate	0	2	0	0
|GLUTAMATE-SYN2-PWY|	L-glutamate biosynthesis II	100	0	0	0
|PWY-5676|	acetyl-CoA fermentation to butanoate II	100	0	0	0
|GLUDEG-II-PWY|	L-glutamate degradation VII (to butanoate)	0	0	0	0
|PWY-5022|	4-aminobutanoate degradation V	100	1	0	0
|PWY-4841|	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)	0	2	1	0
|PWY-5207|	coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)	25	1	0	0
|PWY-7867|	coenzyme B/coenzyme M regeneration IV (H<sub>2</sub>-dependent)	0	1	0	0
|PWY-6292|	superpathway of L-cysteine biosynthesis (mammalian)	0	1	0	0
|PWY-7289|	L-cysteine biosynthesis V	50	0	0	0
|PWY-7866|	coenzyme B/coenzyme M regeneration III (coenzyme F<sub>420</sub>-dependent)	0	1	0	0
|PWY-I9|	L-cysteine biosynthesis VI (from L-methionine)	50	1	0	0
|HOMOCYSDEGR-PWY|	L-cysteine biosynthesis III (from L-homocysteine)	100	1	0	0
|PWY-5507|	adenosylcobalamin biosynthesis I (anaerobic)	0	1	0	0
|PWY-801|	homocysteine and cysteine interconversion	100	0	0	0
|P381-PWY|	adenosylcobalamin biosynthesis II (aerobic)	0	1	1	0
|CYSTSYN-PWY|	L-cysteine biosynthesis I	100	0	0	0
|PWY-7865|	coenzyme B/coenzyme M regeneration II (ferredoxin-dependent)	0	1	0	0
|PWY-6293|	L-cysteine biosynthesis IV (fungi)	0	1	0	0
|PWY-7870|	L-cysteine biosynthesis VII	100	2	0	0
|PWY-7868|	coenzyme B/coenzyme M regeneration V (formate-dependent)	0	1	0	0
|PWY-4041|	&gamma;-glutamyl cycle	75	1	1	0
|PWY-4181|	glutathione amide metabolism	100	1	0	0
|PWY1G-126|	mycothiol oxidation	100	0	0	0
|COA-PWY-1|	superpathway of coenzyme A biosynthesis III (mammals)	100	0	1	0
|GLUTATHIONESYN-PWY|	glutathione biosynthesis	50	0	0	0
|PWY1G-0|	mycothiol biosynthesis	60	0	0	0
|THIOREDOX-PWY|	thioredoxin pathway	100	0	0	0
|GLUT-REDOX-PWY|	glutathione-glutaredoxin redox reactions	100	2	0	0
|PWY-7851|	coenzyme A biosynthesis II (eukaryotic)	75	1	1	0
|PWY-4081|	glutathione-peroxide redox reactions	33	1	0	0
|PWY-6840|	homoglutathione biosynthesis	0	1	0	0
|PWY8J2-1|	bacillithiol biosynthesis	0	1	0	0
|COA-PWY|	coenzyme A biosynthesis I (prokaryotic)	100	0	1	1
|PWY-4221|	superpathway of coenzyme A biosynthesis II (plants)	0	1	0	0
|PWY-5424|	superpathway of oleoresin turpentine biosynthesis	0	1	0	0
|PWY-6668|	(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis	0	2	0	0
|PWY-5828|	lacinilene C biosynthesis	0	1	0	0
|PWY-5827|	heliocides biosynthesis	0	1	0	0
|PWY-7087|	2-methylisoborneol biosynthesis	0	0	0	0
|PWY-5054|	sorbitol biosynthesis I	66	1	0	0
|PWY-4942|	sterculate biosynthesis	100	1	0	0
|PWY0-541|	cyclopropane fatty acid (CFA) biosynthesis	100	0	0	0
|PWY-7943|	lycopadiene biosynthesis	0	1	0	0
|CAROTENOID-PWY|	superpathway of carotenoid biosynthesis in plants	0	1	0	0
|PWY-5174|	capsanthin and capsorubin biosynthesis	100	0	0	0
|PWY-5175|	lactucaxanthin biosynthesis	0	3	0	0
|PWY-5288|	astaxanthin biosynthesis (bacteria, fungi, algae)	0	6	0	0
|PWY-5823|	superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	0	1	0	0
|PWY-5291|	canthaxanthin biosynthesis	0	1	0	0
|PWY-5832|	CDP-paratose biosynthesis	0	0	0	0
|PWY-5943|	&beta;-carotene biosynthesis	0	0	0	0
|PWY-6998|	CDP-D-arabitol biosynthesis	0	1	0	0
|PWY-5944|	zeaxanthin biosynthesis	0	1	0	0
|PWY-5831|	CDP-abequose biosynthesis	100	0	0	0
|PWY-6415|	L-ascorbate biosynthesis V	50	2	3	0
|PWY-5945|	violaxanthin, antheraxanthin and zeaxanthin interconversion	0	1	0	0
|PWY-5834|	CDP-tyvelose biosynthesis	50	0	0	0
|PWY-5946|	&delta;-carotene biosynthesis	0	1	0	0
|PWY-5830|	CDP-ascarylose biosynthesis	0	1	0	0
|PWY-5947|	lutein biosynthesis	0	2	0	0
|PWY-5833|	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	100	0	0	0
|PWY-6279|	myxol-2' fucoside biosynthesis	0	4	0	0
|PWY-7127|	CDP-D-mannitol biosynthesis	0	1	0	0
|PWY3DJ-35471|	L-ascorbate biosynthesis IV	50	2	3	1
|PWY-6280|	synechoxanthin biosynthesis	0	4	0	0
|NADPHOS-DEPHOS-PWY-1|	NAD phosphorylation and transhydrogenation	50	1	0	0
|PWY-6286|	spheroidene and spheroidenone biosynthesis	0	3	0	0
|PWY-6287|	neurosporene biosynthesis	0	1	1	0
|PWY-7245|	superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	0	1	0	0
|PWY-6288|	zeaxanthin-&beta;-D-diglucoside biosynthesis	0	0	0	0
|PWY-6581|	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	25	2	1	0
