# gapseq version: 1.5.0 d9387beb
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# genome_format=prot;taxonomy=Bacteria;ORF_coverage=23.07;gram=neg
ID	Name	Prediction	Completeness	Status	NrReaction	NrSpontaneous	NrVague	NrKeyReaction	NrReactionFound	NrKeyReactionFound	ReactionsFound	SpontaneousReactions	KeyReactions
|PWY-5489|	methyl parathion degradation	FALSE	0		1	0	0	0	0	0			
|PWY-5490|	paraoxon degradation	FALSE	0		1	0	0	0	0	0			
|PWY-5491|	diethylphosphate degradation	FALSE	0		2	0	0	1	0	0			RXN-8747
|PWY-5493|	reductive monocarboxylic acid cycle	FALSE	0		2	0	0	2	0	0			PYRUFLAVREDUCT-RXN PYRUVFORMLY-RXN
|PWY-5494|	(R)-lactate fermentation to propanoate II (acrylate pathway)	FALSE	50		4	0	0	1	2	0	LACCOA-RXN PROPIONATE-COA-TRANSFERASE-RXN		LACTOYL-COA-DEHYDRATASE-RXN
|PWY-5497|	purine nucleobases degradation II (anaerobic)	FALSE	53.3333333333333		24	3	6	0	8	0	1.2.1.2-RXN ACETATEKIN-RXN FORMYLTHFDEFORMYL-RXN GLYOHMETRANS-RXN GUANINE-DEAMINASE-RXN METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN PHOSACETYLTRANS-RXN	R63-RXN RXN-15124 RXN-15127	
|PWY-5499|	vitamin B6 degradation I	FALSE	44.4444444444444		9	0	0	1	4	1	1.14.12.4-RXN PYRIDOXAL-4-DEHYDROGENASE-RXN PYRIDOXINE-4-OXIDASE-RXN RXN-8757		PYRIDOXAL-4-DEHYDROGENASE-RXN
|PWY-5506|	methanol oxidation to formaldehyde IV	FALSE	50		2	0	0	0	1	0	CATAL-RXN		
|PWY-5509|	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	TRUE	66.6666666666667	keyenzyme	3	0	0	1	2	1	COBALAMIN5PSYN-RXN DMBPPRIBOSYLTRANS-RXN		COBALAMIN5PSYN-RXN
|PWY-5512|	UDP-N-acetyl-D-galactosamine biosynthesis I	TRUE	100	full	1	0	0	0	1	0	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN		
|PWY-5514|	UDP-N-acetyl-D-galactosamine biosynthesis II	FALSE	71.4285714285714		7	0	0	1	5	0	GLUCOKIN-RXN NAG1P-URIDYLTRANS-RXN PGLUCISOM-RXN PHOSACETYLGLUCOSAMINEMUT-RXN UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN		GLUCOSAMINE-6-P-DEAMIN-RXN
|PWY-5515|	L-arabinose degradation II	TRUE	100	full	3	0	0	0	3	0	L-ARABINITOL-4-DEHYDROGENASE-RXN L-XYLULOSE-REDUCTASE-RXN RXN-8772		
|PWY-5516|	D-xylose degradation II	TRUE	100	full	1	0	0	0	1	0	RXN-8773		
|PWY-5517|	L-arabinose degradation III	TRUE	80	threshold	6	1	0	1	4	1	4.2.1.43-RXN L-ARABINONATE-DEHYDRATASE-RXN RXN-8774 RXN-8775	RXN-14809	4.2.1.43-RXN
|PWY-5519|	D-arabinose degradation III	TRUE	75	keyenzyme	6	1	1	1	3	1	25-DIOXOVALERATE-DEHYDROGENASE-RXN ARABINONATE-DEHYDRATASE-RXN RXN-8777	RXN-14807	RXN-8777
|PWY-5521|	L-ascorbate biosynthesis III (D-sorbitol pathway)	FALSE	66.6666666666667		4	1	0	0	2	0	D-SORBITOL-DEHYDROGENASE-RXN RXN-8782	RXN-8780	
|PWY-5523|	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	TRUE	66.6666666666667	keyenzyme	3	0	0	1	2	1	RIBOFLAVINKIN-RXN RXN-8771		RXN-8771
|PWY-5525|	D-glucuronate degradation I	FALSE	25		5	1	2	0	1	0	L-XYLULOSE-REDUCTASE-RXN	RXN-14693	
|PWY-5526|	bacteriochlorophyll a biosynthesis	FALSE	0		13	0	0	0	0	0			
|PWY-5530|	sorbitol biosynthesis II	FALSE	0		3	1	0	1	0	0		GLUCONOLACT-RXN	1.1.99.28-RXN
|PWY-5531|	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	FALSE	22.2222222222222		9	0	0	3	2	0	HEMN-RXN UROGENDECARBOX-RXN		RXN-8797 RXN-8798 RXN-8799
|PWY-5532|	nucleoside and nucleotide degradation (archaea)	FALSE	11.1111111111111		10	0	1	0	1	0	RXN-8801		
|PWY-5533|	acetone degradation II (to acetoacetate)	FALSE	0		1	0	0	0	0	0			
|PWY-5534|	propene degradation	FALSE	0		7	0	0	0	0	0			
|PWY-5535|	acetate and ATP formation from acetyl-CoA II	TRUE	100	full	1	0	0	0	1	0	ACETATE--COA-LIGASE-ADP-FORMING-RXN		
|PWY-5536|	acetate formation from acetyl-CoA (succinate)	TRUE	100	full	1	0	0	0	1	0	RXN-8807		
|PWY-5629|	isopenicillin N biosynthesis	FALSE	0		2	0	0	1	0	0			1.21.3.1-RXN
|PWY-5630|	penicillin K biosynthesis	FALSE	0		1	0	0	0	0	0			
|PWY-5631|	deacetylcephalosporin C biosynthesis	FALSE	0		3	0	0	1	0	0			1.14.11.26-RXN
|PWY-5632|	cephalosporin C biosynthesis	FALSE	0		1	0	0	0	0	0			
|PWY-5633|	cephamycin C biosynthesis	FALSE	0		3	0	1	0	0	0			
|PWY-5636|	2-nitrophenol degradation	FALSE	0		1	0	0	0	0	0			
|PWY-5637|	nitrobenzene degradation I	FALSE	0		3	0	0	1	0	0			5.4.4.1-RXN
|PWY-5640|	nitrobenzene degradation II	FALSE	0		1	0	0	0	0	0			
|PWY-5641|	2-nitrotoluene degradation	FALSE	0		3	0	0	1	0	0			RXN-8819
|PWY-5642|	2,4-dinitrotoluene degradation	FALSE	33.3333333333333		7	0	1	1	2	1	1.2.1.27-RXN RXN-8820		RXN-8820
|PWY-5643|	2,6-dinitrotoluene degradation	FALSE	0		3	0	2	0	0	0			
|PWY-5644|	4-nitrotoluene degradation II	FALSE	22.2222222222222		9	0	3	0	2	0	RXN-8831 RXN-8840		
|PWY-5645|	4-chloronitrobenzene degradation	FALSE	11.1111111111111		9	0	0	0	1	0	RXN-8837		
|PWY-5648|	2-nitrobenzoate degradation II	FALSE	0		3	0	1	0	0	0			
|PWY-5651|	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	FALSE	20		5	0	0	0	1	0	1.13.11.6-RXN		
|PWY-5652|	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	FALSE	40		5	0	2	0	2	0	1.2.1.32-RXN 3.5.99.5-RXN		
|PWY-5653|	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	TRUE	100	full	4	1	0	0	3	0	NAD-SYNTH-GLN-RXN NICONUCADENYLYLTRAN-RXN QUINOPRIBOTRANS-RXN	RXN-5721	
|PWY-5654|	2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	FALSE	50		4	0	0	0	2	0	1.2.1.32-RXN 3.5.99.5-RXN		
|PWY-5656|	mannosylglycerate biosynthesis I	FALSE	0		2	0	0	0	0	0			
|PWY-5658|	mannosylglycerate biosynthesis II	FALSE	0		1	0	0	0	0	0			
|PWY-5659|	GDP-mannose biosynthesis	TRUE	100	full	4	0	0	0	4	0	2.7.7.13-RXN MANNPISOM-RXN PGLUCISOM-RXN PHOSMANMUT-RXN		
|PWY-5660|	taxol biosynthesis	FALSE	6.66666666666667		15	0	13	0	1	0	RXN-13484		
|PWY-5661|	GDP-&alpha;-D-glucose biosynthesis	FALSE	66.6666666666667		3	0	1	0	2	0	GLUCOKIN-RXN PHOSPHOGLUCMUT-RXN		2.7.7.34-RXN
|PWY-5662|	glucosylglycerate biosynthesis I	FALSE	0		2	0	0	0	0	0			
|PWY-5663|	erythro-tetrahydrobiopterin biosynthesis I	FALSE	66.6666666666667		4	0	1	0	2	0	4.2.3.12-RXN GTP-CYCLOHYDRO-I-RXN		
|PWY-5665|	vanillin biosynthesis I	FALSE	0		3	0	2	0	0	0			
|PWY-5666|	&alpha;-solanine/&alpha;-chaconine biosynthesis	FALSE	0		9	0	9	0	0	0			
|PWY-5667|	CDP-diacylglycerol biosynthesis I	FALSE	50		4	0	0	0	2	0	CDPDIGLYSYN-RXN GLYC3PDEHYDROGBIOSYN-RXN		
|PWY-5668|	cardiolipin biosynthesis I	FALSE	0		3	0	0	1	0	0			CARDIOLIPSYN-RXN
|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	FALSE	50		2	0	0	0	1	0	PHOSPHASERDECARB-RXN		
|PWY-5670|	epoxysqualene biosynthesis	FALSE	0		3	0	0	0	0	0			
|PWY-5672|	ginsenosides biosynthesis	FALSE	0		17	0	17	0	0	0			
|PWY-5674|	nitrate reduction IV (dissimilatory)	FALSE	0		2	0	0	0	0	0			
|PWY-5675|	nitrate reduction V (assimilatory)	FALSE	0		2	0	0	1	0	0			NITRATE-REDUCTASE-NADPH-RXN
|PWY-5677|	succinate fermentation to butanoate	FALSE	42.8571428571429		7	0	0	0	3	0	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN R11-RXN RXN-8807		
|PWY-5679|	clavulanate biosynthesis	FALSE	0		10	0	2	0	0	0			
|PWY-5686|	UMP biosynthesis I	TRUE	100	full	6	0	0	1	6	1	ASPCARBTRANS-RXN CARBPSYN-RXN DIHYDROOROT-RXN DIHYDROOROTATE-DEHYDROGENASE-RXN OROPRIBTRANS-RXN OROTPDECARB-RXN		DIHYDROOROTATE-DEHYDROGENASE-RXN
|PWY-5690|	TCA cycle II (plants and fungi)	FALSE	88.8888888888889		9	0	0	1	8	0	2OXOGLUTARATEDEH-RXN ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN CITSYN-RXN FUMHYDR-RXN MALATE-DEH-RXN RXN-14971 SUCCCOASYN-RXN		ISOCITRATE-DEHYDROGENASE-NAD+-RXN
|PWY-5691|	urate conversion to allantoin I	FALSE	33.3333333333333		3	0	0	1	1	0	3.5.2.17-RXN		URATE-OXIDASE-RXN
|PWY-5695|	inosine 5'-phosphate degradation	FALSE	50		4	0	0	0	2	0	IMP-DEHYDROG-RXN XMPXAN-RXN		
|PWY-5697|	allantoin degradation to ureidoglycolate I (urea producing)	FALSE	50		2	0	0	0	1	0	ALLANTOINASE-RXN		
|PWY-5698|	allantoin degradation to ureidoglycolate II (ammonia producing)	FALSE	33.3333333333333		3	0	0	0	1	0	ALLANTOINASE-RXN		
|PWY-5701|	shikonin biosynthesis	FALSE	0		5	0	5	0	0	0			
|PWY-5703|	urea degradation I	FALSE	50		3	1	0	0	1	0	UREA-CARBOXYLASE-RXN	RXN0-5222	
|PWY-5704|	urea degradation II	TRUE	100	full	1	0	0	0	1	0	UREASE-RXN		
|PWY-5706|	alliin metabolism	FALSE	0		11	4	6	0	0	0		RXN-8899 RXN-8900 RXN-8901 RXN-8902	RXN-8898
|PWY-5707|	propanethial S-oxide biosynthesis	FALSE	0		9	2	6	0	0	0		RXN-8899 RXN-8912	RXN-8909 RXN-8911
|PWY-5708|	ethiin metabolism	FALSE	0		5	2	2	0	0	0		RXN-16200 RXN-8899	RXN-8916
|PWY-5710|	capsaicin biosynthesis	FALSE	14.2857142857143		7	0	3	0	1	0	RXN-21443		
|PWY-5723|	Rubisco shunt	FALSE	70		10	0	0	1	7	0	1TRANSKETO-RXN 2PGADEHYDRAT-RXN 2TRANSKETO-RXN PEPDEPHOS-RXN RIB5PISOM-RXN RIBULP3EPIM-RXN TRANSALDOL-RXN		RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN
|PWY-5725|	farnesene biosynthesis	FALSE	0		3	0	2	0	0	0			
|PWY-5726|	deethylsimazine degradation	FALSE	0		2	0	1	0	0	0			
|PWY-5727|	atrazine degradation II	FALSE	0		2	0	2	0	0	0			
|PWY-5729|	vestitol and sativan biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-5731|	atrazine degradation III	FALSE	0		2	0	1	0	0	0			
|PWY-5733|	germacrene biosynthesis	FALSE	0		5	0	2	0	0	0			
|PWY-5736|	isopropylamine degradation	FALSE	60		7	0	2	0	3	0	RXN-8940 RXN-8945 RXN-8946		
|PWY-5737|	(5R)-carbapenem carboxylate biosynthesis	FALSE	20		6	0	1	1	1	0	RXN-14903		RXN-8949
|PWY-5738|	GDP-6-deoxy-D-talose biosynthesis	FALSE	50		2	0	0	1	1	0	GDPMANDEHYDRA-RXN		GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN
|PWY-5739|	GDP-D-perosamine biosynthesis	FALSE	50		2	0	0	1	1	0	GDPMANDEHYDRA-RXN		RXN-8953
|PWY-5740|	GDP-L-colitose biosynthesis	FALSE	66.6666666666667		5	2	0	0	2	0	GDPMANDEHYDRA-RXN RXN-8955	RXN-15217 RXN-15218	
|PWY-5741|	ethylmalonyl-CoA pathway	FALSE	54.5454545454545		11	0	0	1	6	0	3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN ACETYL-COA-ACETYLTRANSFER-RXN MALATE--COA-LIGASE-RXN RXN-16391 RXN-5901 RXN-8958		RXN-8957
|PWY-5742|	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	FALSE	50		4	0	0	0	2	0	1.2.1.54-RXN RXN-8956		
|PWY-5743|	3-hydroxypropanoate cycle	FALSE	53.8461538461539		13	0	0	0	7	0	BIOTIN-CARBOXYL-RXN METHYLMALONYL-COA-EPIM-RXN METHYLMALONYL-COA-MUT-RXN PROPIONYL-COA-CARBOXY-RXN RXN-6383 RXN-8964 RXN0-5055		
|PWY-5744|	glyoxylate assimilation	FALSE	23.0769230769231		13	0	0	0	3	0	BIOTIN-CARBOXYL-RXN RXN-6383 RXN0-5055		
|PWY-5747|	2-methylcitrate cycle II	TRUE	66.6666666666667	keyenzyme	6	0	0	1	4	1	4.2.1.99-RXN METHYLISOCITRATE-LYASE-RXN PROPIONATE--COA-LIGASE-RXN RXN-8979		RXN-8979
|PWY-5748|	&gamma;-coniciene and coniine biosynthesis	FALSE	0		8	1	7	0	0	0		RXN-8981	
|PWY-5749|	itaconate degradation	FALSE	50		4	0	0	1	2	0	RXN-8987 RXN-8988		ITACONYL-COA-HYDRATASE-RXN
|PWY-5750|	itaconate biosynthesis I	FALSE	0		2	0	1	1	0	0			ACONITATE-DECARBOXYLASE-RXN
|PWY-5751|	phenylethanol biosynthesis	FALSE	20		5	0	0	0	1	0	RXN-7700		
|PWY-5752|	piperine biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-5754|	4-hydroxybenzoate biosynthesis I (eukaryotes)	FALSE	50		5	0	1	0	2	0	HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN TYROSINE-AMINOTRANSFERASE-RXN		
|PWY-5755|	4-hydroxybenzoate biosynthesis II (bacteria)	FALSE	0		1	0	0	0	0	0			
|PWY-5756|	saponin biosynthesis II	FALSE	0		8	0	7	0	0	0			
|PWY-5757|	fosfomycin biosynthesis	FALSE	0		7	0	0	1	0	0			RXN-9011
|PWY-5759|	saponin biosynthesis III	FALSE	0		4	0	4	0	0	0			
|PWY-5760|	&beta;-alanine biosynthesis IV	FALSE	50		2	0	0	0	1	0	RXN-6382		
|PWY-5765|	1,3,5-trimethoxybenzene biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-5766|	L-glutamate degradation X	TRUE	100	full	1	0	0	0	1	0	GLUTAMATE-DEHYDROGENASE-NADP+-RXN		
|PWY-5768|	pyruvate fermentation to acetate VIII	FALSE	50		2	0	0	0	1	0	RXN0-3962		
|PWY-5770|	phenazine-1-carboxylate biosynthesis	FALSE	0		17	8	0	1	0	0		RXN-12020 RXN-17687 RXN-17689 RXN-17691 RXN-17692 RXN-17694 RXN-17695 RXN-17696	RXN-9031
|PWY-5773|	gossypol biosynthesis	FALSE	0		8	0	5	0	0	0			
|PWY-5774|	saponin biosynthesis IV	FALSE	0		9	0	9	0	0	0			
|PWY-5775|	rotenoid biosynthesis I	FALSE	0		6	0	6	0	0	0			
|PWY-5776|	2-hydroxyphenazine biosynthesis	FALSE	0		2	1	0	0	0	0		RXN-9066	
|PWY-5780|	hypericin biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-5782|	2-keto-L-gulonate biosynthesis	TRUE	100	full	4	1	0	0	3	0	D-SORBITOL-DEHYDROGENASE-RXN RXN-8782 RXN-9069	RXN-8779	
|PWY-5783|	octaprenyl diphosphate biosynthesis	TRUE	100	full	1	0	0	0	1	0	RXN-8992		
|PWY-5784|	indole-3-acetate inactivation VIII	FALSE	0		7	0	7	0	0	0			
|PWY-5785|	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	TRUE	100	full	2	0	0	0	2	0	RXN-8999 UNDECAPRENYL-DIPHOSPHATASE-RXN		
|PWY-5787|	oligomeric urushiol biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-5788|	indole-3-acetate inactivation V	FALSE	0		4	0	4	0	0	0			
|PWY-5789|	3-hydroxypropanoate/4-hydroxybutanate cycle	FALSE	55.5555555555556		18	0	0	0	10	0	ACETYL-COA-ACETYLTRANSFER-RXN BIOTIN-CARBOXYL-RXN METHYLMALONYL-COA-EPIM-RXN METHYLMALONYL-COA-MUT-RXN PROPIONYL-COA-CARBOXY-RXN RXN-11662 RXN-11667 RXN-6383 RXN-9092 RXN0-5055		
|PWY-5793|	maysin biosynthesis	FALSE	0		2	0	0	0	0	0			
|PWY-5794|	malonate degradation I (biotin-independent)	FALSE	33.3333333333333		3	0	0	0	1	0	RXN-9728		
|PWY-5795|	juglone biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-5796|	malonate decarboxylase activation	FALSE	0		2	0	0	1	0	0			RXN-9101
|PWY-5797|	indole-3-acetate inactivation VI	FALSE	0		4	0	4	0	0	0			
|PWY-5800|	xylan biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-5801|	lawsone biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5802|	alizarin biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5805|	nonaprenyl diphosphate biosynthesis I	TRUE	100	full	1	0	0	0	1	0	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN		
|PWY-5806|	all-trans-decaprenyl diphosphate biosynthesis	TRUE	100	full	1	0	0	0	1	0	RXN-9106		
|PWY-5807|	heptaprenyl diphosphate biosynthesis	FALSE	0		1	0	0	0	0	0			
|PWY-5808|	hyperforin and adhyperforin biosynthesis	FALSE	0		8	0	6	0	0	0			
|PWY-5811|	indole-3-acetate inactivation VII	FALSE	0		5	0	5	0	0	0			
|PWY-5813|	bornyl diphosphate biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5815|	rubber biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-5816|	all trans undecaprenyl diphosphate biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5817|	dodecaprenyl diphosphate biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5818|	validamycin biosynthesis	FALSE	7.69230769230769		13	0	4	0	1	0	RXN-17378		
|PWY-581|	indole-3-acetate biosynthesis II	FALSE	27.2727272727273		12	1	5	0	3	0	RXN-1404 RXNN-404 TRYPTOPHAN-AMINOTRANSFERASE-RXN	RXN-12063	
|PWY-5821|	dalcochinin biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-5822|	trichloroethene degradation	FALSE	0		7	0	7	0	0	0			
|PWY-5825|	dalpatein and dalnigrein biosynthesis	FALSE	0		4	0	4	0	0	0			
|PWY-5826|	hypoglycin biosynthesis	FALSE	16.6666666666667		14	2	10	0	2	0	RXN-15122 RXN-9157	RXN-15121 RXN-15123	
|PWY-5827|	heliocides biosynthesis	FALSE	0		10	0	10	0	0	0			
|PWY-5828|	lacinilene C biosynthesis	FALSE	0		3	0	2	0	0	0			
|PWY-5829|	geraniol and geranial biosynthesis	FALSE	0		3	1	1	0	0	0		RXN-9193	
|PWY-5830|	CDP-ascarylose biosynthesis	FALSE	0		2	0	0	0	0	0			
|PWY-5831|	CDP-abequose biosynthesis	FALSE	0		1	0	0	0	0	0			
|PWY-5832|	CDP-paratose biosynthesis	FALSE	0		1	0	0	0	0	0			
|PWY-5833|	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	FALSE	33.3333333333333		3	0	0	0	1	0	1.17.1.1-RXN		
|PWY-5834|	CDP-tyvelose biosynthesis	FALSE	0		2	0	0	0	0	0			
|PWY-5835|	geranyl acetate biosynthesis	FALSE	0		2	0	1	0	0	0			
|PWY-5837|	2-carboxy-1,4-naphthoquinol biosynthesis	FALSE	14.2857142857143		7	0	0	1	1	0	O-SUCCINYLBENZOATE-COA-SYN-RXN		O-SUCCINYLBENZOATE-COA-LIG-RXN
|PWY-5839|	menaquinol-7 biosynthesis	FALSE	50		2	0	0	0	1	0	RXN-9191		
|PWY-5843|	cocaine biosynthesis	FALSE	0		9	0	9	0	0	0			
|PWY-5844|	menaquinol-9 biosynthesis	TRUE	100	full	1	0	0	0	1	0	RXN-9205		
|PWY-5846|	colchicine biosynthesis	FALSE	0		6	0	6	0	0	0			
|PWY-5848|	cinchona alkaloids biosynthesis	FALSE	0		5	0	5	0	0	0			
|PWY-5849|	menaquinol-6 biosynthesis	TRUE	100	full	1	0	0	0	1	0	RXN-9220		
|PWY-5851|	demethylmenaquinol-9 biosynthesis	FALSE	0		1	0	0	0	0	0			
|PWY-5852|	demethylmenaquinol-8 biosynthesis I	FALSE	0		1	0	0	0	0	0			
|PWY-5853|	demethylmenaquinol-6 biosynthesis I	FALSE	0		1	0	0	0	0	0			
|PWY-5855|	ubiquinol-7 biosynthesis (early decarboxylation)	FALSE	71.4285714285714		8	0	1	2	5	1	RXN-9223 RXN-9224 RXN-9225 RXN-9227 RXN-9229		RXN-9225 RXN-9228
|PWY-5856|	ubiquinol-9 biosynthesis (early decarboxylation)	FALSE	75		8	0	0	2	6	1	2.1.1.64-RXN RXN-9238 RXN-9239 RXN-9240 RXN-9241 RXN-9242		RXN-9240 RXN-9243
|PWY-5857|	ubiquinol-10 biosynthesis (early decarboxylation)	TRUE	100	full	8	0	0	2	8	2	RXN-9230 RXN-9231 RXN-9232 RXN-9233 RXN-9234 RXN-9235 RXN-9236 RXN-9237		RXN-9233 RXN-9236
|PWY-5859|	eugenol and isoeugenol biosynthesis	FALSE	0		3	0	2	0	0	0			
|PWY-5867|	t-anethole biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-5870|	ubiquinol-8 biosynthesis (late decarboxylation)	FALSE	37.5		9	0	1	0	3	0	2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN DHHB-METHYLTRANSFER-RXN		
|PWY-5871|	ubiquinol-9 biosynthesis (late decarboxylation)	FALSE	50		8	0	2	0	3	0	2.1.1.64-RXN RXN-9241 RXN-9242		
|PWY-5872|	ubiquinol-10 biosynthesis (late decarboxylation)	TRUE	85.7142857142857	threshold	9	0	2	0	6	0	RXN-9106 RXN-9230 RXN-9234 RXN-9235 RXN-9236 RXN-9237		
|PWY-5873|	ubiquinol-7 biosynthesis (late decarboxylation)	FALSE	25		8	0	3	0	2	0	RXN-9227 RXN-9229		
|PWY-5874|	heme degradation I	FALSE	0		6	0	0	0	0	0			
|PWY-5875|	staphyloxanthin biosynthesis	FALSE	11.1111111111111		9	0	0	0	1	0	RXN-9307		
|PWY-5876|	magnoflorine biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-5877|	beta-carboline biosynthesis	FALSE	0		6	0	5	0	0	0			
|PWY-5882|	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	FALSE	0		5	0	5	0	0	0			
|PWY-5883|	ephedrine biosynthesis	FALSE	10		10	0	9	0	1	0	PHENYLALANINE-AMMONIA-LYASE-RXN		
|PWY-5884|	wax esters biosynthesis I	FALSE	0		2	0	0	0	0	0			
|PWY-5885|	wax esters biosynthesis II	FALSE	25		4	0	2	0	1	0	RXN-7904		
|PWY-5886|	3-(4-hydroxyphenyl)pyruvate biosynthesis	TRUE	100	full	1	0	0	0	1	0	TYROSINE-AMINOTRANSFERASE-RXN		
|PWY-5887|	albaflavenone biosynthesis	FALSE	0		5	0	0	0	0	0			
|PWY-5888|	rhodoquinone-10 biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5889|	rhodoquinone-9 biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5890|	menaquinol-10 biosynthesis	FALSE	50		2	0	0	0	1	0	RXN-9361		
|PWY-5891|	menaquinol-11 biosynthesis	FALSE	50		2	0	0	0	1	0	RXN-9362		
|PWY-5892|	menaquinol-12 biosynthesis	FALSE	50		2	0	0	0	1	0	RXN-9363		
|PWY-5893|	tridecaprenyl diphosphate biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-5895|	menaquinol-13 biosynthesis	FALSE	50		2	0	0	0	1	0	RXN-9366		
|PWY-5901|	2,3-dihydroxybenzoate biosynthesis	FALSE	0		3	0	0	0	0	0			
|PWY-5905|	hypusine biosynthesis	FALSE	20		5	0	0	0	1	0	RXN-13414		
|PWY-5907|	homospermidine biosynthesis I	TRUE	100	full	1	0	0	0	1	0	2.5.1.45-RXN		
|PWY-5912|	2'-deoxymugineic acid phytosiderophore biosynthesis	FALSE	25		4	0	2	0	1	0	S-ADENMETSYN-RXN		
|PWY-5913|	partial TCA cycle (obligate autotrophs)	FALSE	75		8	0	0	1	6	0	ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN CITSYN-RXN FUMHYDR-RXN ISOCITDEH-RXN RXN-14971		PEPCARBOX-RXN
|PWY-5915|	phycoerythrobilin biosynthesis I	FALSE	0		4	1	0	2	0	0		RXN-15985	1.3.7.2-RXN 1.3.7.3-RXN
|PWY-5917|	phycocyanobilin biosynthesis	FALSE	0		3	1	0	1	0	0		RXN-15986	1.3.7.5-RXN
|PWY-5921|	glutaminyl-tRNAgln biosynthesis via transamidation	TRUE	100	full	4	0	0	0	4	0	GLUTAMIN-RXN RXN-20082 RXN-20083 RXN-9386		
|PWY-5922|	(4R)-carveol and (4R)-dihydrocarveol degradation	FALSE	0		14	0	8	0	0	0			RXN-9403 RXN-9424
|PWY-5923|	limonene degradation I (D-limonene)	FALSE	0		7	1	2	1	0	0		RXN-9417	3.3.2.8-RXN
|PWY-5924|	limonene degradation II (L-limonene)	FALSE	0		7	1	2	1	0	0		RXN-9418	RXN-9413
|PWY-5925|	hydroxylated mugineic acid phytosiderophore biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-5926|	afrormosin conjugates interconversion	FALSE	0		3	0	3	0	0	0			
|PWY-5927|	(4S)-carveol and (4S)-dihydrocarveol degradation	FALSE	0		14	0	8	0	0	0			
|PWY-5928|	(4R)-carvone biosynthesis	FALSE	0		3	0	1	0	0	0			
|PWY-5929|	puromycin biosynthesis	FALSE	0		10	0	5	0	0	0			
|PWY-5930|	terpentecin biosynthesis	FALSE	0		3	0	1	0	0	0			
|PWY-5934|	iron reduction and absorption	FALSE	0		3	1	0	0	0	0		RXN-14960	
|PWY-5935|	1-tuberculosinyladenosine biosynthesis	FALSE	0		2	0	0	0	0	0			
|PWY-5936|	xyloglucan biosynthesis	FALSE	16.6666666666667		6	0	4	0	1	0	RXN-12419		
|PWY-5938|	pyruvate fermentation to (R)-acetoin I	TRUE	100	full	3	1	0	1	2	1	ACETOLACTSYN-RXN RXN-11036	RXN-6081	RXN-11036
|PWY-5939|	pyruvate fermentation to (R)-acetoin II	FALSE	50		2	0	0	1	1	0	ACETOLACTSYN-RXN		ACETOLACTATE-DECARBOXYLASE-RXN
