# gapseq version: 1.2 4a12343
# Sequence DB md5sum: 17e92c9 (2023-12-12, Bacteria)
# Genome format: nucl
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY0-1554|	5-(methoxycarbonylmethoxy)uridine biosynthesis	false	0	0	0	0	
|PWY0-1561|	glycerol-3-phosphate to cytochrome bo oxidase electron transfer	false	0	0	0	0	
|PWY0-1565|	D-lactate to cytochrome bo oxidase electron transfer	false	0	0	0	0	
|PWY0-1567|	NADH to cytochrome bo oxidase electron transfer II	false	0	0	0	0	
|PWY0-1568|	NADH to cytochrome bd oxidase electron transfer II	false	0	0	0	0	
|PWY0-1569|	autoinducer AI-2 degradation	false	0	0	0	0	
|PWY0-1573|	nitrate reduction VIIIb (dissimilatory)	false	0	0	0	0	
|PWY0-1576|	hydrogen to fumarate electron transfer	false	0	0	0	0	
|PWY0-1577|	hydrogen to dimethyl sulfoxide electron transfer	false	0	0	0	0	
|PWY0-1578|	hydrogen to trimethylamine N-oxide electron transfer	false	0	0	0	0	
|PWY0-1581|	nitrate reduction IX (dissimilatory)	false	0	0	0	0	
|PWY0-1582|	glycerol-3-phosphate to fumarate electron transfer	false	0	0	0	0	
|PWY0-1584|	sn-glycerol 3-phosphate anaerobic respiration	false	0	0	0	0	
|PWY0-1585|	formate to nitrite electron transfer	false	0	0	0	0	
|PWY0-1586|	peptidoglycan maturation (meso-diaminopimelate containing)	false	25	6	0	0	RXN-16650 RXN-16649 RXN-16659 
|PWY0-1587|	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	false	0	0	0	0	
|PWY0-1590|	NADH to hydrogen peroxide electron transfer	false	0	1	0	0	
|PWY0-1591|	glycerol-3-phosphate to hydrogen peroxide electron transport	false	0	0	0	0	
|PWY0-1597|	prenylated FMNH2 biosynthesis	false	0	0	0	0	
|PWY0-1599|	periplasmic disulfide bond formation	false	0	0	0	0	
|PWY0-1600|	periplasmic disulfide bond reduction	false	0	0	0	0	
|PWY0-1601|	cadaverine biosynthesis	false	0	0	0	0	
|PWY0-1602|	D-gulosides conversion to D-glucosides	false	0	0	0	0	
|PWY0-301|	L-ascorbate degradation I (bacterial, anaerobic)	false	0	0	1	0	
|PWY0-321|	phenylacetate degradation I (aerobic)	false	0	0	0	0	
|PWY0-42|	2-methylcitrate cycle I	false	0	0	1	0	
|PWY0-43|	conversion of succinate to propanoate	false	0	0	0	0	
|PWY0-44|	D-allose degradation	false	0	0	0	0	
|PWY0-461|	L-lysine degradation I	false	0	0	1	0	
|PWY0-501|	lipoate biosynthesis and incorporation I	false	0	0	0	0	
|PWY0-521|	fructoselysine and psicoselysine degradation	false	0	0	0	0	
|PWY0-522|	lipoate salvage I	false	0	0	0	0	
|PWY0-541|	cyclopropane fatty acid (CFA) biosynthesis	false	0	0	0	0	
|PWY0-662|	PRPP biosynthesis	true	100	0	0	0	PRPPSYN-RXN 
|PWY0-823|	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	false	0	0	0	0	
|PWY0-862|	(5Z)-dodecenoate biosynthesis I	false	33	0	2	0	RXN0-2142 RXN0-2141 
|PWY0-901|	L-selenocysteine biosynthesis I (bacteria)	false	33	0	1	0	RXN0-2161 
|PWY0-981|	taurine degradation IV	false	0	0	0	0	
|PWY-1001|	cellulose biosynthesis	false	0	0	0	0	
|PWY-101|	photosynthesis light reactions	false	0	0	2	0	
|PWY-102|	gibberellin inactivation I (2&beta;-hydroxylation)	false	0	10	0	0	
|PWY-1042|	glycolysis IV	false	80	0	1	0	6PFRUCTPHOS-RXN 2.7.1.90-RXN F16ALDOLASE-RXN TRIOSEPISOMERIZATION-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN 3PGAREARR-RXN 2PGADEHYDRAT-RXN 
|PWY-1081|	pectin degradation III	false	0	1	0	0	
|PWY-1164|	carbon disulfide oxidation I (anaerobic)	false	0	0	0	0	
|PWY-116|	coniferin metabolism	false	0	2	0	0	
|PWY-1263|	taurine degradation I	false	0	0	0	0	
|PWY-1264|	taurine degradation II	false	0	0	0	0	
|PWY-1269|	CMP-3-deoxy-D-manno-octulosonate biosynthesis	false	0	0	1	0	
|PWY-1281|	sulfoacetaldehyde degradation I	false	0	0	1	0	
|PWY1-2|	L-alanine degradation IV	false	0	0	0	0	
|PWY-1341|	phenylacetate degradation II (anaerobic)	false	0	0	0	0	
|PWY-1361|	benzoyl-CoA degradation I (aerobic)	false	14	1	1	0	
|PWY-1381|	fluorene degradation II	false	0	2	0	0	
|PWY1-3|	polyhydroxybutanoate biosynthesis	false	33	0	1	0	RXN-5901 
|PWY-1422|	vitamin E biosynthesis (tocopherols)	false	0	0	0	0	
|PWY-142|	m-xylene degradation (anaerobic)	false	25	0	0	0	RXN-942 
|PWY-1501|	mandelate degradation I	false	0	0	1	0	
|PWY-1622|	formaldehyde assimilation I (serine pathway)	false	50	1	4	2	RXN-15513 2PGADEHYDRAT-RXN HYDROXYPYRUVATE-REDUCTASE-RXN GKI-RXN GLYOHMETRANS-RXN 
|PWY-1641|	methane oxidation to methanol I	false	0	0	0	0	
|PWY-1722|	formate assimilation into 5,10-methylenetetrahydrofolate	true	100	0	1	1	METHENYLTHFCYCLOHYDRO-RXN FORMATETHFLIG-RXN METHYLENETHFDEHYDROG-NADP-RXN 
|PWY-1723|	formaldehyde oxidation VI (H4MPT pathway)	false	0	0	0	0	
|PWY-1781|	&beta;-alanine degradation II	false	0	0	1	0	
|PWY-1801|	formaldehyde oxidation II (glutathione-dependent)	false	0	0	1	0	
|PWY185E-1|	mycobactin biosynthesis	false	9	1	0	0	
|PWY-1861|	formaldehyde assimilation II (assimilatory RuMP Cycle)	false	22	0	2	0	6PFRUCTPHOS-RXN F16ALDOLASE-RXN 
|PWY-1881|	formate oxidation to CO2	false	0	0	0	0	
|PWY18C3-23|	guaiacol biosynthesis	false	0	0	0	0	
|PWY18C3-5|	&alpha;-tomatine degradation	false	16	4	0	0	RXN18C3-14 
|PWY18HP-2|	decaprenoxanthin diglucoside biosynthesis	false	0	0	1	0	
|PWY1A0-6120|	streptorubin B biosynthesis	false	52	9	0	0	RXN-9532 RXN-9531 RXN-9528 RXN-9527 RXN-9524 RXN-9523 RXN-9518 RXN-9516 RXN-9514 
|PWY1A0-6325|	actinorhodin biosynthesis	false	0	6	0	0	
|PWY1G01-4|	glutarate degradation	false	0	0	1	0	
|PWY1G-0|	mycothiol biosynthesis	false	0	0	0	0	
|PWY1G-126|	mycothiol oxidation	false	50	0	0	0	RXN1G-6 
|PWY1G-170|	formaldehyde oxidation III (mycothiol-dependent)	false	0	1	0	0	
|PWY1G-1|	mycothiol-mediated detoxification	false	0	0	0	0	
|PWY1QP9-2|	fructosyllysine and glucosyllysine metabolism	false	25	2	0	0	RXN1QP9-73 
|PWY1R65-1|	lipid A-core biosynthesis (Salmonella)	false	0	0	0	0	
|PWY1YI0-1|	arsenate detoxification V	false	50	1	1	1	RXN1YI0-11 
|PWY1YI0-2|	succinate to chytochrome c oxidase via cytochrome c6	false	0	0	0	0	
|PWY1YI0-3|	succinate to cytochrome c oxidase via plastocyanin	false	0	0	0	0	
|PWY1YI0-7|	protective electron sinks in the thylakoid membrane (PSII to PTOX)	false	0	0	0	0	
|PWY1YI0-8|	succinate to plastoquinol oxidase	false	0	0	0	0	
|PWY1ZNC-1|	assimilatory sulfate reduction IV	false	0	0	1	0	
|PWY-2161|	folate polyglutamylation	false	40	0	0	0	FORMATETHFLIG-RXN GLYOHMETRANS-RXN 
|PWY-2201|	folate transformations I	false	30	0	0	0	METHENYLTHFCYCLOHYDRO-RXN FORMATETHFLIG-RXN METHYLENETHFDEHYDROG-NADP-RXN GLYOHMETRANS-RXN 
|PWY-2221|	Entner-Doudoroff pathway III (semi-phosphorylative)	false	50	0	0	0	GLUCONATE-DEHYDRATASE-RXN 3PGAREARR-RXN 2PGADEHYDRAT-RXN RXN-15754 
|PWY-2242|	ammonia oxidation III	false	0	1	0	0	
|PWY-2261|	ascorbate glutathione cycle	false	0	2	0	0	
|PWY-2301|	myo-inositol biosynthesis	false	0	0	1	0	
|PWY-2361|	3-oxoadipate degradation	false	0	0	0	0	
|PWY-2381|	4-nitrobenzoate degradation	false	0	0	0	0	
|PWY-2421|	indole-3-acetate degradation I	false	0	0	0	0	
|PWY-2503|	benzoate degradation I (aerobic)	false	0	0	1	0	
|PWY-2601|	isethionate degradation	false	0	0	0	0	
|PWY-2622|	trehalose biosynthesis IV	false	0	0	0	0	
|PWY-2661|	trehalose biosynthesis V	false	0	0	1	0	
|PWY-2721|	trehalose degradation III	false	0	0	0	0	
|PWY-2722|	trehalose degradation IV	false	0	0	1	0	
|PWY-283|	benzoate degradation II (aerobic and anaerobic)	false	0	0	0	0	
|PWY-2941|	L-lysine biosynthesis II	false	66	1	1	0	ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN DIAMINOPIMDECARB-RXN RXN-14014 
|PWY-2942|	L-lysine biosynthesis III	false	83	0	1	0	ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN DIAMINOPIMDECARB-RXN RXN-14014 
|PWY2B4Q-2|	GDP-N-formyl-&alpha;-D-perosamine biosynthesis	false	0	0	0	0	
|PWY2B4Q-3|	Brucella abortus O antigen biosynthesis	false	0	5	0	0	
|PWY2B4Q-4|	lipid IVA biosynthesis (2,3-diamino-2,3-dideoxy-D-glucopyranose-containing)	false	0	0	1	0	
|PWY2B4Q-6|	Kdo transfer to lipid IVA (Brucella)	false	0	0	0	0	
|PWY2B4Q-7|	(Kdo)2-lipid A biosynthesis I (Brucella)	false	0	0	0	0	
|PWY2B4Q-8|	lipid A-core biosynthesis (Brucella)	false	14	0	0	0	RXN2B4Q-67 
|PWY2B4Q-9|	Brucella abortus lipopolysaccharide biosynthesis (final steps)	false	50	0	0	0	TRANS-RXN2B4Q-128 
|PWY2DNV-11|	tetrahydrofolate biosynthesis II	false	33	0	1	0	RXN2DNV-43 
|PWY2DNV-1|	Kdo transfer to lipid IVA (H. pylori)	false	0	0	0	0	
|PWY2DNV-2|	(Kdo)2-lipid A biosynthesis (H. pylori)	false	0	0	0	0	
|PWY2DNV-3|	(Kdo)2-lipid A modification (H. pylori)	false	0	0	0	0	
|PWY2DNV-4|	lipid A-core biosynthesis (H. pylori)	false	16	2	0	0	RXN-23615 
|PWY2DNV-5|	H. pylori 26695 O-antigen biosynthesis	false	9	11	0	0	GLCNACPTRANS-RXN TRANS-RXN2DNV-128 
|PWY2G6Z-2|	lipid IVA biosynthesis (Vibrio cholerae serogroup O1 El Tor)	false	0	0	0	0	
|PWY2G6Z-4|	lipid A modification (glycine addition, Vibrio cholerae)	false	0	0	0	0	
|PWY-2|	putrescine degradation IV	false	0	0	0	0	
|PWY-301|	cyclohexane-1-carboxylate degradation (anaerobic)	false	0	0	0	0	
|PWY-3081|	L-lysine biosynthesis V	false	22	0	3	0	2-AMINOADIPATE-AMINOTRANSFERASE-RXN RXN-7970 
|PWY-3161|	indole-3-acetate biosynthesis III (bacteria)	false	0	0	1	0	
|PWY-3162|	L-tryptophan degradation V (side chain pathway)	false	7	11	0	0	RXN-5424 
|PWY-3181|	L-tryptophan degradation VI (via tryptamine)	false	0	1	0	0	
|PWY-3461|	L-tyrosine biosynthesis II	false	75	0	1	0	CHORISMATEMUT-RXN PREPHENATE-TRANSAMINE-RXN PREPHENATE-ASP-TRANSAMINE-RXN 
|PWY-3462|	L-phenylalanine biosynthesis II	false	75	0	1	0	CHORISMATEMUT-RXN PREPHENATE-TRANSAMINE-RXN PREPHENATE-ASP-TRANSAMINE-RXN 
|PWY-3561|	choline biosynthesis III	false	0	0	0	0	
|PWY-3602|	L-carnitine degradation III	false	0	0	1	0	
|PWY-3621|	&gamma;-butyrobetaine degradation II	false	0	0	0	0	
|PWY-3641|	L-carnitine degradation II	false	33	0	1	0	1.1.1.39-RXN 
|PWY-3661|	glycine betaine degradation I	false	33	0	1	0	RXN-15125 GLYOHMETRANS-RXN 
|PWY-3721|	choline degradation II	false	0	0	0	0	
|PWY-3722|	glycine betaine biosynthesis II (Gram-positive bacteria)	false	50	0	0	0	RXN-6021 
|PWY-3781|	aerobic respiration I (cytochrome c)	false	0	0	0	0	
|PWY-3801|	sucrose degradation II (sucrose synthase)	false	60	0	1	0	FRUCTOKINASE-RXN PGLUCISOM-RXN PHOSPHOGLUCMUT-RXN 
|PWY-3941|	&beta;-alanine biosynthesis II	false	0	0	1	0	
|PWY-3982|	uracil degradation I (reductive)	false	0	0	0	0	
|PWY3DJ-11281|	sphingomyelin metabolism	false	0	1	0	0	
|PWY3O-1743|	D-mannose degradation II	false	50	0	0	0	MANNPISOM-RXN 
|PWY3O-246|	(R,R)-butanediol degradation	false	0	0	0	0	
|PWY3O-4106|	NAD salvage pathway IV (from nicotinamide riboside)	false	0	0	0	0	
|PWY3O-440|	pyruvate fermentation to acetoin	false	0	1	0	0	
|PWY3O-450|	phosphatidylcholine biosynthesis I	false	0	0	0	0	
|PWY-3|	putrescine degradation V	false	0	0	1	0	
|PWY-4081|	glutathione-peroxide redox reactions	false	0	0	0	0	
|PWY-40|	putrescine biosynthesis I	false	0	0	0	0	
|PWY-4101|	D-sorbitol degradation I	false	50	0	0	0	FRUCTOKINASE-RXN 
|PWY-4121|	glutathionylspermidine biosynthesis	false	0	0	0	0	
|PWY-4181|	glutathione amide metabolism	false	0	1	0	0	
|PWY-4261|	glycerol degradation I	false	0	1	0	0	
|PWY-4341|	L-glutamate biosynthesis V	false	0	0	0	0	
|PWY-4361|	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	false	0	0	1	0	
|PWY-4381|	fatty acid biosynthesis initiation (type II)	false	33	0	1	0	RXN0-5055 
|PWY-43|	putrescine biosynthesis II	false	0	0	0	0	
|PWY-4521|	arsenite to oxygen electron transfer	false	0	0	0	0	
|PWY-4601|	arsenate reduction (respiratory)	false	0	0	0	0	
|PWY-46|	putrescine biosynthesis III	false	0	0	0	0	
|PWY-4722|	creatinine degradation II	false	0	0	0	0	
|PWY-4741|	creatinine degradation III	false	0	2	0	0	
|PWY-481|	ethylbenzene degradation (anaerobic)	false	0	0	0	0	
|PWY-4861|	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	false	0	0	0	0	
|PWY490-3|	nitrate reduction VI (assimilatory)	false	0	0	0	0	
|PWY490-4|	L-asparagine biosynthesis III (tRNA-dependent)	false	50	0	2	0	RXN490-3616 GLUTAMIN-RXN 
|PWY-4921|	protein citrullination	false	0	0	0	0	
|PWY-4981|	L-proline biosynthesis II (from arginine)	false	0	0	0	0	
|PWY-4984|	urea cycle	false	80	0	2	1	ORNCARBAMTRANSFER-RXN ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN RXN-13202 
|PWY-4|	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	false	0	2	0	0	
|PWY-5022|	4-aminobutanoate degradation V	false	14	0	0	0	GLUTAMATE-DEHYDROGENASE-RXN 
|PWY-5024|	L-arginine degradation XI	false	0	0	2	0	
|PWY-5025|	indole-3-acetate biosynthesis IV (bacteria)	false	0	0	0	0	
|PWY-5026|	indole-3-acetate biosynthesis V (bacteria and fungi)	false	0	0	0	0	
|PWY-5027|	phylloquinol biosynthesis	false	25	1	0	0	
|PWY-5028|	L-histidine degradation II	false	0	0	0	0	
|PWY-5029|	3-(imidazol-5-yl)lactate salvage	false	0	1	0	0	
|PWY-5033|	nicotinate degradation II	false	0	2	0	0	
|PWY-5041|	S-adenosyl-L-methionine salvage II	false	0	0	1	0	
|PWY-5046|	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	false	0	0	1	0	
|PWY-5055|	nicotinate degradation III	false	22	1	0	0	DIMETHYLMALEATE-HYDRATASE-RXN 
|PWY-5057|	L-valine degradation II	false	33	0	1	0	RXN-7657 
|PWY-5063|	phytyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5068|	chlorophyll cycle	false	16	1	0	0	
|PWY-5074|	mevalonate degradation	false	0	0	0	0	
|PWY-5075|	L-leucine degradation II	false	0	3	0	0	
|PWY-5080|	very long chain fatty acid biosynthesis I	false	25	1	0	0	
|PWY-5084|	2-oxoglutarate decarboxylation to succinyl-CoA	false	0	0	1	0	
|PWY-5086|	chlorophyll a biosynthesis I	false	0	0	2	0	
|PWY-5087|	L-glutamate degradation VI (to pyruvate)	false	0	2	0	0	
|PWY-5097|	L-lysine biosynthesis VI	false	85	0	2	1	ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN RXN-7737 DIAMINOPIMDECARB-RXN RXN-14014 
|PWY-5101|	L-isoleucine biosynthesis II	false	50	0	1	0	R-2-METHYLMALATE-DEHYDRATASE-RXN RXN-7745 RXN-16062 DIHYDROXYMETVALDEHYDRAT-RXN 
|PWY-5103|	L-isoleucine biosynthesis III	false	57	2	1	0	ACETOOHBUTREDUCTOISOM-RXN DIHYDROXYMETVALDEHYDRAT-RXN 
|PWY-5104|	L-isoleucine biosynthesis IV	false	33	0	1	0	RXN-16062 DIHYDROXYMETVALDEHYDRAT-RXN 
|PWY-5108|	L-isoleucine biosynthesis V	false	0	0	1	0	
|PWY-5120|	geranylgeranyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5122|	geranyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5123|	trans, trans-farnesyl diphosphate biosynthesis	false	0	0	1	0	
|PWY-5137|	fatty acid &beta;-oxidation III (unsaturated, odd number)	false	0	0	0	0	
|PWY-5142|	acyl-[acyl-carrier protein] thioesterase pathway	false	0	0	0	0	
|PWY-5143|	long-chain fatty acid activation	false	0	0	0	0	
|PWY-5148|	acyl-CoA hydrolysis	false	0	0	0	0	
|PWY-5151|	L-tyrosine degradation II	false	50	1	0	0	TYROSINE-AMINOTRANSFERASE-RXN 
|PWY-5154|	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	false	66	0	1	0	ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN CARBPSYN-RXN N-ACETYLTRANSFER-RXN ACETYLGLUTKIN-RXN N-ACETYLGLUTPREDUCT-RXN 
|PWY-5155|	&beta;-alanine biosynthesis III	false	0	0	0	0	
|PWY-5159|	trans-4-hydroxy-L-proline degradation II	false	0	0	2	0	
|PWY-5162|	2-hydroxypenta-2,4-dienoate degradation	false	0	0	0	0	
|PWY-5163|	p-cumate degradation to 2-hydroxypentadienoate	false	0	0	1	0	
|PWY-5165|	4-toluenesulfonate degradation II	false	0	1	0	0	
|PWY-5169|	cyanuric acid degradation II	false	0	0	0	0	
|PWY-5170|	melamine degradation	false	0	0	0	0	
|PWY-5171|	N-cyclopropylmelamine degradation	false	0	3	0	0	
|PWY-5177|	glutaryl-CoA degradation	false	0	0	0	0	
|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	false	16	0	0	0	GLURS-RXN 
|PWY-5189|	tetrapyrrole biosynthesis II (from glycine)	false	0	0	0	0	
|PWY-5194|	siroheme biosynthesis	false	0	0	0	0	
|PWY-5196|	factor 430 biosynthesis	false	0	3	0	0	
|PWY-5197|	lactate biosynthesis (archaea)	false	0	2	0	0	
|PWY-5198|	factor 420 biosynthesis II (mycobacteria)	false	0	0	1	0	
|PWY-5199|	factor 420 polyglutamylation	false	0	0	0	0	
|PWY-5254|	methanofuran biosynthesis	false	0	3	0	0	
|PWY-5267|	glucosinolate activation	false	0	2	0	0	
|PWY-5274|	sulfide oxidation II (flavocytochrome c)	false	0	0	0	0	
|PWY-5276|	sulfite oxidation I	false	0	0	0	0	
|PWY-5277|	thiosulfate disproportionation I (thiol-dependent)	false	0	1	0	0	
|PWY-5278|	sulfite oxidation III	false	0	0	1	0	
|PWY-5279|	sulfite oxidation II	false	0	0	0	0	
|PWY-5280|	L-lysine degradation IV	false	0	0	0	0	
|PWY-5283|	L-lysine degradation V	false	12	0	1	0	2-AMINOADIPATE-AMINOTRANSFERASE-RXN 
|PWY-5285|	sulfide oxidation III (to sulfite)	false	0	0	0	0	
|PWY-5288|	astaxanthin biosynthesis (bacteria, fungi, algae)	false	0	0	1	0	
|PWY-5296|	thiosulfate oxidation III (multienzyme complex)	false	0	0	0	0	
|PWY-5297|	siroheme amide biosynthesis	false	0	1	0	0	
|PWY-5298|	L-lysine degradation VI	false	0	0	0	0	
|PWY-5302|	sulfur disproportionation II (aerobic)	false	0	0	0	0	
|PWY-5303|	thiosulfate oxidation II (via tetrathionate)	false	0	2	0	0	
|PWY-5314|	L-lysine degradation VIII	false	0	0	0	0	
|PWY-5329|	L-cysteine degradation III	false	0	0	0	0	
|PWY-5331|	taurine biosynthesis I	false	0	0	0	0	
|PWY-5332|	sulfur reduction I	false	0	0	0	0	
|PWY-5336|	carbon disulfide oxidation II (aerobic)	false	0	1	0	0	
|PWY-5340|	sulfate activation for sulfonation	false	0	0	0	0	
|PWY-5344|	L-homocysteine biosynthesis	false	50	0	0	0	HOMOSERINE-O-ACETYLTRANSFERASE-RXN 
|PWY-5350|	thiosulfate disproportionation IV (rhodanese)	false	0	0	0	0	
|PWY-5352|	thiosulfate disproportionation II (cytochrome)	false	0	0	0	0	
|PWY-5358|	tetrathionate reduction I (to thiosulfate)	false	0	1	0	0	
|PWY-5359|	tetrathionate reductiuon II (to trithionate)	false	0	1	0	0	
|PWY-5364|	sulfur reduction II (via polysulfide)	false	0	0	0	0	
|PWY-5366|	palmitoleate biosynthesis II (plants and bacteria)	false	0	0	0	0	
|PWY-5370|	carbon tetrachloride degradation I	false	0	2	0	0	
|PWY-5372|	carbon tetrachloride degradation II	false	0	0	1	0	
|PWY-5382|	hydrogen oxidation II (aerobic, NAD)	false	0	0	0	0	
|PWY-5384|	sucrose degradation IV (sucrose phosphorylase)	false	75	0	1	0	FRUCTOKINASE-RXN PGLUCISOM-RXN PHOSPHOGLUCMUT-RXN 
|PWY-5386|	methylglyoxal degradation I	false	0	0	2	0	
|PWY-5389|	3-methylthiopropanoate biosynthesis	false	0	0	0	0	
|PWY-5392|	reductive TCA cycle II	false	16	0	2	0	ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN 
|PWY-5418|	phenol degradation I (aerobic)	false	0	0	0	0	
|PWY-5419|	catechol degradation to 2-hydroxypentadienoate II	false	0	0	1	0	
|PWY-5427|	naphthalene degradation (aerobic)	false	0	0	1	0	
|PWY-5428|	1,3-dimethylbenzene degradation to 3-methylbenzoate	false	0	0	1	0	
|PWY-5429|	1,4-dimethylbenzene degradation to 4-methylbenzoate	false	0	0	1	0	
|PWY-5436|	L-threonine degradation IV	false	50	0	0	0	THREONINE-ALDOLASE-RXN 
|PWY-5437|	L-threonine degradation I	false	75	0	0	0	PTAALT-RXN PROPKIN-RXN RXN-15122 
|PWY-5443|	aminopropanol phosphate biosynthesis I	false	0	0	1	0	
|PWY-5450|	benzene degradation I (aerobic)	false	0	0	0	0	
|PWY-5453|	methylglyoxal degradation III	false	50	0	0	0	RXN0-4281 
|PWY-5456|	methylglyoxal degradation VII	false	0	1	0	0	
|PWY-5480|	pyruvate fermentation to ethanol I	false	66	0	0	0	PYRUVFORMLY-RXN ALCOHOL-DEHYDROG-RXN 
|PWY-5481|	pyruvate fermentation to (S)-lactate	false	0	0	0	0	
|PWY-5482|	pyruvate fermentation to acetate II	false	33	0	1	0	ACETATEKIN-RXN 
|PWY-5484|	glycolysis II (from fructose 6-phosphate)	false	72	0	0	0	2PGADEHYDRAT-RXN 3PGAREARR-RXN PHOSGLYPHOS-RXN GAPOXNPHOSPHN-RXN TRIOSEPISOMERIZATION-RXN F16ALDOLASE-RXN 6PFRUCTPHOS-RXN RXN-15513 
|PWY-5486|	pyruvate fermentation to ethanol II	false	50	0	1	0	ALCOHOL-DEHYDROG-RXN 
|PWY-5487|	4-nitrophenol degradation I	false	0	0	1	0	
|PWY-5488|	4-nitrophenol degradation II	false	0	0	1	0	
|PWY-5489|	methyl parathion degradation	false	0	0	0	0	
|PWY-5490|	paraoxon degradation	false	0	0	0	0	
|PWY-5491|	diethylphosphate degradation	false	0	0	1	0	
|PWY-5493|	reductive monocarboxylic acid cycle	false	50	0	2	1	PYRUVFORMLY-RXN 
|PWY-5494|	(R)-lactate fermentation to propanoate II (acrylate pathway)	false	0	0	1	0	
|PWY-5497|	purine nucleobases degradation II (anaerobic)	false	52	6	0	0	ACETATEKIN-RXN RXN-15125 METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN GLYOHMETRANS-RXN 
|PWY-5499|	vitamin B6 degradation I	false	0	0	1	0	
|PWY-5509|	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	false	0	0	1	0	
|PWY-5512|	UDP-N-acetyl-D-galactosamine biosynthesis I	true	100	0	0	0	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN 
|PWY-5517|	L-arabinose degradation III	false	20	0	1	0	L-ARABINONATE-DEHYDRATASE-RXN 
|PWY-5521|	L-ascorbate biosynthesis III (D-sorbitol pathway)	false	0	0	0	0	
|PWY-5523|	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	false	0	0	1	0	
|PWY-5526|	bacteriochlorophyll a biosynthesis	false	0	0	0	0	
|PWY-5530|	sorbitol biosynthesis II	false	0	0	1	0	
|PWY-5531|	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	false	0	0	3	0	
|PWY-5533|	acetone degradation II (to acetoacetate)	false	0	0	0	0	
|PWY-5534|	propene degradation	false	0	0	0	0	
|PWY-5535|	acetate and ATP formation from acetyl-CoA II	false	0	0	0	0	
|PWY-5536|	acetate formation from acetyl-CoA (succinate)	false	0	0	0	0	
|PWY-5629|	isopenicillin N biosynthesis	false	0	0	1	0	
|PWY-5631|	deacetylcephalosporin C biosynthesis	false	0	0	1	0	
|PWY-5633|	cephamycin C biosynthesis	false	0	1	0	0	
|PWY-5636|	2-nitrophenol degradation	false	0	0	0	0	
|PWY-5637|	nitrobenzene degradation I	false	0	0	1	0	
|PWY-5640|	nitrobenzene degradation II	false	0	0	0	0	
|PWY-5641|	2-nitrotoluene degradation	false	0	0	1	0	
|PWY-5642|	2,4-dinitrotoluene degradation	false	14	1	1	0	
|PWY-5643|	2,6-dinitrotoluene degradation	false	0	2	0	0	
|PWY-5644|	4-nitrotoluene degradation II	false	0	3	0	0	
|PWY-5645|	4-chloronitrobenzene degradation	false	0	0	0	0	
|PWY-5648|	2-nitrobenzoate degradation II	false	0	1	0	0	
|PWY-5651|	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	false	0	0	0	0	
|PWY-5653|	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	false	66	0	0	0	NAD-SYNTH-GLN-RXN QUINOPRIBOTRANS-RXN 
|PWY-5654|	2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	false	0	0	0	0	
|PWY-5656|	mannosylglycerate biosynthesis I	false	0	0	0	0	
|PWY-5658|	mannosylglycerate biosynthesis II	false	0	0	0	0	
|PWY-5659|	GDP-mannose biosynthesis	false	75	0	0	0	MANNPISOM-RXN PHOSMANMUT-RXN PGLUCISOM-RXN 
|PWY-5661|	GDP-&alpha;-D-glucose biosynthesis	false	33	1	0	0	PHOSPHOGLUCMUT-RXN 
|PWY-5662|	glucosylglycerate biosynthesis I	false	0	0	0	0	
|PWY-5663|	erythro-tetrahydrobiopterin biosynthesis I	false	0	0	0	0	
|PWY-5667|	CDP-diacylglycerol biosynthesis I	false	25	0	0	0	GLYC3PDEHYDROGBIOSYN-RXN 
